EnsemblId,TranscriptionFactorBindingSites
ENSG00000135847,E2F|Hoxb4|Prrx2
ENSG00000135862,AP-1|ATF|Arid3a|CREB|Elk1|Ets|FEV|GCNF|Hoxa7|Hoxb4|Hoxb7|Klf7|Lhx3|Maf|NF-E2|Nobox|Nrf-2|Phox2a|RP58|Sp1|TEF-1|Tcf|Tel2|Tgif1|Zfp161
ENSG00000135870,AP-1|Arid3a|Dbx2|Hoxd8|Isl2|Lhx4|Mef2|Msx2|Obox6|Pou4f3|Pou6f1|Rfx|Sp1|Tcf
ENSG00000135898,GATA|LRH1|RXR|SF1
ENSG00000135899,Ascl2|Elk1|GABP|Hoxa7|Hoxb4|Hoxc9|Lhx3|Myf|PPARG|Phox2a|RAR|Rfx|Vax2
ENSG00000135900,OTX|Sp1
ENSG00000135902,E2A|Elk1|HEB|Klf7|Myf
ENSG00000135903,AP-2|AhR::Arnt|Arid3a|HNF4|Hlx1|Hoxb7|Irf|Isl2|Lhx3|Mef2|NF-I|NF-Y|PPARG|PU.1|Pbx-1|Phox2a|Rfx|TLX1::NFIC|Tcf|Vax2|Zfp161
ENSG00000135905,AP-1|ATF3|ATF|Arnt|Bach1|E2A|Elf3|Ets|Foxc1|HEB|HEN1|HNF6|Irf|Isl2|Mef2|NF-I|NF-Y|NF-kappaB|NR4A2|NRSF|Nkx2|Nkx6-1|Nrf-2|OTX|PPARG|PU.1|Pax-6|Pou2f1|RAR|RP58|RREB-1|RXR::LXR|SF1|Sp4|TCF11::MafG|Tcf|Tel2|Zfp161
ENSG00000135912,Ascl2|CDP|E2A|Gfi1|Myf|Nrf-1|Rfx|SF1|znf143
ENSG00000135913,Barhl1|Bsx|CREB|CTCF|E2F|Egr|Elf3|En-1|Err-alpha|Foxd3|Gbx2|HNF4|Hoxa7|Hoxb13|Hoxb4|Hoxb7|Hoxd8|KROX|Klf7|LF-A1|Lhx4|Mrg1::Hoxa9|Mrg|Nkx6-1|Nrf-1|PPARG|PPAR|Pax-4|Pou2f1|Pou3f2|Prrx2|Sp1|Sp4|Tcf
ENSG00000135914,HNF4|Lhx3|Nkx6-1|Srf
ENSG00000135916,E2F|GABP|HNF4|Klf7|NF-Y|NR4A2|Nrf-2|RXR::LXR|Rfx|Sp1
ENSG00000135917,Klf7|NF-Y|OTX|Sp1|Sp4
ENSG00000135919,Elf1|Elk1|Err-alpha|GCNF|HNF4|HNF6|Lhx3|Mef2|Mrg1::Hoxa9|NF-kappaB|Octamer|PU.1|Pax-6|Pdx1|Pou3f4|RXR
ENSG00000135924,Ascl2|CREB|Elk1|Ets|Sp1
ENSG00000135925,AP-4|ATF3|ATF4|ATF|Ascl2|CREB|E2A|Ebox|Esr1|Esx1|HEN1|HNF1|Hoxb4|Hoxb8|Hoxc9|Hoxd8|INSM1|Isl2|KROX|Klf7|LXR|Lhx3|Msx-1|Myc|NF-Y|NF-kappaB|NR4A2|Olf-1|Otx2|PPARG|Pax-6|Phox2a|Pitx3|Prrx1|RBP-Jkappa|RREB-1|RXR|STAT|Sp1|Sp4|Tgif1
ENSG00000135926,Err-alpha|Esr1|GATA|HEB|HEN1|Hsf|Jundm2|Maf|NERF1a|Nrf-2|RREB-1|Sp1|Tcf|Zfp161
ENSG00000135929,Gfi1
ENSG00000135930,Bach1|Dmbx1|Ehf|Elk1|Ets|GABP|HNF1|Nrf-2|Obox6|Otx2|RREB-1|Tcf
ENSG00000135931,Ebox|Ets|GABP|Myc|NERF1a|PPARG|Rfx|SF1|znf143
ENSG00000135932,Ascl2|GATA|Hoxa3|Mrg|NERF1a|NR3C|Nrf-2|PPARG|RREB-1|Sp1|Sp4|Tgif1|YY1
ENSG00000135940,Egr|Ehf|GABP|NR4A2|SF1|STAT|Sp4
ENSG00000135945,Arid3a|Barx2|CDP|CHX10|CTCF|Dbx2|E2F|Err-alpha|Hoxd8|Klf7|Lhx4|Mrg1::Hoxa9|Nobox|PPARG|Pax-6|Pax7|Pbx-1|Pou2f1|Prrx2|RORalpha1|SF1|Sp1|Sp4|Stra13|Zfp161
ENSG00000135951,Ascl2|E2A|Egr|En-1|Gfi1|Hoxa9|Hoxb3|Hoxb7|KROX|Klf7|Nkx1-1|Nkx2|Nkx6-1|Nrf-1|Pax7|Phox2a|Pou2f1|RREB-1|Sp1|Sp4|Vax2|Zfp161
ENSG00000135953,E2A|Klf7|Nrf-1|Obox6|Sp1|Sp4|Zfp161|Zic
ENSG00000135956,Bach2|CDP|CTCF|Elf1|Ets|GATA|Mef2|NERF1a|NR4A2|Nrf-2|PU.1|Pbx-1|RP58|RXR|SF1|Sp1|Sp4|Tal1
ENSG00000135960,CTCF|NF-kappaB|Pbx-1|Zic
ENSG00000135966,Myc
ENSG00000135968,Arid3a|Dbx2|Ehf|GABP|HNF4|Hoxa13|Hoxa5|Hoxa7|Hoxb4|Hoxb7|Hoxd8|Isl2|Lhx3|Mef2|NF-kappaB|Nkx6-1|PPARG|Pou3f2|Pou4f3|Prrx2|RXR::LXR|STAT|Sp1|Sp4|TLX1::NFIC
ENSG00000135972,Barx1|Barx2|Dbx2|E2A|Foxa|Foxk1|Foxo|HNF1|Hoxa13|Hoxc9|Hoxd8|Klf7|Mef2|NR4A2|Nkx6-1|OTX|Pou2f1|Pou4f3|Pou6f1|Prrx2|RAR|Sp1|Sp4
ENSG00000135974,GABP
ENSG00000135999,AP-1|AP-4|Ascl2|Bach1|Bach2|Cdx2|Egr|Ets|FEV|HNF4|Hoxa3|Hoxc9|Irf|Mef2|NF-Y|NR3C|Nrf-2|OTX|Pou2f1|Pou6f1|RXR|Sp1|Sp4|YY1|Zfp161
ENSG00000136002,Hlxb9|Hoxa7|Hoxb7|Klf7|NERF1a|NRSF|Rfx|Tcf
ENSG00000136003,ATF3|ATF|CREB|E2F|Elk1|Esr1|Ets|GABP|Hlxb9|Jundm2|Klf7|NERF1a|Sp1|Tcf|Tel2|Vax2|YY1
ENSG00000136010,CTCF|HEB|Klf7|Myc|NRSF|Sp1|Sp4
ENSG00000136011,Err-alpha|Foxa|Mrg|RORalpha1
ENSG00000136014,Arid3a|Ascl2|CDP|CHX10|Egr|Ets|Hoxa13|Klf7|Lmo2-complex|Myf|NF-kappaB|Pou2f1|STAT|Sp1|Sp4|YY1
ENSG00000136021,ATF|CREB|Ets|Jundm2|Klf7|RREB-1|Rfx|Sp1|Sp4|Tel2
ENSG00000136026,Hoxb8|Mrg|Octamer|Sp1
ENSG00000136040,CACD|CTCF|Crx|E2A|Egr|Foxo|GATA|Irf|Pou2f1|Rfx|STAT|Sp1|Sp4
ENSG00000136044,Egr|Ehf|Ets|GABP|LRH1|Mef2|NERF1a|Nrf-2|Sp1|Sp4|Tel2
ENSG00000136045,Nrf-1
ENSG00000136048,Sp1
ENSG00000136051,Arnt|Elk1|GABP|Hoxa7|Irf|KROX|OTX|Sp1|znf143
ENSG00000136059,Arnt|Bsx|Ets|HNF4|Hoxa3|Hoxa5|Hoxb4|RORalpha1|RREB-1|RXR|TLX1::NFIC
ENSG00000136068,AREB6|CACD|E2A|Hsf|Lmo2-complex|Myf|NERF1a|Pax-5|Sp1
ENSG00000136098,GABP
ENSG00000136099,CTCF|Gfi1|HNF6|Nkx2|Octamer|PU.1|Pdx1|Pou2f1|Pou6f1
ENSG00000136100,CTCF|Ets|Foxj1|Foxo|GATA|HNF6|Hoxa5|RP58|Sox|Tcf
ENSG00000136104,CREB|FEV|Foxa|Foxd1|GABP|HNF6|Nkx6-1|Nrf-2|OTX|Pbx-1|Pou6f1|RREB-1
ENSG00000136108,Klf7|NF-Y|Sp1
ENSG00000136110,Dbx2|GATA|Lhx3|Mef2|Pax-4|Pax-6|Pou2f1|RP58
ENSG00000136111,AP-1|Arid3a|Bach1|CTCF|Dlx3|E2F|Elf1|Elf3|Ets|FEV|Gbx2|Hlx1|Hoxa5|Hoxb8|Hsf|KROX|Lmo2-complex|MafB|MafK|Maf|Nkx6-1|Nrf-2|PU.1|Pax-4|Pou5f1|RORalpha1|STAT|Sp1|Sp4|Tal1|Zfp161
ENSG00000136112,AREB6|Dlx3|Hoxc9|KROX|Klf7|Myc|NR4A2|RAR|Sp1|Sp4
ENSG00000136114,Gfi1|Mef2|Octamer|Sp4|Tel2
ENSG00000136122,HNF4|Sp1|Sp4|Zfp161
ENSG00000136141,CTCF|E2A|Egr|En-1|Hoxa7|Hoxa9|Hoxb9|Hoxc9|Lhx3|Lmo2-complex|Myf|NF-kappaB|Nkx2|Nkx6-1|Nrf-1|Pdx1|RORalpha1|Tal1|Tgif1
ENSG00000136143,GCNF|Mrg|Nrf-1|Pou2f1|Tgif1
ENSG00000136144,Arnt|GABP|HNF6|Hoxb9|Myc|RORalpha1|Stra13|Tal1|Tcf
ENSG00000136146,CTCF|Msx2|Nobox|Tcf
ENSG00000136147,Ehf|GABP|Irf|Pax7|RORalpha1
ENSG00000136152,CHX10|Ehf|Elk1|Ets|GABP|Hoxa9|Hoxb7|Hoxb9|Hoxd8|NR4A2|Nrf-2|Pbx-1|RP58|Sp1|Tgif1
ENSG00000136153,AP-1|AP-4|AREB6|Arnt|Bach1|CHX10|Egr|Eomes|Err-alpha|Ets|FEV|GATA|HNF6|Hoxa5|Irf|Isl2|Mef2|Mrg1::Hoxa9|Myc|Myf|NF-I|Nrf-2|Octamer|Osf2|Pbx-1|Pou2f1|Pou6f1|Prrx2|RREB-1|RXR|Rfx|SF1|STAT|TLX1::NFIC|Tal1beta
ENSG00000136155,AP-1|Bach1|Bach2|GABP|Hoxd8|MafB|Nkx6-1|Nrf-2|Octamer|Pou2f1|Pou3f2|Tgif1
ENSG00000136156,AP-1|Gsc|Maf|Nkx2|Nrf-2|Obox6|RXR::LXR
ENSG00000136158,Egr|Elf1|KROX|Myf|NF-Y|Nkx2
ENSG00000136159,CTCF|Tel2
ENSG00000136160,Eomes|HNF6|Klf7|Pbx-1|RAR|RORalpha1|Sp1
ENSG00000136161,ATF|CHX10|Hoxb9|Nrf-1|Sp1|Sp4
ENSG00000136167,ATF3|Ascl2|Dmbx1|E2F|Elk1|Esr1|Ets|Gfi1|Hoxb13|Mef2|NF-kappaB|Nkx2|Nkx6-1|Nrf-2|Pou4f3|Pou6f1|Rfx|STAT|Srf|TCF11::MafG|Tel2|Tgif1
ENSG00000136169,NF-Y|YY1
ENSG00000136193,AP-1|Bach1|CDP|Dlx3|Ebox|HEB|INSM1|Pou2f1|Pou6f1|Stra13|YY1
ENSG00000136197,ATF|CREB|Dmbx1|YY1|Zfp161
ENSG00000136205,CTCF|Mef2|Pbx-1|Pou2f1|Pou5f1|RP58|RXR|Sp1|Sp4|YY1
ENSG00000136213,Klf7|NF-Y|NR4A2|SF1|Sp1|Sp4
ENSG00000136231,AP-1|Arid3a|Ascl2|Bach1|Bach2|CHX10|CTCF|Elk1|Foxa|HNF1|Hoxa3|Hoxa5|Hoxa7|Hoxb13|Hoxb4|KROX|Lhx3|MafB|Mrg1::Hoxa9|Mrg|Myc|NR3C|Obox3|Pax-6|Pax7|Pbx-1|Pitx3|Pou3f2|Pou3f4|Pou5f1|Prrx1|Prrx2|RAR|RP58|RREB-1|STAT|Sp1|Stra13|TBX5|Tgif1
ENSG00000136235,AP-1|AP-4|Arid3a|Bach1|Dlx3|Hlx1|Lhx3|OTX|Pax-4|Pitx3|RXR
ENSG00000136237,AREB6|ATF6|ATF|Arid3a|Barhl1|CREB|Dlx5|E2A|Err-alpha|FEV|Foxa|Foxc1|Foxd3|GCNF|Gfi1|Gsc|HNF4|HNF6|Hoxa5|Hoxb6|Hoxb8|Hsf|Irf|Isl2|Lhx4|Mef2|Myc|NF-I|NF-kappaB|NR4A2|Nrf-1|Obox6|Olf-1|PPARG|Pax-6|Phox2a|Pou2f1|Pou3f2|RAR|RORalpha1|Tal1|Tgif1
ENSG00000136238,AP-1|CACD|CHX10|Elf1|Elk1|Ets|FEV|HNF6|Nanog|Tal1|YY1
ENSG00000136240,ATF6|CREB|Elf3|Pou6f1
ENSG00000136243,Hoxd8|Pax-6
ENSG00000136244,AP-1|Klf7|MAZR|Maf|NF-E2|NF-kappaB|Nrf-2|TCF11::MafG|YY1
ENSG00000136247,Elk1|GABP|Mef2
ENSG00000136250,ATF3|Arid3a|Cart1|Dbx2|Elk1|FEV|Foxc1|HNF1|Hoxb4|Hoxd8|Mef2|NF-I|Nkx6-1|OTX|Octamer|Pax-4|Pax-5|Pou2f1|Pou4f3|Pou5f1|RREB-1|TLX1::NFIC|Tal1
ENSG00000136261,Ascl2|E2A|Egr|Err-alpha|Ets|FEV|Hoxa3|Hoxa5|Hoxb3|Isl2|KROX|Lhx3|Mef2|NF-Y|NR4A2|Nkx6-1|Nobox|Pax7|Pbx-1|Phox2a|Pou3f2|Prrx1|Prrx2|Sp1|Sp4
ENSG00000136267,AP-1|Arid3a|Ascl2|Bach2|CTCF|Foxa|Foxj2|GLI|Gsc|HEN1|HNF6|Hoxa9|Hoxb8|LRH1|Mef2|NF-Y|Nkx2|Nkx6-1|OTX|Obox6|Octamer|Pou2f1|Pou5f1|Prrx2|RORalpha1|RREB-1|Rfx|SF1|Sox|Tal1beta|Tcf
ENSG00000136270,E4F1
ENSG00000136271,Ehf|Ets|GABP|HEN1|HNF4|MafB|NF-Y|Nrf-2|PPARG|RREB-1|STAT
ENSG00000136274,LRH1|NR4A2|SF1
ENSG00000136280,Arid3a|Klf7|PPAR|Sp1|YY1
ENSG00000136295,AP-1|Ehf|Ets|GABP|Klf7|NF-kappaB|Rfx|Sp1|TLX1::NFIC|Tal1|Zfp161
ENSG00000136297,Esr1|PPARG|Tal1
ENSG00000136305,Esr2|RREB-1|Sp1|Tal1|Tgif1
ENSG00000136319,Arid3a|Cdx2|Gfi1|Rfx
ENSG00000136327,E2F|Foxa|GLI|Hoxa5|Nkx2|RP58|Zic
ENSG00000136352,CTCF|Ets|HNF4|KROX|Klf7|NF-kappaB|STAT|Sp1|Sp4
ENSG00000136371,GABP|Klf7|Sp1|Zfp161
ENSG00000136378,Ascl2|CTCF|Elk1|Ets|GABP|Sp1|Sp4
ENSG00000136379,Elk1|NR4A2
ENSG00000136381,Hoxb4|Sp1|Sp4
ENSG00000136383,Ets|GATA|NERF1a|Rfx|Tel2
ENSG00000136404,E2A|Ehf|Elk1|Klf7|PU.1|Sp1|Srf
ENSG00000136425,Elk1|GABP|Klf7|Myf|PPARG|Sp1
ENSG00000136436,Irf|KROX|Klf7|Sp1|Sp4|Tgif1
ENSG00000136444,CACD|Egr|Klf7|Sp1|Sp4
ENSG00000136447,NF-Y
ENSG00000136448,Klf7|LRH1|NF-Y|Tcf
ENSG00000136450,CREB|E2F|GATA|KROX|MAZR|Nobox|Nrf-1|PPARG|Sp1|YY1|znf143
ENSG00000136451,AP-1|AP-4|Bach1|Egr|Elf3|Err-alpha|Ets|GABP|GATA|HEN1|LRH1|Mef2|Myf|NF-E2|NF-kappaB|NR4A2|Nrf-2|Obox3|Pdx1|Pitx3|RORalpha1|SF1|STAT|Sp4|Tal1|Tel2|YY1
ENSG00000136457,Foxa|HNF4|Klf7|Nrf-2|PPARG|RREB-1|Sp1|Sp4
ENSG00000136463,Ascl2
ENSG00000136478,KROX|Lmo2-complex|Obox3|Rfx|Sp1|Sp4|TEF-1
ENSG00000136480,GABP|Myf|Nkx6-1|Sp1
ENSG00000136485,Egr|GABP|KROX|Klf7|NF-Y|RAR|Sp1|Sp4
ENSG00000136487,CTCF|Egr
ENSG00000136488,CTCF|Egr
ENSG00000136490,CTCF|Egr|Elf1|Ets|FEV|GABP|LXR|NF-kappaB|Nkx2|Sp1|Sp4|znf143
ENSG00000136492,NF-Y|Sp1|Sp4
ENSG00000136504,AP-2|Barhl1|CREB|CTCF|Egr|Ehf|Elk1|GABP|Hsf|KROX|NF-Y|NF-kappaB|NRSF|Nobox|Nrf-1|PPARG|Pbx-1|RXR::LXR|Tel2|YY1
ENSG00000136531,AP-1|Arid3a|Barx2|CTCF|Dbx2|Elf3|En-1|Ets|FEV|Foxa|Foxc1|Foxd3|Foxj2|GATA|Gfi1|Hlx1|Hoxa13|Hoxa3|Hoxa7|Hoxb4|Hoxb7|Hoxc6|Hoxd8|Isl2|Isx|Lhx3|MIF-1|Maf|Mrg|NRSF|Nkx2|Nkx6-1|Nrf-2|PPARG|Pax-6|Pbx-1|Phox2a|Pou2f1|Pou3f2|Pou3f4|Pou4f3|Pou6f1|Prrx2|RORalpha1|Rfx|STAT|Tcf|Tgif1|YY1
ENSG00000136535,AP-4|Arid3a|Ascl2|CTCF|Esx1|Foxa|Foxd1|Foxd3|Foxj2|GATA|GCNF|Gfi1|HEN1|Hoxa5|Hoxa7|Hoxb13|Hoxb4|Hoxd8|KROX|Lhx3|Mef2|Myf|NRSF|Nkx2|Nkx6-1|OTX|Pax-6|Phox2a|Pou2f1|Pou3f2|Pou3f4|Pou4f3|Prrx2|RREB-1|Tal1beta
ENSG00000136536,HNF6|Hoxc9|Mef2|Pdx1|RORalpha1|TCF11::MafG
ENSG00000136541,Arid3a|Ascl2|CTCF|Dbx2|Esx1|Foxa|Foxd3|Foxj2|GATA|Hoxb4|Hoxb7|Hoxb9|Hoxd8|Isl2|Lhx3|Msx-1|NF-Y|Nkx6-1|OTX|Octamer|Pax-6|Pax7|Phox2a|Pou2f1|Pou3f2|Pou3f4|Pou4f3|Prrx1|Prrx2|RP58
ENSG00000136542,CTCF|Mrg1::Hoxa9
ENSG00000136546,Ascl2|Bach2|Barx1|Egr|GLI|HEN1|KROX|NF-I|RP58|TLX1::NFIC
ENSG00000136560,Arid3a|Eomes|Ets|Foxa|Foxc1|Foxd3|Gfi1|Hmx|Hoxa5|Hoxa7|Hoxb4|Hoxb8|Hoxb9|Lhx3|Mef2|NERF1a|NF-I|NF-kappaB|Nkx6-1|RORalpha1|Tal1|Tcf
ENSG00000136573,CREB|Ehf|Elf3|Irf|Klf7|MIF-1|NF-Y|Sp1
ENSG00000136574,Ets|FXR|GATA|HNF4|Klf7|Mef2|NF-kappaB|RAR|RORalpha1|Rfx|Sp1|Sp4
ENSG00000136603,Arid3a|Dmbx1|Egr|En-1|HNF1|Hoxa7|Hoxb4|Lhx3|Mef2|NF-kappaB|Nkx6-1|OTX|Pou2f1|Pou3f2|Prrx2|RORalpha1|Sp4
ENSG00000136628,Arid3a|Lhx3|Nkx2|Pbx-1|Pou2f1|Prrx1
ENSG00000136630,Ebox|Foxa|Foxd1|Foxo|Irf|NF-Y|NF-kappaB|Nkx2|Osf2|PU.1|Rfx|Tgif1
ENSG00000136631,Err-alpha|Ets|Gfi1|Hoxa13|Hoxb13|Hoxd8|Mef2|Mrg1::Hoxa9|NR4A2|RORalpha1|STAT|Srf
ENSG00000136636,AP-1|HNF1|HNF4|Hoxc9|PPARG|Tgif1
ENSG00000136643,AP-1|Egr|Ehf|NF-E2|OTX|Pbx-1|Sp4
ENSG00000136653,AP-4|CTCF|Egr|Ets|GCNF|HEB|HNF4|Hlxb9|Hoxa5|KROX|NF-kappaB|NR3C|Nobox|Octamer|Pou2f1|RREB-1|RXR|STAT|Sp1|Sp4|YY1
ENSG00000136682,Arid3a|CREB|HNF6|Hoxb4|Jundm2|Klf7|PU.1|Zic
ENSG00000136688,E2A|NF-kappaB|Nrf-2|PPARG
ENSG00000136689,AP-1|Arid3a|Bach1|CREB|Ets|MIF-1|NF-kappaB|RP58|Tel2|znf143
ENSG00000136694,FEV|RAR
ENSG00000136695,Pou6f1|Sp1
ENSG00000136696,AP-1
ENSG00000136697,Hoxa5|Hoxc6|Lhx3|Maf|Tal1
ENSG00000136698,Sp1|Zic
ENSG00000136699,CTCF|E2F|Nrf-1|Rfx|Zfp161
ENSG00000136709,ATF4|Arid3a|E4F1|Hoxa3|Nkx2|Nrf-1|RXR|YY1
ENSG00000136710,GABP|NF-Y|YY1
ENSG00000136715,E2A|Egr|KROX|Klf7|NF-Y|Sp1|Sp4
ENSG00000136717,AP-1|AP-4|Ascl2|CTCF|E2A|GCNF|HEB|Lmo2-complex|Myf|RREB-1|Sp1|Tal1
ENSG00000136718,GABP|NF-Y|YY1
ENSG00000136720,Ets|GABP
ENSG00000136731,E2F|Ehf|Elf3|GABP|Irf|Nrf-2|Octamer|PU.1|Sp1
ENSG00000136732,Sp1|Sp4
ENSG00000136738,AP-4|Ascl2|Dmbx1|Elf3|Elk1|Hlxb9|Hoxb4|Hoxb9|Isl2|Myf|NF-I|Nkx6-1|Phox2a|Pou2f1|Pou3f2|Vax2
ENSG00000136750,Cdx2|Egr|Esr1|GATA|Hoxa9|Hoxb9|Klf7|Myf|NR4A2|NRSF|Nkx6-1|Obox6|RREB-1|SF1|Sp1|Zfp161
ENSG00000136754,Bach1|Bach2|CTCF|Elf1|Ets|GABP|Hmx|KROX|NERF1a|Nrf-1|Prrx2|RREB-1|STAT|Sp1|Tel2
ENSG00000136758,ATF|CREB|Egr|KROX|Sp1
ENSG00000136770,Barx1|Ets|GABP|Hlxb9|Hoxb3|Jundm2|Klf7|Msx2|NRSF|Nobox|Nrf-2|Phox2a|Pou3f2|Rfx|Sp1|Sp4
ENSG00000136783,Gsc|Nrf-1|STAT|Sp1
ENSG00000136802,ATF3|ATF|CREB|Ets|GABP|Jundm2|NR3C|PPARG|Sp1|Srf|Tel2|YY1
ENSG00000136805,YY1
ENSG00000136807,CTCF|Rfx|Sp1|Sp4
ENSG00000136810,AP-1|Err-alpha|Klf7|Myf|Sp1|Sp4
ENSG00000136811,CACD|GABP|HEB|Klf7|Myc|Myf|Rfx|Sp1|Tel2|YY1
ENSG00000136813,AP-1|Err-alpha|NR4A2|Pou5f1|RAR|Sp1
ENSG00000136816,Elf3|GABP|Irf|Sp4|YY1
ENSG00000136819,Ascl2|CTCF|Hsf|KROX|Klf7|NF-Y|Sp1|Sp4
ENSG00000136824,Dlx5|En-1|Gbx2|Hlxb9|Hoxb7|Msx2|Sp1|Tcf|Vax2
ENSG00000136826,AP-4|ATF4|Bach1|Bach2|Egr|Foxd1|HEB|Klf7|Mrg1::Hoxa9|Myc|NF-Y|NF-kappaB|Pbx-1|Rfx|Sp1|Sp4|Zfp161
ENSG00000136827,Ehf|Elk1|Err-alpha|Ets|GABP|GCNF|HNF4|LRH1|Nrf-2|PPARG|PPAR|RORalpha1|RXR::LXR|SF1|Spdef|YY1
ENSG00000136828,AP-1|AP-4|CTCF|Esr1|Foxa|HEN1|HNF4|Hoxb9|Klf7|NF-Y|NR4A2|PPARG|RAR|RP58|Sp1|Sp4|Zic
ENSG00000136830,AP-1|Ascl2|CTCF|HEN1|Hsf|Klf7|Mef2|RREB-1|SF1|Sp1|Sp4
ENSG00000136834,Pou2f1|Tal1
ENSG00000136840,AP-1|HEB|Mef2|RORalpha1|Sp1
ENSG00000136842,ATF3|ATF|CREB|CTCF|E2F|Err-alpha|GCNF|HNF4|Jundm2|Mef2|Myf|NF-I|NR4A2|Obox3|RXR|SF1|Sp1
ENSG00000136848,AP-2|AP-4|Ascl2|CTCF|E2A|E2F|GATA|HEN1|HNF4|Hoxa5|INSM1|KROX|Klf7|LF-A1|LRH1|Lmo2-complex|Myf|NF-I|NF-kappaB|NRSF|Nobox|PPARG|RP58|RREB-1|RXR::LXR|Rfx|SF1|Sp1|Sp4|Srf|TEF-1|Tal1beta|Tgif1
ENSG00000136854,AP-1|CREB|E2A|Egr|HEB|Hsf|KROX|Klf7|NF-E2|NF-Y|Nobox|PPARG|Sp1|Tal1|Tcf
ENSG00000136856,Dmbx1|E2A|Gsc|NF-Y|NR3C|Obox6
ENSG00000136859,ATF3|Eomes|Esr1|HEB|INSM1|Jundm2|Lmo2-complex|NR3C|PPARG|TEF-1
ENSG00000136861,AP-2|AP-4|Arid3a|Ascl2|CTCF|Cdx2|Crx|Dbx1|E2A|Egr|Ets|Foxa|Foxd3|Foxj2|Gfi1|HEN1|HNF1|HNF4|Hlx1|Hoxa13|Hoxa9|Hoxb8|Hoxb9|Hoxc10|Hoxc9|Hoxd8|Hsf|Isl2|KROX|Lhx3|Mef2|Mrg|Nkx6-1|OTX|Otx2|PPARG|Pax7|Pbx-1|Pitx3|Pou2f1|Pou3f2|Pou6f1|RORalpha1|RXR::LXR|Sp1|Sp4|Tgif1|YY1
ENSG00000136866,GABP|YY1
ENSG00000136867,CHX10|Ebox|Hoxb4|Hsf|INSM1|Klf7|Myc|NF-kappaB|OTX|PU.1|Prrx1|Prrx2|Tal1
ENSG00000136868,AP-1|ATF3|ATF|CREB|Egr|Foxd1|GABP|HEN1|KROX|Klf7|NR4A2|PPARG|SF1|Sp1|Sp4
ENSG00000136869,Elk1|Gsc|Otx2|PU.1
ENSG00000136870,Egr|KROX|NF-Y|STAT
ENSG00000136872,Foxc1|Msx2|NF-Y
ENSG00000136874,Irf|Sp1
ENSG00000136875,Rfx|znf143
ENSG00000136877,CTCF|Ehf|Esr1|Esr2|Klf7|RREB-1|Sp1|Sp4
ENSG00000136878,Arnt|Ascl2|CTCF|Hsf|KROX|Klf7|NF-Y|RREB-1|Sp1|Sp4
ENSG00000136883,E2A|Egr|Err-alpha|Ets|HNF1|INSM1|Klf7|NERF1a|Pbx|RREB-1|Sp1|Sp4
ENSG00000136888,Arnt|Ebox|Klf7|Myc|Sp1|Stra13
ENSG00000136891,Arid3a|Dmbx1|Egr|Elk1|Hoxc9|Hsf|Isx|KROX|Klf7|Lhx3|Nkx6-1|Obox6|Phox2a|Sp1|Sp4|Stra13|Vax2
ENSG00000136895,Barhl1|CHX10|CTCF|Crx|E2A|Err-alpha|Ets|Foxc1|Foxo|GABP|Gbx2|Gfi1|HNF6|Hoxa13|Hoxa5|KROX|Klf7|LRH1|Lhx3|Mef2|Msx2|Myc|Nanog|OTX|Octamer|RORalpha1|RREB-1|SF1|Sp1|Srf|Tel2
ENSG00000136897,Egr|KROX|NF-Y|STAT
ENSG00000136908,Elk1|Ets|GABP|Spdef
ENSG00000136918,CTCF|E2A|Klf7|Sp1
ENSG00000136925,CDP|CREB|Egr|Jundm2|MafB|Mef2|Rfx|Sp1|Sp4
ENSG00000136928,AREB6|Arid3a|CDP|CTCF|Ets|FEV|Gfi1|Klf7|NF-I|NRSF|Pou2f1|RREB-1|Sp4|TLX1::NFIC
ENSG00000136929,AREB6
ENSG00000136930,Cdx2|Elk1|Foxa|GABP|HNF1|HNF6|Hmx|KROX|Klf7|Lhx3|Lmo2-complex|MafB|MafK|Mef2|Mrg|Msx2|Nanog|Nkx2|Nkx6-1|Octamer|PPARG|Pax-4|Pbx-1|Pou2f1|Pou5f1|RORalpha1|Sp1|Sp4|Srf|TCF11::MafG|Tcf
ENSG00000136931,Arnt|Ebox|Egr|GABP|HEB|KROX|Myc|NERF1a|Nrf-2|Sp1|Sp4|Tal1
ENSG00000136932,ATF3|ATF|CREB|CTCF|GABP|GCNF|Jundm2|Myc|Nrf-1|Pou2f1|Stra13|Tgif1
ENSG00000136933,GABP|Klf7|Nrf-2|Sp1
ENSG00000136935,ATF6|Arid3a|Ascl2|Barx2|Elf5|Elk1|Eomes|Foxa|Foxd3|Foxj2|GABP|GATA|HNF1|HNF4|Hlx1|Hoxa5|Hoxb4|Hoxc6|Hoxd8|Lhx3|NR3C|Nkx2|Nkx6-1|Nrf-1|OTX|Octamer|PPARG|Pitx3|Pou3f4|Pou5f1|Prrx1|Prrx2|RORalpha1|Sp1|Sp4|TBX5|TCF11::MafG|Tcf|Tel2|Tgif1
ENSG00000136936,NF-I|Nrf-1|OTX
ENSG00000136937,CREB|Egr|Jundm2|Sp1|Sp4
ENSG00000136938,CTCF|E2A|Egr|Ets|Irf|KROX|Myc|Octamer|Pax-5|Pou2f1|RORalpha1|RREB-1|Sp1
ENSG00000136940,Sp1
ENSG00000136942,Sp1
ENSG00000136943,KROX|Klf7|NF-Y|Sp1|Sp4
