EnsemblId,TranscriptionFactorBindingSites
ENSG00000136731,GABP
ENSG00000136731,Irf
ENSG00000136731,Nrf-2
ENSG00000136731,Nrf-2
ENSG00000136731,Octamer
ENSG00000136731,PU.1
ENSG00000136731,Sp1
ENSG00000136732,Sp1
ENSG00000136732,Sp4
ENSG00000136738,AP-4
ENSG00000136738,Ascl2
ENSG00000136738,Dmbx1
ENSG00000136738,Elf3
ENSG00000136738,Elk1
ENSG00000136738,Hlxb9
ENSG00000136738,Hoxb4
ENSG00000136738,Hoxb9
ENSG00000136738,Isl2
ENSG00000136738,Myf
ENSG00000136738,NF-I
ENSG00000136738,Nkx6-1
ENSG00000136738,Phox2a
ENSG00000136738,Pou2f1
ENSG00000136738,Pou3f2
ENSG00000136738,Vax2
ENSG00000136750,Cdx2
ENSG00000136750,Egr
ENSG00000136750,Esr1
ENSG00000136750,Esr1
ENSG00000136750,GATA
ENSG00000136750,Hoxa9
ENSG00000136750,Hoxb9
ENSG00000136750,Klf7
ENSG00000136750,Myf
ENSG00000136750,NR4A2
ENSG00000136750,NRSF
ENSG00000136750,NRSF
ENSG00000136750,NRSF
ENSG00000136750,Nkx6-1
ENSG00000136750,Obox6
ENSG00000136750,RREB-1
ENSG00000136750,SF1
ENSG00000136750,Sp1
ENSG00000136750,Zfp161
ENSG00000136754,Bach1
ENSG00000136754,Bach2
ENSG00000136754,CTCF
ENSG00000136754,Elf1
ENSG00000136754,Ets
ENSG00000136754,Ets
ENSG00000136754,Ets
ENSG00000136754,GABP
ENSG00000136754,GABP
ENSG00000136754,Hmx
ENSG00000136754,KROX
ENSG00000136754,NERF1a
ENSG00000136754,Nrf-1
ENSG00000136754,Prrx2
ENSG00000136754,RREB-1
ENSG00000136754,STAT
ENSG00000136754,Sp1
ENSG00000136754,Tel2
ENSG00000136758,ATF
ENSG00000136758,CREB
ENSG00000136758,Egr
ENSG00000136758,Egr
ENSG00000136758,KROX
ENSG00000136758,Sp1
ENSG00000136770,Barx1
ENSG00000136770,Ets
ENSG00000136770,GABP
ENSG00000136770,Hlxb9
ENSG00000136770,Hoxb3
ENSG00000136770,Jundm2
ENSG00000136770,Klf7
ENSG00000136770,Msx2
ENSG00000136770,NRSF
ENSG00000136770,Nobox
ENSG00000136770,Nrf-2
ENSG00000136770,Phox2a
ENSG00000136770,Pou3f2
ENSG00000136770,Rfx
ENSG00000136770,Rfx
ENSG00000136770,Sp1
ENSG00000136770,Sp4
ENSG00000136783,Gsc
ENSG00000136783,Nrf-1
ENSG00000136783,STAT
ENSG00000136783,Sp1
ENSG00000136802,ATF3
ENSG00000136802,ATF
ENSG00000136802,ATF
ENSG00000136802,ATF
ENSG00000136802,CREB
ENSG00000136802,CREB
ENSG00000136802,Ets
ENSG00000136802,Ets
ENSG00000136802,Ets
ENSG00000136802,GABP
ENSG00000136802,Jundm2
ENSG00000136802,NR3C
ENSG00000136802,NR3C
ENSG00000136802,PPARG
ENSG00000136802,Sp1
ENSG00000136802,Srf
ENSG00000136802,Tel2
ENSG00000136802,YY1
ENSG00000136802,YY1
ENSG00000136805,YY1
ENSG00000136805,YY1
ENSG00000136807,CTCF
ENSG00000136807,Rfx
ENSG00000136807,Rfx
ENSG00000136807,Sp1
ENSG00000136807,Sp4
ENSG00000136810,AP-1
ENSG00000136810,Err-alpha
ENSG00000136810,Klf7
ENSG00000136810,Myf
ENSG00000136810,Sp1
ENSG00000136810,Sp4
ENSG00000136811,CACD
ENSG00000136811,GABP
ENSG00000136811,GABP
ENSG00000136811,HEB
ENSG00000136811,Klf7
ENSG00000136811,Myc
ENSG00000136811,Myc
ENSG00000136811,Myf
ENSG00000136811,Rfx
ENSG00000136811,Sp1
ENSG00000136811,Tel2
ENSG00000136811,YY1
ENSG00000136811,YY1
ENSG00000136813,AP-1
ENSG00000136813,Err-alpha
ENSG00000136813,NR4A2
ENSG00000136813,Pou5f1
ENSG00000136813,RAR
ENSG00000136813,Sp1
ENSG00000136816,Elf3
ENSG00000136816,GABP
ENSG00000136816,Irf
ENSG00000136816,Sp4
ENSG00000136816,YY1
ENSG00000136819,Ascl2
ENSG00000136819,CTCF
ENSG00000136819,Hsf
ENSG00000136819,KROX
ENSG00000136819,Klf7
ENSG00000136819,NF-Y
ENSG00000136819,Sp1
ENSG00000136819,Sp4
ENSG00000136824,Dlx5
ENSG00000136824,En-1
ENSG00000136824,Gbx2
ENSG00000136824,Hlxb9
ENSG00000136824,Hoxb7
ENSG00000136824,Msx2
ENSG00000136824,Sp1
ENSG00000136824,Tcf
ENSG00000136824,Vax2
ENSG00000136826,AP-4
ENSG00000136826,ATF4
ENSG00000136826,Bach1
ENSG00000136826,Bach2
ENSG00000136826,Egr
ENSG00000136826,Foxd1
ENSG00000136826,HEB
ENSG00000136826,Klf7
ENSG00000136826,Mrg1::Hoxa9
ENSG00000136826,Myc
ENSG00000136826,NF-Y
ENSG00000136826,NF-kappaB
ENSG00000136826,Pbx-1
ENSG00000136826,Pbx-1
ENSG00000136826,Rfx
ENSG00000136826,Rfx
ENSG00000136826,Sp1
ENSG00000136826,Sp4
ENSG00000136826,Zfp161
ENSG00000136827,Ehf
ENSG00000136827,Elk1
ENSG00000136827,Err-alpha
ENSG00000136827,Ets
ENSG00000136827,GABP
ENSG00000136827,GABP
ENSG00000136827,GCNF
ENSG00000136827,HNF4
ENSG00000136827,LRH1
ENSG00000136827,Nrf-2
ENSG00000136827,PPARG
ENSG00000136827,PPARG
ENSG00000136827,PPAR
ENSG00000136827,RORalpha1
ENSG00000136827,RXR::LXR
ENSG00000136827,SF1
ENSG00000136827,Spdef
ENSG00000136827,YY1
ENSG00000136827,YY1
ENSG00000136827,YY1
ENSG00000136827,YY1
ENSG00000136828,AP-1
ENSG00000136828,AP-4
ENSG00000136828,AP-4
ENSG00000136828,CTCF
ENSG00000136828,Esr1
ENSG00000136828,Foxa
ENSG00000136828,HEN1
ENSG00000136828,HNF4
ENSG00000136828,HNF4
ENSG00000136828,Hoxb9
ENSG00000136828,Klf7
ENSG00000136828,NF-Y
ENSG00000136828,NR4A2
ENSG00000136828,PPARG
ENSG00000136828,RAR
ENSG00000136828,RP58
ENSG00000136828,Sp1
ENSG00000136828,Sp4
ENSG00000136828,Zic
ENSG00000136830,AP-1
ENSG00000136830,AP-1
ENSG00000136830,Ascl2
ENSG00000136830,CTCF
ENSG00000136830,HEN1
ENSG00000136830,Hsf
ENSG00000136830,Klf7
ENSG00000136830,Mef2
ENSG00000136830,RREB-1
ENSG00000136830,SF1
ENSG00000136830,Sp1
ENSG00000136830,Sp4
ENSG00000136834,Pou2f1
ENSG00000136834,Tal1
ENSG00000136840,AP-1
ENSG00000136840,HEB
ENSG00000136840,Mef2
ENSG00000136840,Mef2
ENSG00000136840,Mef2
ENSG00000136840,RORalpha1
ENSG00000136840,Sp1
ENSG00000136842,ATF3
ENSG00000136842,ATF
ENSG00000136842,CREB
ENSG00000136842,CTCF
ENSG00000136842,E2F
ENSG00000136842,Err-alpha
ENSG00000136842,GCNF
ENSG00000136842,HNF4
ENSG00000136842,Jundm2
ENSG00000136842,Mef2
ENSG00000136842,Mef2
ENSG00000136842,Mef2
ENSG00000136842,Myf
ENSG00000136842,NF-I
ENSG00000136842,NR4A2
ENSG00000136842,Obox3
ENSG00000136842,RXR
ENSG00000136842,SF1
ENSG00000136842,Sp1
ENSG00000136848,AP-2
ENSG00000136848,AP-4
ENSG00000136848,AP-4
ENSG00000136848,Ascl2
ENSG00000136848,CTCF
ENSG00000136848,E2A
ENSG00000136848,E2A
ENSG00000136848,E2F
ENSG00000136848,GATA
ENSG00000136848,HEN1
ENSG00000136848,HNF4
ENSG00000136848,Hoxa5
ENSG00000136848,INSM1
ENSG00000136848,KROX
ENSG00000136848,Klf7
ENSG00000136848,LF-A1
ENSG00000136848,LRH1
ENSG00000136848,Lmo2-complex
ENSG00000136848,Myf
ENSG00000136848,NF-I
ENSG00000136848,NF-kappaB
ENSG00000136848,NF-kappaB
ENSG00000136848,NF-kappaB
ENSG00000136848,NRSF
ENSG00000136848,Nobox
ENSG00000136848,PPARG
ENSG00000136848,PPARG
ENSG00000136848,RP58
ENSG00000136848,RREB-1
ENSG00000136848,RXR::LXR
ENSG00000136848,Rfx
ENSG00000136848,SF1
ENSG00000136848,Sp1
ENSG00000136848,Sp4
ENSG00000136848,Srf
ENSG00000136848,TEF-1
ENSG00000136848,Tal1beta
ENSG00000136848,Tgif1
ENSG00000136854,AP-1
ENSG00000136854,CREB
ENSG00000136854,E2A
ENSG00000136854,Egr
ENSG00000136854,HEB
ENSG00000136854,Hsf
ENSG00000136854,KROX
ENSG00000136854,Klf7
ENSG00000136854,NF-E2
ENSG00000136854,NF-Y
ENSG00000136854,NF-Y
ENSG00000136854,Nobox
ENSG00000136854,PPARG
ENSG00000136854,Sp1
ENSG00000136854,Tal1
ENSG00000136854,Tcf
ENSG00000136856,Dmbx1
ENSG00000136856,E2A
ENSG00000136856,Gsc
ENSG00000136856,NF-Y
ENSG00000136856,NF-Y
ENSG00000136856,NR3C
ENSG00000136856,Obox6
ENSG00000136859,ATF3
ENSG00000136859,Eomes
ENSG00000136859,Esr1
ENSG00000136859,HEB
ENSG00000136859,INSM1
ENSG00000136859,Jundm2
ENSG00000136859,Lmo2-complex
ENSG00000136859,NR3C
ENSG00000136859,PPARG
ENSG00000136859,TEF-1
ENSG00000136861,AP-2
ENSG00000136861,AP-4
ENSG00000136861,Arid3a
ENSG00000136861,Ascl2
ENSG00000136861,CTCF
ENSG00000136861,Cdx2
ENSG00000136861,Crx
ENSG00000136861,Dbx1
ENSG00000136861,E2A
ENSG00000136861,Egr
ENSG00000136861,Ets
ENSG00000136861,Foxa
ENSG00000136861,Foxd3
ENSG00000136861,Foxj2
ENSG00000136861,Gfi1
ENSG00000136861,HEN1
ENSG00000136861,HNF1
ENSG00000136861,HNF4
ENSG00000136861,Hlx1
ENSG00000136861,Hoxa13
ENSG00000136861,Hoxa9
ENSG00000136861,Hoxb8
ENSG00000136861,Hoxb9
ENSG00000136861,Hoxc10
ENSG00000136861,Hoxc9
ENSG00000136861,Hoxd8
ENSG00000136861,Hsf
ENSG00000136861,Isl2
ENSG00000136861,KROX
ENSG00000136861,Lhx3
ENSG00000136861,Lhx3
ENSG00000136861,Mef2
ENSG00000136861,Mef2
ENSG00000136861,Mef2
ENSG00000136861,Mrg
ENSG00000136861,Nkx6-1
ENSG00000136861,OTX
ENSG00000136861,Otx2
ENSG00000136861,PPARG
ENSG00000136861,Pax7
ENSG00000136861,Pbx-1
ENSG00000136861,Pitx3
ENSG00000136861,Pou2f1
ENSG00000136861,Pou2f1
ENSG00000136861,Pou2f1
ENSG00000136861,Pou2f1
ENSG00000136861,Pou2f1
ENSG00000136861,Pou3f2
ENSG00000136861,Pou6f1
ENSG00000136861,RORalpha1
ENSG00000136861,RORalpha1
ENSG00000136861,RORalpha1
ENSG00000136861,RXR::LXR
ENSG00000136861,Sp1
ENSG00000136861,Sp4
ENSG00000136861,Tgif1
ENSG00000136861,Tgif1
ENSG00000136861,YY1
ENSG00000136861,YY1
ENSG00000136861,YY1
ENSG00000136861,YY1
ENSG00000136866,GABP
ENSG00000136866,YY1
ENSG00000136866,YY1
ENSG00000136866,YY1
ENSG00000136867,CHX10
ENSG00000136867,Ebox
ENSG00000136867,Hoxb4
ENSG00000136867,Hsf
ENSG00000136867,INSM1
ENSG00000136867,Klf7
ENSG00000136867,Myc
ENSG00000136867,NF-kappaB
ENSG00000136867,NF-kappaB
ENSG00000136867,OTX
ENSG00000136867,PU.1
ENSG00000136867,Prrx1
ENSG00000136867,Prrx2
ENSG00000136867,Tal1
ENSG00000136868,AP-1
ENSG00000136868,ATF3
ENSG00000136868,ATF
ENSG00000136868,ATF
ENSG00000136868,CREB
ENSG00000136868,Egr
ENSG00000136868,Foxd1
ENSG00000136868,GABP
ENSG00000136868,HEN1
ENSG00000136868,KROX
ENSG00000136868,Klf7
ENSG00000136868,NR4A2
ENSG00000136868,PPARG
ENSG00000136868,SF1
ENSG00000136868,Sp1
ENSG00000136868,Sp4
ENSG00000136869,Elk1
ENSG00000136869,Gsc
ENSG00000136869,Otx2
ENSG00000136869,PU.1
ENSG00000136870,Egr
ENSG00000136870,KROX
ENSG00000136870,NF-Y
ENSG00000136870,NF-Y
ENSG00000136870,STAT
ENSG00000136872,Foxc1
ENSG00000136872,Msx2
ENSG00000136872,NF-Y
ENSG00000136872,NF-Y
ENSG00000136874,Irf
ENSG00000136874,Irf
ENSG00000136874,Sp1
ENSG00000136875,Rfx
ENSG00000136875,znf143
ENSG00000136877,CTCF
ENSG00000136877,Ehf
ENSG00000136877,Esr1
ENSG00000136877,Esr2
ENSG00000136877,Klf7
ENSG00000136877,RREB-1
ENSG00000136877,Sp1
ENSG00000136877,Sp4
ENSG00000136878,Arnt
ENSG00000136878,Ascl2
ENSG00000136878,CTCF
ENSG00000136878,Hsf
ENSG00000136878,KROX
ENSG00000136878,Klf7
ENSG00000136878,NF-Y
ENSG00000136878,RREB-1
ENSG00000136878,Sp1
ENSG00000136878,Sp4
ENSG00000136883,E2A
ENSG00000136883,Egr
ENSG00000136883,Err-alpha
ENSG00000136883,Ets
ENSG00000136883,HNF1
ENSG00000136883,INSM1
ENSG00000136883,Klf7
ENSG00000136883,NERF1a
ENSG00000136883,Pbx
ENSG00000136883,RREB-1
ENSG00000136883,Sp1
ENSG00000136883,Sp4
ENSG00000136888,Arnt
ENSG00000136888,Ebox
ENSG00000136888,Klf7
ENSG00000136888,Myc
ENSG00000136888,Sp1
ENSG00000136888,Stra13
ENSG00000136888,Stra13
ENSG00000136891,Arid3a
ENSG00000136891,Dmbx1
ENSG00000136891,Egr
ENSG00000136891,Egr
ENSG00000136891,Elk1
ENSG00000136891,Hoxc9
ENSG00000136891,Hsf
ENSG00000136891,Isx
ENSG00000136891,KROX
ENSG00000136891,Klf7
ENSG00000136891,Lhx3
ENSG00000136891,Nkx6-1
ENSG00000136891,Obox6
ENSG00000136891,Phox2a
ENSG00000136891,Sp1
ENSG00000136891,Sp4
ENSG00000136891,Stra13
ENSG00000136891,Vax2
ENSG00000136895,Barhl1
ENSG00000136895,CHX10
ENSG00000136895,CTCF
ENSG00000136895,Crx
ENSG00000136895,E2A
ENSG00000136895,Err-alpha
ENSG00000136895,Ets
ENSG00000136895,Ets
ENSG00000136895,Foxc1
ENSG00000136895,Foxo
ENSG00000136895,GABP
ENSG00000136895,Gbx2
ENSG00000136895,Gfi1
ENSG00000136895,HNF6
ENSG00000136895,Hoxa13
ENSG00000136895,Hoxa5
ENSG00000136895,Hoxa5
ENSG00000136895,KROX
ENSG00000136895,Klf7
ENSG00000136895,LRH1
ENSG00000136895,Lhx3
ENSG00000136895,Mef2
ENSG00000136895,Msx2
ENSG00000136895,Myc
ENSG00000136895,Myc
ENSG00000136895,Nanog
ENSG00000136895,OTX
ENSG00000136895,Octamer
ENSG00000136895,RORalpha1
ENSG00000136895,RORalpha1
ENSG00000136895,RORalpha1
ENSG00000136895,RREB-1
ENSG00000136895,SF1
ENSG00000136895,Sp1
ENSG00000136895,Srf
ENSG00000136895,Tel2
ENSG00000136897,Egr
ENSG00000136897,KROX
ENSG00000136897,NF-Y
ENSG00000136897,NF-Y
ENSG00000136897,STAT
ENSG00000136908,Elk1
ENSG00000136908,Ets
ENSG00000136908,GABP
ENSG00000136908,Spdef
ENSG00000136918,CTCF
ENSG00000136918,E2A
ENSG00000136918,Klf7
ENSG00000136918,Sp1
ENSG00000136925,CDP
ENSG00000136925,CREB
ENSG00000136925,CREB
ENSG00000136925,Egr
ENSG00000136925,Jundm2
ENSG00000136925,MafB
ENSG00000136925,Mef2
ENSG00000136925,Rfx
ENSG00000136925,Sp1
ENSG00000136925,Sp4
ENSG00000136928,AREB6
ENSG00000136928,Arid3a
ENSG00000136928,CDP
ENSG00000136928,CTCF
ENSG00000136928,Ets
ENSG00000136928,FEV
ENSG00000136928,Gfi1
ENSG00000136928,Klf7
ENSG00000136928,NF-I
ENSG00000136928,NRSF
ENSG00000136928,Pou2f1
ENSG00000136928,RREB-1
ENSG00000136928,Sp4
ENSG00000136928,TLX1::NFIC
ENSG00000136929,AREB6
ENSG00000136930,Cdx2
ENSG00000136930,Elk1
ENSG00000136930,Foxa
ENSG00000136930,GABP
ENSG00000136930,GABP
ENSG00000136930,GABP
ENSG00000136930,HNF1
ENSG00000136930,HNF1
ENSG00000136930,HNF6
ENSG00000136930,Hmx
ENSG00000136930,KROX
ENSG00000136930,Klf7
ENSG00000136930,Lhx3
ENSG00000136930,Lmo2-complex
ENSG00000136930,MafB
ENSG00000136930,MafK
ENSG00000136930,Mef2
ENSG00000136930,Mrg
ENSG00000136930,Msx2
ENSG00000136930,Nanog
ENSG00000136930,Nkx2
ENSG00000136930,Nkx6-1
ENSG00000136930,Octamer
ENSG00000136930,PPARG
ENSG00000136930,Pax-4
ENSG00000136930,Pbx-1
ENSG00000136930,Pou2f1
ENSG00000136930,Pou2f1
ENSG00000136930,Pou2f1
ENSG00000136930,Pou5f1
ENSG00000136930,RORalpha1
ENSG00000136930,Sp1
ENSG00000136930,Sp4
ENSG00000136930,Srf
ENSG00000136930,TCF11::MafG
ENSG00000136930,Tcf
ENSG00000136931,Arnt
ENSG00000136931,Ebox
ENSG00000136931,Egr
ENSG00000136931,GABP
ENSG00000136931,HEB
ENSG00000136931,KROX
ENSG00000136931,Myc
ENSG00000136931,Myc
ENSG00000136931,NERF1a
ENSG00000136931,Nrf-2
ENSG00000136931,Nrf-2
ENSG00000136931,Sp1
ENSG00000136931,Sp4
ENSG00000136931,Tal1
ENSG00000136932,ATF3
ENSG00000136932,ATF
ENSG00000136932,CREB
ENSG00000136932,CREB
ENSG00000136932,CTCF
ENSG00000136932,GABP
ENSG00000136932,GCNF
ENSG00000136932,Jundm2
ENSG00000136932,Myc
ENSG00000136932,Nrf-1
ENSG00000136932,Pou2f1
ENSG00000136932,Stra13
ENSG00000136932,Tgif1
ENSG00000136933,GABP
ENSG00000136933,Klf7
ENSG00000136933,Nrf-2
ENSG00000136933,Sp1
ENSG00000136935,ATF6
ENSG00000136935,Arid3a
ENSG00000136935,Ascl2
ENSG00000136935,Barx2
ENSG00000136935,Elf5
ENSG00000136935,Elk1
ENSG00000136935,Elk1
ENSG00000136935,Eomes
ENSG00000136935,Foxa
ENSG00000136935,Foxa
ENSG00000136935,Foxd3
ENSG00000136935,Foxj2
ENSG00000136935,GABP
ENSG00000136935,GATA
ENSG00000136935,HNF1
ENSG00000136935,HNF4
ENSG00000136935,HNF4
ENSG00000136935,Hlx1
ENSG00000136935,Hoxa5
ENSG00000136935,Hoxa5
ENSG00000136935,Hoxb4
ENSG00000136935,Hoxc6
ENSG00000136935,Hoxd8
ENSG00000136935,Lhx3
ENSG00000136935,NR3C
ENSG00000136935,Nkx2
ENSG00000136935,Nkx6-1
ENSG00000136935,Nkx6-1
ENSG00000136935,Nrf-1
ENSG00000136935,OTX
ENSG00000136935,Octamer
ENSG00000136935,PPARG
ENSG00000136935,Pitx3
ENSG00000136935,Pou3f4
ENSG00000136935,Pou5f1
ENSG00000136935,Prrx1
ENSG00000136935,Prrx2
ENSG00000136935,RORalpha1
ENSG00000136935,Sp1
ENSG00000136935,Sp4
ENSG00000136935,TBX5
ENSG00000136935,TCF11::MafG
ENSG00000136935,Tcf
ENSG00000136935,Tel2
ENSG00000136935,Tgif1
ENSG00000136936,NF-I
ENSG00000136936,Nrf-1
ENSG00000136936,OTX
ENSG00000136937,CREB
ENSG00000136937,CREB
ENSG00000136937,Egr
ENSG00000136937,Jundm2
ENSG00000136937,Sp1
ENSG00000136937,Sp4
ENSG00000136938,CTCF
ENSG00000136938,E2A
ENSG00000136938,Egr
ENSG00000136938,Ets
ENSG00000136938,Irf
ENSG00000136938,KROX
ENSG00000136938,Myc
ENSG00000136938,Octamer
ENSG00000136938,Pax-5
ENSG00000136938,Pou2f1
ENSG00000136938,Pou2f1
ENSG00000136938,RORalpha1
ENSG00000136938,RORalpha1
ENSG00000136938,RREB-1
ENSG00000136938,Sp1
ENSG00000136940,Sp1
ENSG00000136942,Sp1
ENSG00000136943,KROX
ENSG00000136943,Klf7
ENSG00000136943,NF-Y
ENSG00000136943,Sp1
ENSG00000136943,Sp4
ENSG00000136944,ATF6
ENSG00000136944,CACD
ENSG00000136944,INSM1
ENSG00000136944,LF-A1
ENSG00000136944,PPARG
ENSG00000136944,Sp1
ENSG00000136944,Sp4
ENSG00000136950,Ehf
ENSG00000136950,Elk1
ENSG00000136950,Err-alpha
ENSG00000136950,Ets
ENSG00000136950,GABP
ENSG00000136950,GABP
ENSG00000136950,KROX
ENSG00000136950,Klf7
ENSG00000136950,LRH1
ENSG00000136950,Maf
ENSG00000136950,Mef2
ENSG00000136950,NF-E2
ENSG00000136950,Sp1
ENSG00000136950,Sp4
ENSG00000136950,TEF-1
ENSG00000136950,Tel2
ENSG00000136960,E2A
ENSG00000136960,Ebox
ENSG00000136960,Elf3
ENSG00000136960,FEV
ENSG00000136960,Foxa
ENSG00000136960,Irf
ENSG00000136960,Klf7
ENSG00000136960,MIF-1
ENSG00000136960,Myf
ENSG00000136960,Myf
ENSG00000136960,Pitx3
ENSG00000136960,STAT
ENSG00000136960,STAT
ENSG00000136960,Sp1
ENSG00000136960,Sp4
ENSG00000136982,RORalpha1
ENSG00000136982,Sp1
ENSG00000136982,Sp4
ENSG00000136986,Elf1
ENSG00000136986,GABP
ENSG00000136986,Hoxa5
ENSG00000136986,Hoxb4
ENSG00000136986,Klf7
ENSG00000136986,PU.1
ENSG00000136986,Phox2a
ENSG00000136986,Prrx2
ENSG00000136986,Sp1
ENSG00000136997,AP-4
ENSG00000136997,Ascl2
ENSG00000136997,Barhl1
ENSG00000136997,CHX10
ENSG00000136997,CTCF
ENSG00000136997,E2A
ENSG00000136997,E2F
ENSG00000136997,E2F
ENSG00000136997,E2F
ENSG00000136997,E2F
ENSG00000136997,Egr
ENSG00000136997,HEN1
ENSG00000136997,HNF1
ENSG00000136997,Hoxa3
ENSG00000136997,Hoxb13
ENSG00000136997,Myf
ENSG00000136997,Sp1
ENSG00000136997,Sp4
ENSG00000136997,Tcf
ENSG00000136999,E2A
ENSG00000136999,E2A
ENSG00000136999,E2A
ENSG00000136999,Eomes
ENSG00000136999,NF-I
ENSG00000136999,Rfx
ENSG00000136999,Rfx
ENSG00000136999,TBX5
ENSG00000137033,Bsx
ENSG00000137033,Dlx2
ENSG00000137033,Hoxd8
ENSG00000137033,Nkx6-1
ENSG00000137033,Tcf
ENSG00000137038,AREB6
ENSG00000137038,E2A
ENSG00000137038,Elk1
ENSG00000137038,Myc
ENSG00000137038,Myc
ENSG00000137038,Myf
ENSG00000137038,Sp1
ENSG00000137040,E4F1
ENSG00000137040,Klf7
ENSG00000137040,Sp1
ENSG00000137054,Elk1
ENSG00000137054,NF-Y
ENSG00000137054,Sp1
ENSG00000137054,Sp4
ENSG00000137055,Arid3a
ENSG00000137055,GABP
ENSG00000137055,Gfi1
ENSG00000137055,Nrf-2
ENSG00000137055,Nrf-2
ENSG00000137055,Nrf-2
ENSG00000137055,Osf2
ENSG00000137055,Pdx1
ENSG00000137055,RORalpha1
ENSG00000137055,RORalpha1
ENSG00000137055,Spdef
ENSG00000137055,znf143
ENSG00000137070,AP-4
ENSG00000137070,CTCF
ENSG00000137070,E2A
ENSG00000137070,Egr
ENSG00000137070,Ets
ENSG00000137070,Ets
ENSG00000137070,FEV
ENSG00000137070,HEB
ENSG00000137070,HEN1
ENSG00000137070,Hsf
ENSG00000137070,KROX
ENSG00000137070,Klf7
ENSG00000137070,NERF1a
ENSG00000137070,RREB-1
ENSG00000137070,Sp1
ENSG00000137070,Sp4
ENSG00000137070,Tal1
ENSG00000137070,Tel2
ENSG00000137073,Arnt
ENSG00000137073,Bsx
ENSG00000137073,CACD
ENSG00000137073,CHX10
ENSG00000137073,Dlx5
ENSG00000137073,E2F
ENSG00000137073,E2F
ENSG00000137073,Ebox
ENSG00000137073,Elf3
ENSG00000137073,En-1
ENSG00000137073,Ets
ENSG00000137073,Gbx2
ENSG00000137073,Hlxb9
ENSG00000137073,Klf7
ENSG00000137073,Myc
ENSG00000137073,Osf2
ENSG00000137073,Sp1
ENSG00000137073,Stra13
ENSG00000137073,Stra13
ENSG00000137073,znf143
ENSG00000137074,ATF3
ENSG00000137074,ATF
ENSG00000137074,ATF
ENSG00000137074,ATF
ENSG00000137074,CREB
ENSG00000137074,CREB
ENSG00000137074,Elk1
ENSG00000137074,GABP
ENSG00000137074,GABP
ENSG00000137074,Hsf
ENSG00000137074,Isx
ENSG00000137074,Jundm2
ENSG00000137075,Barhl1
ENSG00000137075,Barx1
ENSG00000137075,Dbx2
ENSG00000137075,Dlx3
ENSG00000137075,En-1
ENSG00000137075,Esx1
ENSG00000137075,Hoxa5
ENSG00000137075,Hoxa7
ENSG00000137075,Hoxb4
ENSG00000137075,Hoxb7
ENSG00000137075,Klf7
ENSG00000137075,Lhx3
ENSG00000137075,MIF-1
ENSG00000137075,MafB
ENSG00000137075,Msx2
ENSG00000137075,Pax-4
ENSG00000137075,Pax-5
ENSG00000137075,Phox2a
ENSG00000137075,Pou2f1
ENSG00000137075,Pou3f4
ENSG00000137075,Pou4f3
ENSG00000137075,Prrx1
ENSG00000137075,Prrx2
ENSG00000137075,Sp1
ENSG00000137075,Vax2
ENSG00000137075,Zic
ENSG00000137076,CACD
ENSG00000137076,Elf1
ENSG00000137076,Gsc
ENSG00000137076,HNF4
ENSG00000137076,HNF4
ENSG00000137076,Hoxa9
ENSG00000137076,Klf7
ENSG00000137076,LRH1
ENSG00000137076,NERF1a
ENSG00000137076,NF-Y
ENSG00000137076,NR4A2
ENSG00000137076,Nrf-2
ENSG00000137076,Octamer
ENSG00000137076,PPARG
ENSG00000137076,PPARG
ENSG00000137076,RXR::LXR
ENSG00000137076,RXR
ENSG00000137076,Rfx
ENSG00000137076,znf143
ENSG00000137077,Egr
ENSG00000137077,Irf
ENSG00000137077,NR4A2
ENSG00000137078,AREB6
ENSG00000137078,Ascl2
ENSG00000137078,Ebox
ENSG00000137078,Klf7
ENSG00000137078,Lmo2-complex
ENSG00000137078,PPARG
ENSG00000137078,Sp1
ENSG00000137080,Pbx-1
ENSG00000137090,Klf7
ENSG00000137090,Sp4
ENSG00000137090,YY1
ENSG00000137090,Zfp161
ENSG00000137094,AP-1
ENSG00000137094,AP-1
ENSG00000137094,ATF3
ENSG00000137094,ATF6
ENSG00000137094,Bach1
ENSG00000137094,Bach2
ENSG00000137094,E2A
ENSG00000137094,E2A
ENSG00000137094,Egr
ENSG00000137094,Egr
ENSG00000137094,Ets
ENSG00000137094,Gfi1
ENSG00000137094,HEB
ENSG00000137094,HEN1
ENSG00000137094,Hoxa9
ENSG00000137094,Hoxb13
ENSG00000137094,Hoxb9
ENSG00000137094,Hsf
ENSG00000137094,Hsf
ENSG00000137094,INSM1
ENSG00000137094,Irf
ENSG00000137094,Jundm2
ENSG00000137094,KROX
ENSG00000137094,Klf7
ENSG00000137094,LXR
ENSG00000137094,Mef2
ENSG00000137094,Mrg
ENSG00000137094,Myc
ENSG00000137094,Myf
ENSG00000137094,NF-Y
ENSG00000137094,NF-kappaB
ENSG00000137094,NR3C
ENSG00000137094,Nkx2
ENSG00000137094,Pax-5
ENSG00000137094,RAR
ENSG00000137094,RXR
ENSG00000137094,Sp1
ENSG00000137094,Sp4
ENSG00000137094,Srf
ENSG00000137094,TLX1::NFIC
ENSG00000137094,Zic
ENSG00000137094,Zic
ENSG00000137094,p53
ENSG00000137094,znf143
ENSG00000137098,Elk1
ENSG00000137098,Zic
ENSG00000137100,Barx2
ENSG00000137100,CTCF
