"","Ehf","Irf_11","Irf_7","Maf_2","NF-kappaB_2","NF-kappaB_5","NF-Y_1","NF-Y_2","NF-Y_3","Nrf-2_2","Nrf-2_3","TCF11::MafG"
"613","ENSG00000173327","ENSG00000181827","","","","","ENSG00000171988","","ENSG00000112837","ENSG00000183324","ENSG00000196218",""
"614","ENSG00000173545","ENSG00000182095","","","","","ENSG00000172020","","ENSG00000112851","ENSG00000183401","ENSG00000196248",""
"615","ENSG00000173559","ENSG00000182240","","","","","ENSG00000172139","","ENSG00000112972","ENSG00000183576","ENSG00000196277",""
"616","ENSG00000173599","ENSG00000182628","","","","","ENSG00000172201","","ENSG00000112983","ENSG00000183638","ENSG00000196368",""
"617","ENSG00000173801","ENSG00000182752","","","","","ENSG00000172238","","ENSG00000112984","ENSG00000183735","ENSG00000196581",""
"618","ENSG00000173818","ENSG00000183153","","","","","ENSG00000172469","","ENSG00000112992","ENSG00000183908","ENSG00000196739",""
"619","ENSG00000174106","ENSG00000183386","","","","","ENSG00000172660","","ENSG00000112996","ENSG00000184007","ENSG00000196754",""
"620","ENSG00000174111","ENSG00000183576","","","","","ENSG00000172878","","ENSG00000113070","ENSG00000184157","ENSG00000196924",""
"621","ENSG00000174132","ENSG00000183654","","","","","ENSG00000172954","","ENSG00000113161","ENSG00000184302","ENSG00000197063",""
"622","ENSG00000174197","ENSG00000184058","","","","","ENSG00000173226","","ENSG00000113248","ENSG00000184502","ENSG00000197102",""
"623","ENSG00000174206","ENSG00000184226","","","","","ENSG00000173230","","ENSG00000113272","ENSG00000184811","ENSG00000197165",""
"624","ENSG00000174276","ENSG00000184898","","","","","ENSG00000173253","","ENSG00000113328","ENSG00000184863","ENSG00000197170",""
"625","ENSG00000174332","ENSG00000184979","","","","","ENSG00000173848","","ENSG00000113361","ENSG00000185046","ENSG00000197177",""
"626","ENSG00000174628","ENSG00000185262","","","","","ENSG00000173933","","ENSG00000113448","ENSG00000185339","ENSG00000197191",""
"627","ENSG00000174652","ENSG00000185267","","","","","ENSG00000174827","","ENSG00000113520","ENSG00000185420","ENSG00000197321",""
"628","ENSG00000175197","ENSG00000185338","","","","","ENSG00000175063","","ENSG00000113721","ENSG00000185513","ENSG00000197324",""
"629","ENSG00000175334","ENSG00000185483","","","","","ENSG00000175197","","ENSG00000113758","ENSG00000185825","ENSG00000197535",""
"630","ENSG00000175376","ENSG00000185507","","","","","ENSG00000175352","","ENSG00000114107","ENSG00000186187","ENSG00000197622",""
"631","ENSG00000175467","ENSG00000185745","","","","","ENSG00000175445","","ENSG00000114126","ENSG00000186231","ENSG00000197747",""
"632","ENSG00000175575","ENSG00000186231","","","","","ENSG00000175868","","ENSG00000114631","ENSG00000186487","ENSG00000197859",""
"633","ENSG00000175602","ENSG00000186283","","","","","ENSG00000175984","","ENSG00000114978","ENSG00000186594","ENSG00000197948",""
"634","ENSG00000175787","ENSG00000186395","","","","","ENSG00000176083","","ENSG00000114988","ENSG00000186654","ENSG00000197969",""
"635","ENSG00000176058","ENSG00000187079","","","","","ENSG00000176124","","ENSG00000115041","ENSG00000186716","ENSG00000198408",""
"636","ENSG00000176155","ENSG00000187123","","","","","ENSG00000176473","","ENSG00000115073","ENSG00000186862","ENSG00000198431",""
"637","ENSG00000176473","ENSG00000187164","","","","","ENSG00000176515","","ENSG00000115170","ENSG00000187037","ENSG00000198478",""
"638","ENSG00000177034","ENSG00000187323","","","","","ENSG00000176542","","ENSG00000115216","ENSG00000187091","ENSG00000198513",""
"639","ENSG00000177082","ENSG00000187546","","","","","ENSG00000176563","","ENSG00000115255","ENSG00000187866","ENSG00000198700",""
"640","ENSG00000177192","ENSG00000187608","","","","","ENSG00000176624","","ENSG00000115257","ENSG00000187955","ENSG00000198910",""
"641","ENSG00000177426","ENSG00000187689","","","","","ENSG00000177045","","ENSG00000115266","ENSG00000188107","ENSG00000198947",""
"642","ENSG00000177428","ENSG00000187821","","","","","ENSG00000177181","","ENSG00000115274","ENSG00000188130","ENSG00000198964",""
"643","ENSG00000177875","ENSG00000188909","","","","","ENSG00000177459","","ENSG00000115290","ENSG00000188467","ENSG00000203805",""
"644","ENSG00000177888","ENSG00000189157","","","","","ENSG00000177733","","ENSG00000115310","ENSG00000188580","ENSG00000204178",""
"645","ENSG00000177889","ENSG00000189184","","","","","ENSG00000177822","","ENSG00000115355","ENSG00000188690","ENSG00000204256",""
"646","ENSG00000177981","ENSG00000189367","","","","","ENSG00000177854","","ENSG00000115365","ENSG00000188906","ENSG00000204257",""
"647","ENSG00000178104","ENSG00000196159","","","","","ENSG00000178031","","ENSG00000115414","ENSG00000189051","ENSG00000204882",""
"648","ENSG00000178188","ENSG00000196233","","","","","ENSG00000178096","","ENSG00000115415","ENSG00000189308","ENSG00000205133",""
"649","ENSG00000178449","ENSG00000196405","","","","","ENSG00000178295","","ENSG00000115419","ENSG00000196141","ENSG00000205336",""
"650","ENSG00000178694","ENSG00000196428","","","","","ENSG00000178301","","ENSG00000115474","ENSG00000196166","ENSG00000205363",""
"651","ENSG00000178700","ENSG00000196449","","","","","ENSG00000178403","","ENSG00000115504","ENSG00000196182","ENSG00000205410",""
"652","ENSG00000178913","ENSG00000196482","","","","","ENSG00000178691","","ENSG00000115520","ENSG00000196218","ENSG00000205463",""
"653","ENSG00000178950","ENSG00000196586","","","","","ENSG00000178922","","ENSG00000115525","ENSG00000196248","ENSG00000205542",""
"654","ENSG00000179044","ENSG00000196588","","","","","ENSG00000178997","","ENSG00000115548","ENSG00000196368","ENSG00000206075",""
"655","ENSG00000179361","ENSG00000196664","","","","","ENSG00000179071","","ENSG00000115561","ENSG00000196482","ENSG00000206535",""
"656","ENSG00000179387","ENSG00000197065","","","","","ENSG00000179082","","ENSG00000115596","ENSG00000196504","ENSG00000211445",""
"657","ENSG00000179476","ENSG00000197142","","","","","ENSG00000179094","","ENSG00000115685","ENSG00000196588","ENSG00000213639",""
"658","ENSG00000180104","ENSG00000197272","","","","","ENSG00000179344","","ENSG00000115687","ENSG00000196660","ENSG00000214216",""
"659","ENSG00000180233","ENSG00000197312","","","","","ENSG00000179361","","ENSG00000115750","ENSG00000196754","ENSG00000214226",""
"660","ENSG00000180353","ENSG00000197442","","","","","ENSG00000180185","","ENSG00000115825","ENSG00000196776","ENSG00000214305",""
"661","ENSG00000180448","ENSG00000197445","","","","","ENSG00000180573","","ENSG00000115844","ENSG00000196778","ENSG00000214338",""
"662","ENSG00000180592","ENSG00000197536","","","","","ENSG00000180596","","ENSG00000115902","ENSG00000196792","ENSG00000214447",""
"663","ENSG00000180938","ENSG00000197576","","","","","ENSG00000180828","","ENSG00000116016","ENSG00000196872","ENSG00000214575",""
"664","ENSG00000181885","ENSG00000197641","","","","","ENSG00000180879","","ENSG00000116062","ENSG00000196924","ENSG00000214941",""
"665","ENSG00000181924","ENSG00000197748","","","","","ENSG00000180999","","ENSG00000116133","ENSG00000197063","ENSG00000215397",""
"666","ENSG00000182004","ENSG00000197982","","","","","ENSG00000181035","","ENSG00000116138","ENSG00000197461","ENSG00000215704",""
"667","ENSG00000182405","ENSG00000198133","","","","","ENSG00000181218","","ENSG00000116183","ENSG00000197622","ENSG00000220201",""
"668","ENSG00000182473","ENSG00000198157","","","","","ENSG00000181295","","ENSG00000116199","ENSG00000197746","",""
"669","ENSG00000182606","ENSG00000198270","","","","","ENSG00000181541","","ENSG00000116221","ENSG00000197859","",""
"670","ENSG00000183250","ENSG00000198380","","","","","ENSG00000181625","","ENSG00000116285","ENSG00000197915","",""
"671","ENSG00000183283","ENSG00000198523","","","","","ENSG00000182150","","ENSG00000116353","ENSG00000197948","",""
"672","ENSG00000183597","ENSG00000198589","","","","","ENSG00000182220","","ENSG00000116478","ENSG00000197971","",""
"673","ENSG00000183611","ENSG00000198624","","","","","ENSG00000182253","","ENSG00000116604","ENSG00000198369","",""
"674","ENSG00000183665","ENSG00000198668","","","","","ENSG00000182481","","ENSG00000116649","ENSG00000198478","",""
"675","ENSG00000183726","ENSG00000198807","","","","","ENSG00000182572","","ENSG00000116691","ENSG00000198720","",""
"676","ENSG00000183735","ENSG00000198836","","","","","ENSG00000182585","","ENSG00000116731","ENSG00000198860","",""
"677","ENSG00000183960","ENSG00000198837","","","","","ENSG00000182628","","ENSG00000116761","ENSG00000198947","",""
"678","ENSG00000184110","ENSG00000198879","","","","","ENSG00000182752","","ENSG00000116830","ENSG00000198952","",""
"679","ENSG00000184432","ENSG00000198945","","","","","ENSG00000182782","","ENSG00000116885","ENSG00000203697","",""
"680","ENSG00000184857","ENSG00000198947","","","","","ENSG00000182872","","ENSG00000116898","ENSG00000203805","",""
"681","ENSG00000185019","ENSG00000203668","","","","","ENSG00000182898","","ENSG00000116954","ENSG00000204256","",""
"682","ENSG00000185101","ENSG00000203737","","","","","ENSG00000183091","","ENSG00000116981","ENSG00000204257","",""
"683","ENSG00000185127","ENSG00000203756","","","","","ENSG00000183291","","ENSG00000116984","ENSG00000204406","",""
"684","ENSG00000185261","ENSG00000203965","","","","","ENSG00000183324","","ENSG00000117152","ENSG00000204496","",""
"685","ENSG00000185298","ENSG00000204261","","","","","ENSG00000183336","","ENSG00000117242","ENSG00000204580","",""
"686","ENSG00000185305","ENSG00000204264","","","","","ENSG00000183473","","ENSG00000117262","ENSG00000204682","",""
"687","ENSG00000185379","ENSG00000204267","","","","","ENSG00000183475","","ENSG00000117289","ENSG00000204843","",""
"688","ENSG00000185475","ENSG00000204335","","","","","ENSG00000183598","","ENSG00000117298","ENSG00000205191","",""
"689","ENSG00000185480","ENSG00000204359","","","","","ENSG00000183655","","ENSG00000117335","ENSG00000205336","",""
"690","ENSG00000185917","ENSG00000204398","","","","","ENSG00000183978","","ENSG00000117394","ENSG00000205363","",""
"691","ENSG00000185940","ENSG00000204427","","","","","ENSG00000184178","","ENSG00000117399","ENSG00000205410","",""
"692","ENSG00000186063","ENSG00000205220","","","","","ENSG00000184182","","ENSG00000117408","ENSG00000205463","",""
"693","ENSG00000186153","ENSG00000205221","","","","","ENSG00000184207","","ENSG00000117425","ENSG00000206107","",""
"694","ENSG00000186197","ENSG00000205279","","","","","ENSG00000184260","","ENSG00000117461","ENSG00000206535","",""
"695","ENSG00000186280","ENSG00000205403","","","","","ENSG00000184270","","ENSG00000117479","ENSG00000211448","",""
"696","ENSG00000186912","ENSG00000206181","","","","","ENSG00000184545","","ENSG00000117519","ENSG00000212660","",""
"697","ENSG00000187164","ENSG00000211448","","","","","ENSG00000184661","","ENSG00000117533","ENSG00000214072","",""
"698","ENSG00000187166","ENSG00000212652","","","","","ENSG00000184675","","ENSG00000117595","ENSG00000214285","",""
"699","ENSG00000187764","ENSG00000213054","","","","","ENSG00000184678","","ENSG00000117632","ENSG00000214447","",""
"700","ENSG00000187778","ENSG00000213160","","","","","ENSG00000185278","","ENSG00000117650","ENSG00000214453","",""
"701","ENSG00000187860","ENSG00000213390","","","","","ENSG00000185437","","ENSG00000117676","ENSG00000214479","",""
"702","ENSG00000187994","ENSG00000213928","","","","","ENSG00000185565","","ENSG00000117748","ENSG00000214571","",""
"703","ENSG00000188010","ENSG00000214583","","","","","ENSG00000185596","","ENSG00000117859","ENSG00000214575","",""
"704","ENSG00000188215","ENSG00000214954","","","","","ENSG00000185630","","ENSG00000118046","ENSG00000214941","",""
"705","ENSG00000188342","ENSG00000215039","","","","","ENSG00000185634","","ENSG00000118193","ENSG00000215503","",""
"706","ENSG00000188603","ENSG00000215273","","","","","ENSG00000185668","","ENSG00000118363","ENSG00000220703","",""
"707","ENSG00000188647","ENSG00000217128","","","","","ENSG00000185829","","ENSG00000118418","","",""
"708","ENSG00000188786","ENSG00000217236","","","","","ENSG00000185928","","ENSG00000118514","","",""
"709","ENSG00000189114","ENSG00000221869","","","","","ENSG00000186300","","ENSG00000118705","","",""
"710","ENSG00000189319","ENSG00000221870","","","","","ENSG00000186393","","ENSG00000118707","","",""
"711","ENSG00000189403","ENSG00000221914","","","","","ENSG00000186432","","ENSG00000118900","","",""
"712","ENSG00000196116","ENSG00000222020","","","","","ENSG00000186439","","ENSG00000118946","","",""
"713","ENSG00000196141","ENSG00000222033","","","","","ENSG00000186487","","ENSG00000119138","","",""
"714","ENSG00000196345","","","","","","ENSG00000186594","","ENSG00000119509","","",""
"715","ENSG00000196482","","","","","","ENSG00000186660","","ENSG00000119547","","",""
"716","ENSG00000196605","","","","","","ENSG00000186687","","ENSG00000119614","","",""
"717","ENSG00000196763","","","","","","ENSG00000186812","","ENSG00000119640","","",""
"718","ENSG00000196767","","","","","","ENSG00000186815","","ENSG00000119655","","",""
"719","ENSG00000196966","","","","","","ENSG00000186952","","ENSG00000119685","","",""
"720","ENSG00000197016","","","","","","ENSG00000187166","","ENSG00000119698","","",""
"721","ENSG00000197136","","","","","","ENSG00000187268","","ENSG00000119699","","",""
"722","ENSG00000197142","","","","","","ENSG00000187446","","ENSG00000119711","","",""
"723","ENSG00000197369","","","","","","ENSG00000187690","","ENSG00000119715","","",""
"724","ENSG00000197818","","","","","","ENSG00000187990","","ENSG00000119718","","",""
"725","ENSG00000197928","","","","","","ENSG00000188092","","ENSG00000119723","","",""
"726","ENSG00000198001","","","","","","ENSG00000188266","","ENSG00000119820","","",""
"727","ENSG00000198157","","","","","","ENSG00000188483","","ENSG00000119906","","",""
"728","ENSG00000198160","","","","","","ENSG00000188486","","ENSG00000119915","","",""
"729","ENSG00000198198","","","","","","ENSG00000188493","","ENSG00000119927","","",""
"730","ENSG00000198258","","","","","","ENSG00000188580","","ENSG00000119950","","",""
"731","ENSG00000198315","","","","","","ENSG00000188655","","ENSG00000119977","","",""
"732","ENSG00000198373","","","","","","ENSG00000188770","","ENSG00000120053","","",""
"733","ENSG00000198393","","","","","","ENSG00000188994","","ENSG00000120149","","",""
"734","ENSG00000198518","","","","","","ENSG00000189114","","ENSG00000120158","","",""
"735","ENSG00000198522","","","","","","ENSG00000189184","","ENSG00000120370","","",""
"736","ENSG00000198680","","","","","","ENSG00000196176","","ENSG00000120437","","",""
"737","ENSG00000198814","","","","","","ENSG00000196187","","ENSG00000120616","","",""
"738","ENSG00000198841","","","","","","ENSG00000196226","","ENSG00000120658","","",""
"739","ENSG00000198855","","","","","","ENSG00000196305","","ENSG00000120659","","",""
"740","ENSG00000198876","","","","","","ENSG00000196419","","ENSG00000120705","","",""
"741","ENSG00000204227","","","","","","ENSG00000196505","","ENSG00000120733","","",""
"742","ENSG00000204237","","","","","","ENSG00000196532","","ENSG00000120832","","",""
"743","ENSG00000204315","","","","","","ENSG00000196588","","ENSG00000120899","","",""
"744","ENSG00000204576","","","","","","ENSG00000196739","","ENSG00000120992","","",""
"745","ENSG00000204590","","","","","","ENSG00000196890","","ENSG00000121031","","",""
"746","ENSG00000204619","","","","","","ENSG00000196966","","ENSG00000121064","","",""
"747","ENSG00000204628","","","","","","ENSG00000197019","","ENSG00000121104","","",""
"748","ENSG00000204978","","","","","","ENSG00000197061","","ENSG00000121152","","",""
"749","ENSG00000205111","","","","","","ENSG00000197153","","ENSG00000121289","","",""
"750","ENSG00000205250","","","","","","ENSG00000197273","","ENSG00000121671","","",""
"751","ENSG00000205609","","","","","","ENSG00000197409","","ENSG00000121680","","",""
"752","ENSG00000205629","","","","","","ENSG00000197562","","ENSG00000121691","","",""
"753","ENSG00000205740","","","","","","ENSG00000197757","","ENSG00000121753","","",""
"754","ENSG00000206058","","","","","","ENSG00000197846","","ENSG00000121766","","",""
"755","ENSG00000206535","","","","","","ENSG00000198198","","ENSG00000121769","","",""
"756","ENSG00000211455","","","","","","ENSG00000198216","","ENSG00000121774","","",""
"757","ENSG00000211460","","","","","","ENSG00000198242","","ENSG00000121940","","",""
"758","ENSG00000213341","","","","","","ENSG00000198271","","ENSG00000122043","","",""
"759","ENSG00000213676","","","","","","ENSG00000198300","","ENSG00000122122","","",""
"760","ENSG00000214021","","","","","","ENSG00000198353","","ENSG00000122299","","",""
"761","ENSG00000214078","","","","","","ENSG00000198366","","ENSG00000122390","","",""
"762","ENSG00000214098","","","","","","ENSG00000198483","","ENSG00000122417","","",""
"763","ENSG00000214143","","","","","","ENSG00000198523","","ENSG00000122512","","",""
"764","ENSG00000214198","","","","","","ENSG00000198558","","ENSG00000122591","","",""
"765","ENSG00000214753","","","","","","ENSG00000198604","","ENSG00000122705","","",""
"766","ENSG00000215251","","","","","","ENSG00000198728","","ENSG00000122859","","",""
"767","ENSG00000215305","","","","","","ENSG00000198734","","ENSG00000122870","","",""
"768","ENSG00000215845","","","","","","ENSG00000198909","","ENSG00000122966","","",""
"769","ENSG00000216490","","","","","","ENSG00000198914","","ENSG00000123064","","",""
"770","ENSG00000219545","","","","","","ENSG00000203814","","ENSG00000123104","","",""
"771","ENSG00000221844","","","","","","ENSG00000203818","","ENSG00000123130","","",""
"772","ENSG00000221850","","","","","","ENSG00000204120","","ENSG00000123159","","",""
"773","ENSG00000221944","","","","","","ENSG00000204183","","ENSG00000123353","","",""
"774","ENSG00000221990","","","","","","ENSG00000204252","","ENSG00000123360","","",""
"775","","","","","","","ENSG00000204275","","ENSG00000123473","","",""
"776","","","","","","","ENSG00000204276","","ENSG00000123505","","",""
"777","","","","","","","ENSG00000204287","","ENSG00000123560","","",""
"778","","","","","","","ENSG00000204308","","ENSG00000123569","","",""
"779","","","","","","","ENSG00000204310","","ENSG00000123933","","",""
"780","","","","","","","ENSG00000204525","","ENSG00000123975","","",""
"781","","","","","","","ENSG00000204568","","ENSG00000124003","","",""
"782","","","","","","","ENSG00000204569","","ENSG00000124172","","",""
"783","","","","","","","ENSG00000205086","","ENSG00000124177","","",""
"784","","","","","","","ENSG00000205531","","ENSG00000124193","","",""
"785","","","","","","","ENSG00000205659","","ENSG00000124207","","",""
"786","","","","","","","ENSG00000205726","","ENSG00000124208","","",""
"787","","","","","","","ENSG00000205758","","ENSG00000124275","","",""
"788","","","","","","","ENSG00000206369","","ENSG00000124279","","",""
"789","","","","","","","ENSG00000212652","","ENSG00000124356","","",""
"790","","","","","","","ENSG00000213337","","ENSG00000124564","","",""
"791","","","","","","","ENSG00000213593","","ENSG00000124574","","",""
"792","","","","","","","ENSG00000213599","","ENSG00000124575","","",""
"793","","","","","","","ENSG00000213648","","ENSG00000124596","","",""
"794","","","","","","","ENSG00000213834","","ENSG00000124615","","",""
"795","","","","","","","ENSG00000213977","","ENSG00000124635","","",""
"796","","","","","","","ENSG00000214753","","ENSG00000124693","","",""
"797","","","","","","","ENSG00000214770","","ENSG00000124766","","",""
"798","","","","","","","ENSG00000215704","","ENSG00000124795","","",""
"799","","","","","","","ENSG00000217236","","ENSG00000124802","","",""
"800","","","","","","","ENSG00000221912","","ENSG00000124915","","",""
"801","","","","","","","","","ENSG00000124920","","",""
"802","","","","","","","","","ENSG00000125107","","",""
"803","","","","","","","","","ENSG00000125122","","",""
"804","","","","","","","","","ENSG00000125207","","",""
"805","","","","","","","","","ENSG00000125247","","",""
"806","","","","","","","","","ENSG00000125249","","",""
"807","","","","","","","","","ENSG00000125375","","",""
"808","","","","","","","","","ENSG00000125398","","",""
"809","","","","","","","","","ENSG00000125434","","",""
"810","","","","","","","","","ENSG00000125454","","",""
"811","","","","","","","","","ENSG00000125462","","",""
"812","","","","","","","","","ENSG00000125492","","",""
"813","","","","","","","","","ENSG00000125618","","",""
"814","","","","","","","","","ENSG00000125630","","",""
"815","","","","","","","","","ENSG00000125730","","",""
"816","","","","","","","","","ENSG00000125733","","",""
"817","","","","","","","","","ENSG00000125734","","",""
"818","","","","","","","","","ENSG00000125740","","",""
"819","","","","","","","","","ENSG00000125741","","",""
"820","","","","","","","","","ENSG00000125743","","",""
"821","","","","","","","","","ENSG00000125772","","",""
"822","","","","","","","","","ENSG00000125812","","",""
"823","","","","","","","","","ENSG00000125813","","",""
"824","","","","","","","","","ENSG00000125844","","",""
"825","","","","","","","","","ENSG00000125851","","",""
"826","","","","","","","","","ENSG00000125864","","",""
"827","","","","","","","","","ENSG00000125868","","",""
"828","","","","","","","","","ENSG00000125898","","",""
"829","","","","","","","","","ENSG00000125944","","",""
"830","","","","","","","","","ENSG00000125945","","",""
"831","","","","","","","","","ENSG00000125968","","",""
"832","","","","","","","","","ENSG00000126091","","",""
"833","","","","","","","","","ENSG00000126254","","",""
"834","","","","","","","","","ENSG00000126391","","",""
"835","","","","","","","","","ENSG00000126464","","",""
"836","","","","","","","","","ENSG00000126524","","",""
"837","","","","","","","","","ENSG00000126752","","",""
"838","","","","","","","","","ENSG00000126767","","",""
"839","","","","","","","","","ENSG00000126768","","",""
"840","","","","","","","","","ENSG00000126778","","",""
"841","","","","","","","","","ENSG00000126883","","",""
"842","","","","","","","","","ENSG00000126945","","",""
"843","","","","","","","","","ENSG00000127124","","",""
"844","","","","","","","","","ENSG00000127191","","",""
"845","","","","","","","","","ENSG00000127226","","",""
"846","","","","","","","","","ENSG00000127311","","",""
"847","","","","","","","","","ENSG00000127481","","",""
"848","","","","","","","","","ENSG00000127483","","",""
"849","","","","","","","","","ENSG00000127526","","",""
"850","","","","","","","","","ENSG00000127663","","",""
"851","","","","","","","","","ENSG00000127688","","",""
"852","","","","","","","","","ENSG00000128191","","",""
"853","","","","","","","","","ENSG00000128228","","",""
"854","","","","","","","","","ENSG00000128272","","",""
"855","","","","","","","","","ENSG00000128573","","",""
"856","","","","","","","","","ENSG00000128626","","",""
"857","","","","","","","","","ENSG00000128645","","",""
"858","","","","","","","","","ENSG00000128652","","",""
"859","","","","","","","","","ENSG00000128655","","",""
"860","","","","","","","","","ENSG00000128731","","",""
"861","","","","","","","","","ENSG00000128791","","",""
"862","","","","","","","","","ENSG00000128815","","",""
"863","","","","","","","","","ENSG00000128833","","",""
"864","","","","","","","","","ENSG00000128891","","",""
"865","","","","","","","","","ENSG00000128965","","",""
"866","","","","","","","","","ENSG00000129128","","",""
"867","","","","","","","","","ENSG00000129173","","",""
"868","","","","","","","","","ENSG00000129195","","",""
"869","","","","","","","","","ENSG00000129197","","",""
"870","","","","","","","","","ENSG00000129245","","",""
"871","","","","","","","","","ENSG00000129292","","",""
"872","","","","","","","","","ENSG00000129355","","",""
"873","","","","","","","","","ENSG00000129535","","",""
"874","","","","","","","","","ENSG00000129562","","",""
"875","","","","","","","","","ENSG00000129680","","",""
"876","","","","","","","","","ENSG00000130023","","",""
"877","","","","","","","","","ENSG00000130052","","",""
"878","","","","","","","","","ENSG00000130159","","",""
"879","","","","","","","","","ENSG00000130175","","",""
"880","","","","","","","","","ENSG00000130204","","",""
"881","","","","","","","","","ENSG00000130222","","",""
"882","","","","","","","","","ENSG00000130224","","",""
"883","","","","","","","","","ENSG00000130244","","",""
"884","","","","","","","","","ENSG00000130299","","",""
"885","","","","","","","","","ENSG00000130311","","",""
"886","","","","","","","","","ENSG00000130347","","",""
"887","","","","","","","","","ENSG00000130348","","",""
"888","","","","","","","","","ENSG00000130382","","",""
"889","","","","","","","","","ENSG00000130528","","",""
"890","","","","","","","","","ENSG00000130584","","",""
"891","","","","","","","","","ENSG00000130595","","",""
"892","","","","","","","","","ENSG00000130653","","",""
"893","","","","","","","","","ENSG00000130695","","",""
"894","","","","","","","","","ENSG00000130699","","",""
"895","","","","","","","","","ENSG00000130723","","",""
"896","","","","","","","","","ENSG00000130748","","",""
"897","","","","","","","","","ENSG00000130758","","",""
"898","","","","","","","","","ENSG00000130766","","",""
"899","","","","","","","","","ENSG00000130921","","",""
"900","","","","","","","","","ENSG00000130940","","",""
"901","","","","","","","","","ENSG00000131018","","",""
"902","","","","","","","","","ENSG00000131044","","",""
"903","","","","","","","","","ENSG00000131089","","",""
"904","","","","","","","","","ENSG00000131100","","",""
"905","","","","","","","","","ENSG00000131152","","",""
"906","","","","","","","","","ENSG00000131459","","",""
"907","","","","","","","","","ENSG00000131467","","",""
"908","","","","","","","","","ENSG00000131470","","",""
"909","","","","","","","","","ENSG00000131626","","",""
"910","","","","","","","","","ENSG00000131697","","",""
"911","","","","","","","","","ENSG00000131759","","",""
"912","","","","","","","","","ENSG00000131771","","",""
"913","","","","","","","","","ENSG00000131844","","",""
"914","","","","","","","","","ENSG00000131849","","",""
"915","","","","","","","","","ENSG00000131871","","",""
"916","","","","","","","","","ENSG00000131914","","",""
"917","","","","","","","","","ENSG00000131944","","",""
"918","","","","","","","","","ENSG00000131979","","",""
"919","","","","","","","","","ENSG00000132003","","",""
"920","","","","","","","","","ENSG00000132005","","",""
"921","","","","","","","","","ENSG00000132026","","",""
"922","","","","","","","","","ENSG00000132130","","",""
"923","","","","","","","","","ENSG00000132141","","",""
"924","","","","","","","","","ENSG00000132142","","",""
"925","","","","","","","","","ENSG00000132170","","",""
"926","","","","","","","","","ENSG00000132199","","",""
"927","","","","","","","","","ENSG00000132207","","",""
"928","","","","","","","","","ENSG00000132259","","",""
"929","","","","","","","","","ENSG00000132326","","",""
"930","","","","","","","","","ENSG00000132437","","",""
"931","","","","","","","","","ENSG00000132464","","",""
"932","","","","","","","","","ENSG00000132471","","",""
"933","","","","","","","","","ENSG00000132475","","",""
"934","","","","","","","","","ENSG00000132485","","",""
"935","","","","","","","","","ENSG00000132631","","",""
"936","","","","","","","","","ENSG00000132646","","",""
"937","","","","","","","","","ENSG00000132801","","",""
"938","","","","","","","","","ENSG00000132824","","",""
"939","","","","","","","","","ENSG00000132906","","",""
"940","","","","","","","","","ENSG00000132911","","",""
"941","","","","","","","","","ENSG00000132912","","",""
"942","","","","","","","","","ENSG00000132950","","",""
"943","","","","","","","","","ENSG00000132970","","",""
"944","","","","","","","","","ENSG00000133026","","",""
"945","","","","","","","","","ENSG00000133030","","",""
"946","","","","","","","","","ENSG00000133065","","",""
"947","","","","","","","","","ENSG00000133069","","",""
"948","","","","","","","","","ENSG00000133101","","",""
"949","","","","","","","","","ENSG00000133121","","",""
"950","","","","","","","","","ENSG00000133124","","",""
"951","","","","","","","","","ENSG00000133226","","",""
"952","","","","","","","","","ENSG00000133247","","",""
"953","","","","","","","","","ENSG00000133393","","",""
"954","","","","","","","","","ENSG00000133422","","",""
"955","","","","","","","","","ENSG00000133627","","",""
"956","","","","","","","","","ENSG00000133640","","",""
"957","","","","","","","","","ENSG00000133794","","",""
"958","","","","","","","","","ENSG00000133816","","",""
"959","","","","","","","","","ENSG00000133874","","",""
"960","","","","","","","","","ENSG00000133935","","",""
"961","","","","","","","","","ENSG00000133962","","",""
"962","","","","","","","","","ENSG00000134056","","",""
"963","","","","","","","","","ENSG00000134077","","",""
"964","","","","","","","","","ENSG00000134186","","",""
"965","","","","","","","","","ENSG00000134243","","",""
"966","","","","","","","","","ENSG00000134253","","",""
"967","","","","","","","","","ENSG00000134308","","",""
"968","","","","","","","","","ENSG00000134317","","",""
"969","","","","","","","","","ENSG00000134352","","",""
"970","","","","","","","","","ENSG00000134375","","",""
"971","","","","","","","","","ENSG00000134452","","",""
"972","","","","","","","","","ENSG00000134461","","",""
"973","","","","","","","","","ENSG00000134490","","",""
"974","","","","","","","","","ENSG00000134594","","",""
"975","","","","","","","","","ENSG00000134644","","",""
"976","","","","","","","","","ENSG00000134686","","",""
"977","","","","","","","","","ENSG00000134809","","",""
"978","","","","","","","","","ENSG00000134815","","",""
"979","","","","","","","","","ENSG00000134851","","",""
"980","","","","","","","","","ENSG00000134982","","",""
"981","","","","","","","","","ENSG00000135047","","",""
"982","","","","","","","","","ENSG00000135069","","",""
"983","","","","","","","","","ENSG00000135093","","",""
"984","","","","","","","","","ENSG00000135119","","",""
"985","","","","","","","","","ENSG00000135148","","",""
"986","","","","","","","","","ENSG00000135297","","",""
"987","","","","","","","","","ENSG00000135333","","",""
"988","","","","","","","","","ENSG00000135336","","",""
"989","","","","","","","","","ENSG00000135373","","",""
"990","","","","","","","","","ENSG00000135413","","",""
"991","","","","","","","","","ENSG00000135414","","",""
