Gene,Adult.CD14+.DC,Adult.cDC1,Adult.cDC2,Fetal.CD14+.DC,Fetal.cDC1,Fetal.cDC2
CXCL16,0.3616646278,0.7508012526,0.9416190714,-1.3787937195,-0.3616646278,-1.2364968799
CXCL5,2.1372060176,-0.2768029162,0.4542816424,0.2768029162,-0.5119814365,-0.4844208005
CXCL6,2.1530986101,-0.1507479262,0.6196860046,0.1507479262,-0.265107924,-0.658867362
CXORF24,-0.611124059,-0.1442887187,-0.362477691,2.1023846905,0.1442887187,0.8139480242
CXORF30,-0.8454861244,-0.6366052183,-1.0428532795,1.358236193,0.6366052183,0.7414278837
CXORF36,-0.7933056956,-1.0221759918,-0.5923782111,0.5923782111,0.8509868518,1.3892021147
CXORF57,0.2891042857,1.6539807924,1.5394404466,-0.2891042857,-0.4021372219,-0.6030426521
CXORF64,-1.7377048305,0.0934807978,-0.5053028595,-0.0934807978,0.8382537243,1.0149987696
CXXC4,1.5669574848,0.6110274616,1.029670998,-0.6987301824,-0.6992488618,-0.6110274616
CXXC5,0.932850846,0.6053592867,0.9507299696,-0.6053592867,-1.4237717394,-0.6889153863
CYB5B,-0.8200350048,-0.4152335231,-0.1812944035,0.1812944035,1.7848224757,1.1855681862
CYB5R3,-0.1746528214,1.4877212388,0.4529460079,-1.0127006417,0.1746528214,-1.2288380253
CYBA,0.8943785944,0.0200974727,0.3908576491,-0.0200974727,-1.9604683681,-0.7292795844
CYBB,-0.1377059046,-0.6345915338,-0.5997437718,1.9478483537,0.1377059046,0.9229964975
CYCSL1,-1.5705307208,-0.3636588805,-1.2817731705,0.7839811046,0.6063123184,0.3636588805
CYFIP2,-0.3088233879,1.7328476338,1.5094568206,-0.5333886284,0.3088233879,-0.3820200453
CYGB,1.6314170849,0.0884467847,1.7330782644,-0.6579453107,-0.0884467847,-0.108117076
CYORF15B,-0.5404643899,-0.2936224058,-0.3611754318,0.2936224058,1.8374344006,1.3891569716
CYP11B1,-1.2426051878,-0.4171979502,-0.4158157639,0.4158157639,1.4788370099,0.9160652885
CYP1B1,1.934614709,-0.3239612105,0.3239612105,0.5410726593,-0.6189379848,-0.7570245287
CYP27B1,0.6422729094,0.6218275166,1.2110277942,-0.6218275166,-1.1475295804,-1.0235036867
CYP2D7P1,0.5389809795,0.677176782,1.1340520024,-1.0112597885,-1.3013892669,-0.5389809795
CYSLTR1,-0.9614014891,-0.6445607808,-0.1729009336,1.7171738615,0.1729009336,0.9082987345
CYSLTR2,-0.9634617455,-0.8518223559,-0.3799244833,1.1298477594,0.3799244833,1.3628581503
CYTH1,1.0458025158,0.5833936678,0.9994210895,-0.5833936678,-1.3686953303,-0.5954222846
CYTH3,-1.1421310598,-1.052277396,-0.4656746904,1.2574361424,0.4656746904,0.7606440558
CYTIP,0.1229437664,0.7717258862,0.8587028555,-1.7762888717,-0.7927617873,-0.1229437664
CYTSB,0.0802928749,1.2346889691,1.6651805909,-0.9474780943,-0.0802928749,-0.4252235684
D21S2056E,0.4445087192,0.3932194453,0.6934124633,-0.3932194453,-0.9904458349,-1.8791321651
D2HGDH,1.295216004,-0.0538652273,1.2505747926,0.0538652273,-0.9523393074,-0.9557708303
DAAM2,-0.9976739257,-0.3737204159,-1.0220846355,0.3737204159,1.5450640183,0.5423993048
DAB2,0.2419393204,-1.106025974,-1.6811551561,1.0977617762,0.1341791248,-0.1341791248
DAG1,1.4722773479,-0.4236090962,1.0965438488,0.4236090962,-0.9575918419,-0.7014717875
DAO,-0.6638248635,-0.3906502358,-1.4782251389,0.3906502358,0.5255510575,1.3435709185
DAP3,-0.6056927885,-0.7358778748,-1.0178932726,1.2712811139,1.062322007,0.6056927885
DBNDD2,0.5950921973,1.1085377998,0.4527323896,-0.4527323896,-0.8985452576,-1.5108651164
DBNL,0.4668530799,0.5706617984,1.2831661026,-0.4668530799,-1.0434071064,-1.2384518464
DCAF15,0.8400521765,1.547579323,0.3560992487,-0.3560992487,-1.193095184,-0.5415576088
DCAF6,0.2814156868,0.8368769316,1.2021589236,-1.1378316152,-0.2814156868,-1.1896501162
DCD,-0.5030136482,-1.2130418183,-0.9481265318,0.5030136482,1.2499039769,0.7520024009
DCI,0.3226276382,1.0142897161,0.8134095146,-1.1828800187,-1.3347399686,-0.3226276382
DCLK1,-0.3281501289,-0.4198311873,-0.5222240271,0.3281501289,2.1263821038,0.5739422421
DCLRE1B,-0.5286043417,-0.6163593516,-0.6323950284,1.2416579063,0.5286043417,1.5934330344
DCT,1.3332709128,0.56661752,1.0368542475,-1.1038769345,-0.56661752,-0.6004555089
DCX,-0.3912296836,-1.5620626078,-0.9287205262,0.91148572,0.3912296836,0.8116229035
DDB2,0.9616595567,0.408466594,1.4497879074,-0.8091108042,-1.0204900564,-0.408466594
DDIT3,-0.1682732636,-1.2868067252,-1.1830604611,1.1763220077,0.1682732636,0.7445554208
DDOST,-0.2183927674,-0.533140991,-1.7046943873,0.2183927674,1.0575305824,0.7884232295
DDR1,1.138118085,0.9025540475,0.7517164929,-0.7517164929,-0.9741492981,-0.9030047348
DDRGK1,1.0355713009,0.2449536352,1.0358560293,-0.2449536352,-1.5704541085,-0.5179883648
DDX10,-1.1239497759,-0.7221984694,-0.3036398972,0.3036398972,1.2953077487,1.1922764259
DDX12,0.6557278876,1.5496525508,0.9391550488,-0.6838631021,-0.6557278876,-0.7564203324
DDX19A,-0.0849624198,-1.3471676498,-1.0711066507,0.0849624198,1.3605311884,0.4779308543
DDX21,-1.4379444979,-0.1987210393,-1.1064989485,0.1987210393,0.9829637435,0.8626534098
DDX24,0.2365950924,0.7697679339,1.6615431029,-1.2078212281,-0.2365950924,-0.426418165
DDX27,-0.8021246967,-0.4330382808,-0.9301439479,0.4330382808,1.4765883246,1.016091357
DDX3X,-0.3458990826,-1.2016012199,-0.8048315297,0.4584220374,1.5681278813,0.3458990826
DDX3Y,-1.1274241589,-0.7189566126,-0.8046662893,0.7189566126,1.2214279658,0.7456185931
DDX47,-0.5175979095,-0.6968192021,-0.5740641564,1.1622972041,0.5175979095,1.6397886711
DEDD,0.3895610617,1.1870785564,1.6061452026,-0.418368735,-0.3895610617,-0.9366584053
DEDD2,-0.2683202438,-1.8972464652,-0.6981483156,0.5381502413,0.8499306275,0.2683202438
DEFA5,0.7172809805,1.4756183438,0.6013666413,-1.0611706249,-0.6013666413,-0.6998423827
DEFB106B,1.0175904344,1.3619633629,0.5954803517,-0.92969027,-0.7813640252,-0.5954803517
DEFB108B,1.3606411249,0.3668774289,0.8502259543,-0.3668774289,-0.8981087836,-1.1634809947
DEFB128,0.7124634141,0.8471780846,0.7322600466,-1.3993168095,-0.7124634141,-0.9309984794
DENND1A,1.4244039565,0.1557968496,0.979634703,-0.1557968496,-1.302553452,-0.5611265347
DEPDC1,1.9678720139,0.0763171758,1.0750954714,-0.6470979819,-0.4303115663,-0.0763171758
DES,0.4860238831,0.5037907036,1.5517883837,-0.6872999987,-0.4860238831,-1.182818921
DFFA,-0.5203779405,-0.9895221246,-1.1523006608,0.5203779405,1.3305837945,0.6220719753
DGCR6,1.497518583,1.940091444,0.2413442109,-0.3001944015,-0.2413442109,-0.3247025137
DGCR6L,1.2241720772,1.9847418038,0.261977759,-0.4648685765,-0.377339181,-0.261977759
DGKA,0.3807444889,0.9400563762,1.5438782673,-0.8252825716,-0.9229895654,-0.3807444889
DGKD,-0.5360152584,-0.9489693734,-0.7275305887,1.3956301605,1.073529902,0.5360152584
DHPS,0.4522106905,0.3879080657,0.5747286432,-1.464305161,-1.65908965,-0.3879080657
DHRS3,-1.6025075301,1.0060716934,-0.9831146073,0.737027617,-0.1191066257,0.1191066257
DHX30,0.1945851381,0.2807690504,1.183603362,-1.6439905642,-0.1945851381,-0.9835138144
DHX36,-1.2607122042,0.8229154102,-0.7844411698,-0.1178075141,1.4487445136,0.1178075141
DHX40,-0.2425570315,-1.5493525163,-1.2486667912,0.9325923073,0.5749053371,0.2425570315
DHX58,1.5906526855,0.4203566918,1.345935223,-0.4203566918,-0.5695802332,-0.6760364168
DIAPH3,-1.0058084106,-0.3389003272,-0.7220510695,0.3389003272,1.6497538028,0.7718944416
DIDO1,0.099467441,0.6277815584,0.8473399299,-1.6212301524,-1.2510237573,-0.099467441
DIP2B,-0.4532820224,-0.9726376218,-1.1146477558,1.1548349123,0.4532820224,1.0337671025
DIRAS3,-1.0396933217,-0.9404583625,-0.4771947369,0.4771947369,1.3753610301,0.8344575579
DKFZP564C196,-0.5036030404,-0.4398069855,-0.5204249782,2.0579742575,0.490829466,0.4398069855
DKFZP686C2281,-0.8750358491,-0.6698222245,-0.8513534742,1.3680996234,0.6698222245,0.8871936371
DKFZP686O1327,-2.0605178141,0.2101950009,-1.1014383669,-0.1078305749,0.6177414046,0.1078305749
DLEC1,-0.2527372514,-1.4342722275,-1.3293595065,0.977760958,0.5786236678,0.2527372514
DLGAP4,0.0880227965,1.6223176945,1.0420185411,-1.0424523372,-0.0880227965,-0.5961760325
DLGAP5,-0.8028750525,-0.4244834722,-0.6125710623,0.8998926677,0.4244834722,1.750467957
DLK1,-0.286620574,-0.2848320952,-0.3547735902,1.4031857621,1.9777987725,0.2848320952
DLX2,-0.418919567,-0.4530290031,-0.9839794379,1.3104015044,1.4286177069,0.418919567
DMP1,1.8265665308,0.2812892768,0.397564198,-0.8455242396,-0.2812892768,-0.8265763206
DMRTB1,1.779629719,0.254944163,1.491917167,-0.5595929604,-0.3304684578,-0.254944163
DNAJA1,-0.6777428076,-0.7789231656,-0.5385047205,0.9606675076,1.6260097051,0.5385047205
DNAJA2,-0.9750827521,-0.3764854689,-1.5524162519,0.3764854689,0.7070565025,0.9858484198
DNAJA4,-0.741136304,-1.0918065324,-1.0947970537,0.762770298,0.9806756763,0.741136304
DNAJB1,-0.6154449867,-0.8635679575,-1.3030769327,0.7691921153,1.1051166103,0.6154449867
DNAJB11,-0.7178366496,-0.6786087822,-1.564538051,0.6786087822,0.756769642,0.7950818828
DNAJB12,-0.8050263371,-0.2065187303,-0.9687282199,1.694812435,0.2065187303,0.7247968382
DNAJB13,1.2431229745,0.4064528928,1.1769368712,-0.6115134384,-1.194931833,-0.4064528928
DNAJB5,1.0246159014,0.5467676768,1.0087404628,-0.5467676768,-1.1923303199,-0.95669933
DNAJC14,0.352360579,0.8243194758,1.1587472803,-0.9538095776,-1.355535465,-0.352360579
DNAJC27,-0.6874672234,-0.633111165,-0.9355004765,1.0713810603,1.3444240382,0.633111165
DNAJC28,1.2108922252,0.7521528398,0.8817203682,-0.7521528398,-0.7537103609,-1.035428187
DNAJC3,0.0784878021,-1.0732880585,-1.024337893,1.5241282789,-0.0784878021,0.6822523032
DNAJC5G,-0.9450831249,-0.2040989586,-1.2779202063,0.2040989586,1.429203624,0.5952896535
DNAJC9,-0.8918888673,0.2275598214,-0.3430847959,-0.2275598214,1.5335284782,1.4665702432
DNASE1L1,-0.4024952255,-0.8974681966,-0.7253823948,0.4024952255,1.1932048192,1.4467343161
DNM2,1.4208589486,0.2132939271,1.1916248873,-0.2132939271,-0.8162767651,-0.9594695877
DNMT3L,1.7379807797,0.1618238857,0.4829143107,-0.8701204563,-0.9796377528,-0.1618238857
DOC2A,-0.652919314,-0.3537133095,-1.5814119228,1.3168678279,0.3537133095,0.3716434468
DOCK11,-1.836701493,-0.9417152954,-0.3122400716,0.3122400716,0.8623077066,0.4183509565
DOCK7,-1.5684059253,-0.5039672537,-1.2836953808,0.7223923993,0.5039672537,0.5350228991
DPF3,1.2074482146,0.6847213977,0.6032263221,-1.1458309016,-0.6032263221,-1.0223656124
DPP3,0.1663634195,1.3495513729,1.313591855,-1.1336143224,-0.1663634195,-0.5288235821
DPP7,1.0871323788,0.5298116199,0.8224400514,-0.5298116199,-1.365934433,-0.8548074088
DPP9,0.4625922852,0.9618782649,1.5684033317,-0.8745991608,-0.7478914762,-0.4625922852
DPPA3,-1.4892109863,-0.5592742726,-0.86386063,0.5592742726,0.5794436772,1.0751623509
DRAP1,1.212400116,0.4100840963,0.546594987,-0.5975154927,-1.6032740145,-0.4100840963
DRGX,-1.2589347968,-0.7013321123,-0.2026112022,0.2026112022,1.6372197192,0.4020776123
DSC3,-0.7649031422,-1.2494139637,-0.4038708808,1.068644798,0.4038708808,1.1810576733
DSCC1,-0.9155958783,-0.4153461025,-0.1998061527,0.1998061527,1.8294848021,0.9566947857
DSCR10,-1.2160896338,-1.6358373575,-0.3959383995,0.5988695277,0.7434923147,0.3959383995
DSG1,1.502764738,0.3799155366,1.4021761891,-0.6533490421,-0.3799155366,-0.6849331438
DST,0.3776900752,0.8412816625,0.8743784897,-0.3776900752,-1.2972246292,-1.2996279372
DTL,-0.5155517101,-0.3286860699,-0.2575628201,0.2575628201,1.5603595535,1.7536921743
DUOX1,0.8377437283,0.9640157654,0.786567789,-0.786567789,-0.8289156475,-1.205573433
DUOX2,1.5265224433,0.5731882149,0.7480818728,-0.9484789148,-0.5731882149,-0.7769588265
DUSP10,-1.054104984,-0.2224672853,-1.0283815887,0.2224672853,1.483104678,0.7318720698
DUSP11,0.9680374068,0.6707603513,0.7109931594,-1.3016731632,-1.015407123,-0.6707603513
DUSP22,0.939272479,0.0267871207,1.3514276263,-0.0267871207,-1.5370882861,-0.0708752093
DUSP5P,0.3253577301,1.4333259091,1.4623423009,-0.7860249567,-0.5984831643,-0.3253577301
DUT,1.0242896739,0.4291300016,1.4607398652,-1.0561556102,-0.6576038625,-0.4291300016
DUXAP3,-0.7804886303,-0.6190111103,-1.2347152565,0.9370708601,0.6190111103,1.1054359632
DYNLRB1,1.0412971496,0.353320065,1.3371944159,-0.353320065,-1.035076447,-0.9149609035
DYRK1A,-1.0070014536,-0.5296424796,-1.1513630601,0.5296424796,0.8895058427,1.144819851
E2F2,-1.2917442552,0.113843874,-0.7941111006,-0.113843874,0.196895446,1.6271208567
E2F6,0.6580156807,0.753547492,1.4056289336,-1.0091695027,-0.771887415,-0.6580156807
E2F8,0.3225092747,0.4699354223,0.7409156329,-1.4427945078,-0.3225092747,-1.5765980177
EBF4,0.0518397552,2.1920546765,1.3907589307,-0.21167688,-0.0874155917,-0.0518397552
EBI3,0.7349361205,-0.0504369356,1.079881879,0.0504369356,-1.673922609,-0.7390937484
EBP,-0.357575486,-0.5283258475,-0.1789535603,0.1789535603,1.5345943138,1.7758772144
ECE1,0.2343212493,1.8537501106,1.1714563424,-0.5254893682,-0.2343212493,-0.6252582686
ECEL1,0.6769301458,0.408402966,1.4452678235,-0.6789648333,-0.408402966,-1.2893159818
ECGF1,1.5057442782,0.5327606651,1.0841924881,-0.5327606651,-0.8912291125,-0.6230202295
ECH1,1.1893301394,-0.0256536861,1.2618841989,0.0256536861,-1.3137848564,-0.5658950065
ECHDC1,-0.4070216921,-0.7887451994,-0.7037962253,1.5799105979,0.4070216921,1.1435081566
EDA,1.1043485105,0.4555455591,1.4098117727,-0.4555455591,-0.6356430807,-1.0439549142
EDARADD,0.2772087898,1.1926206721,1.7485931334,-0.2772087898,-0.7071512816,-0.5717351065
EDEM3,-1.5203897418,-0.6398293471,-0.4718791973,0.4718791973,0.9675008076,0.9524984351
EDF1,0.4226347137,1.6077175592,1.072277813,-0.8657859855,-0.4226347137,-0.6272551519
EEF1B2,-1.5398001131,0.2280127787,-1.3804984671,-0.2280127787,0.8520711804,0.5342453737
EFCAB1,0.2517545553,1.1388350518,2.0896128519,-0.2517545553,-0.3852584897,-0.33344853
EFCAB5,-1.2835200036,-0.9279485178,-0.5317901518,0.5317901518,0.9087491473,1.0537515068
EFNA4,0.4649724473,0.690471826,1.2153083812,-0.4649724473,-1.01897852,-1.2646556118
EFR3B,-0.5785746006,-1.0861631247,-0.4219744748,1.0446772867,1.4690681511,0.4219744748
EGFR,1.833870566,0.3121028858,1.1188109067,-0.4689579268,-0.7053631761,-0.3121028858
EGLN2,0.6626522469,1.0281505408,0.9103538494,-0.6626522469,-1.2004854019,-0.8937696449
EGOT,-1.4060135992,-0.9705773275,-0.2561803633,0.2561803633,0.5725274809,1.2907283803
EGR1,0.1293045941,-1.3429713872,-1.4750115552,0.4748409395,1.0253267715,-0.1293045941
EHBP1L1,0.4239714425,0.8819921872,1.2853823474,-0.4239714425,-0.8388192779,-1.2281855185
EHF,0.9675473052,0.473032397,1.4686121855,-1.0769386717,-0.473032397,-0.6242878629
EI24,-0.5525898492,0.0063030106,-0.7861140504,-0.0063030106,1.732509745,1.2308113215
EIF1AX,0.7123556673,2.1811325629,0.3100726872,-0.3100726872,-0.4409161048,-0.3230222968
EIF1AY,-0.8700911731,-0.6561673263,-0.8735371414,0.8400658563,1.3977693637,0.6561673263
EIF1B,-0.1505728089,-0.4557477701,-1.4195922868,1.557161787,0.5629762057,0.1505728089
EIF2A,-0.9264971652,0.0737080601,-1.3478911334,-0.0737080601,0.471908502,1.4531244381
EIF2S3,-0.8913921578,-0.7022333356,-1.3777978222,0.7492677384,0.9066982255,0.7022333356
EIF3D,-0.6683724018,-0.7858966012,-1.3112891282,0.954284806,0.6683724018,0.9307449807
EIF3E,-1.7880625881,-0.3017902319,-1.0968578497,0.3017902319,0.5333592764,0.7490693545
EIF3H,-1.4656823603,-0.1875947182,-1.2440629328,0.1875947182,0.9267199384,0.7446987674
EIF3I,-0.5827211345,-0.8021175489,-1.1580600223,0.5827211345,0.7435623942,1.3363688505
EIF3K,-0.8523224437,-0.1340701556,-0.9662647922,0.9210624067,0.1340701556,1.5925052137
EIF3L,-1.313953973,-0.3472285797,-0.5412093565,0.3472285797,1.0430510302,1.3004918269
EIF3M,-1.2763416081,-0.1738035008,-1.0738487712,0.1738035008,0.9088931798,1.1595387422
EIF4A1,-0.1412114739,-1.0707216372,-1.5083971905,0.7924777448,0.1412114739,1.0059654538
EIF4A2,0.5436986684,1.3258614749,0.7466980601,-0.6369211062,-1.3002701534,-0.5436986684
EIF4A3,-1.0934801207,-0.6180874986,-1.1639070285,0.9669951616,0.8821847283,0.6180874986
EIF4EBP3,1.3174232651,0.4441386007,1.3836371189,-0.4441386007,-0.9272566442,-0.5779109807
EIF4ENIF1,0.1558710313,2.0846812445,0.9788718405,-0.1620520676,-0.1558710313,-0.6710046658
EIF4G2,-0.335563106,-1.2344015563,-0.4471120455,0.335563106,1.0372158981,1.4427684714
ELA3A,-0.7218563027,-1.1576670921,0.0849883484,1.2869720719,-0.0849883484,1.2401113798
ELAVL1,0.4042971796,1.6887268417,1.050323269,-0.7503554918,-0.6677514757,-0.4042971796
ELF2,-1.1704838602,-0.4796857624,-0.6877881412,1.5324213913,0.4796857624,0.600837579
ELK1,0.7283372473,0.1772141097,1.5688894471,-1.0706450496,-0.9035548176,-0.1772141097
ELL,1.3554816526,0.095465516,0.2360953476,-0.095465516,-1.3978730155,-1.1319802251
ELMO3,0.6410509842,-0.0361753246,1.6316401277,-0.9268583564,0.0361753246,-1.0395917472
ELMOD3,-0.510415248,-1.0328170023,-1.0683194832,1.3454893141,0.6793842183,0.510415248
ELN,-1.2904573962,-1.3931934054,-0.1477770052,0.8789949581,0.1477770052,0.8533736514
ELOVL5,-1.5415192213,0.4566232248,-1.1790981521,-0.4566232248,0.8364376693,0.6192575223
ELOVL7,0.35961334,0.0289260193,1.6623898067,-0.0289260193,-1.3361623719,-0.5678514846
ENC1,-0.574363992,-0.3734642586,-0.5136346123,1.5714175816,1.5269508827,0.3734642586
ENO1,1.4725249513,0.1168217494,0.8837113734,-0.8136985246,-1.1762991418,-0.1168217494
ENO2,2.0178309898,0.0177106173,1.0036617425,-0.0177106173,-0.6471967549,-0.3939237528
ENOPH1,-0.4907987713,-1.148162167,-1.7236437659,0.519937468,0.6600763181,0.4907987713
ENPP2,-1.0768752761,0.1123881942,-0.5723928667,1.4937538599,1.1990094202,-0.1123881942
ENTHD1,-0.0778587764,1.6088901759,1.6580767997,-0.5988848601,0.0778587764,-0.3927954353
ENTPD2,1.3507882646,0.3939524232,1.6949336136,-0.4619899289,-0.3939524232,-0.6393886623
ENTPD6,1.1188484476,0.6144879329,0.6461779334,-1.1206674476,-0.6144879329,-1.1684726776
ENY2,-1.5598228007,-0.0403720232,-1.1972094744,0.0403720232,1.210715867,0.1046475502
EPB41L4B,-0.636101476,-0.8661762444,-0.7852779303,1.4178979403,0.636101476,0.9478553386
EPHA6,-0.7145401509,-0.2427226536,-0.5670884003,1.8557622425,1.0128826013,0.2427226536
EPHX1,1.3505557108,0.344460944,1.180510053,-0.8015134975,-0.996148379,-0.344460944
EPN1,-0.1205501873,-1.2688745832,-1.4093650436,1.2674143686,0.1645955164,0.1205501873
EPN2,1.1655722722,1.6263174605,0.4134737238,-0.6853720753,-0.4134737238,-0.7130827529
EPRS,-0.2473778186,0.0830678857,-1.0227659504,-0.0830678857,1.8194984212,0.9784816005
ERBB2IP,1.0293992551,0.2262551527,1.4147718738,-1.0942468381,-0.8273525955,-0.2262551527
ERCC8,0.7303879205,0.5973213961,1.2421130171,-1.2288881915,-0.5973213961,-0.8374998398
EREG,2.0264685388,-0.454925087,0.7842863704,0.2887497931,-0.6322454329,-0.2887497931
ERH,-0.44752606,-0.293455644,-0.8435455769,0.293455644,1.6456386022,1.2872699163
ERN1,-0.4401395585,0.0182949567,-1.8963429132,0.8017294451,0.8090142226,-0.0182949567
ERP29,-1.3072970918,-0.5039187909,-1.3585551633,0.6441462008,0.5039187909,0.8637133459
ESD,-0.5604509375,-0.6393901264,-0.7201042461,1.1953928466,0.5604509375,1.5244239681
ESPN,-1.2991287361,-1.4874998938,-0.4561205987,0.8510978583,0.4561205987,0.5348948659
ETF1,-1.4946403739,0.1283795202,-1.5437983967,-0.1283795202,0.7438275112,0.5507566241
ETFA,-1.3083240019,-0.3819082367,-1.5182459563,0.5442134127,0.3819082367,0.856771286
ETNK1,-1.7222584396,0.2149995437,-1.2613784775,0.1194506611,0.9566601816,-0.1194506611
EVI2A,-0.7539629701,-0.3610339671,-1.2465230692,0.3610339671,1.2159937618,1.0734545791
EVI2B,-0.6961589347,-0.4100145288,-1.6163604348,0.8657702261,0.9283084422,0.4100145288
EVL,-1.5664643611,-0.424300991,-0.9962248497,0.7089229725,0.9153482404,0.424300991
EWSR1,-0.9479910679,-0.5223862238,-1.0570170432,0.5223862238,1.432369636,0.6220753425
EXD3,0.1959909294,1.2465658782,1.809380307,-0.1959909294,-0.7358626332,-0.4057799899
EXO1,-0.5759484015,-0.2997732019,-0.6169996316,0.2997732019,1.4876703076,1.5737023555
EXOC8,1.1736113685,1.1515619556,0.6675130574,-0.6675130574,-0.7352681766,-0.9643610957
EXOSC9,-0.8335664774,-0.7514342949,-0.5266436787,0.5510069935,0.5266436787,1.7206948145
EYA1,-1.128953124,-0.27982249,-0.358543991,1.447561981,1.2625371514,0.27982249
EYA4,0.4626937853,0.0492614676,2.1314220517,-0.6399090467,-0.4522973223,-0.0492614676
EZR,-0.7174968434,-0.1401706026,-0.4891277097,0.1401706026,1.336378545,1.7315121858
F11R,0.1130192074,1.5396004289,1.8007954079,-0.528888425,-0.3292667238,-0.1130192074
FABP2,1.0917577689,0.4117573359,0.5036749517,-0.4117573359,-1.1734716505,-1.4151528467
FABP5,1.8102776292,-0.1601446269,0.6349173888,-0.7459031608,0.1601446269,-0.9041493052
FAHD2A,0.1122752028,1.8687781975,1.5270556755,-0.4395633414,-0.3286907162,-0.1122752028
FAM102B,-0.6107813576,-0.8470840421,-1.0867447445,0.6107813576,0.8509491952,1.2797146396
FAM105A,-1.0525675248,-0.3592752344,-1.0549473485,0.7593290503,1.3945637988,0.3592752344
FAM108C1,1.3273319379,0.0571468343,1.4737141868,-1.0562106171,-0.4657482275,-0.0571468343
FAM109B,0.2098560888,0.6661361711,1.646917777,-0.9702542098,-0.918911792,-0.2098560888
FAM110C,-0.4527162071,-0.3884992445,-0.5080345113,1.2756798013,1.8386759095,0.3884992445
FAM115C,1.779914396,0.9930577624,0.2666525576,-0.2666525576,-0.3997635894,-0.9410475341
FAM117B,-0.7785640902,0.1363615282,-1.544048296,-0.1363615282,1.0071273533,0.9879946222
FAM119A,-0.3120200985,-2.0245418857,-0.9920868824,0.3272825237,0.3120200985,0.5908557741
FAM119B,0.6182361495,0.282938939,0.7838284755,-0.282938939,-1.7164199983,-1.1118444856
FAM120B,1.4064506191,-0.5329753477,0.8925392979,0.5329753477,-0.7069359173,-1.0948040931
FAM123A,-0.538991998,-0.7732323761,-0.7227183779,1.6591979785,0.538991998,0.8459074044
FAM124A,2.2441869156,0.0452054936,0.213480138,-0.5108300197,-0.0452054936,-0.3129588622
FAM125B,0.1017551822,1.9454721581,1.5023175068,-0.3873282211,-0.1017551822,-0.2783460228
FAM12A,1.226253114,-0.0875523022,0.5373684215,0.0875523022,-1.5132250303,-0.9977168767
FAM12B,1.5505794892,0.3463442766,1.3634004546,-0.6306510733,-0.7139397626,-0.3463442766
FAM133B,-1.1839684842,-0.5808330734,-1.4883847338,0.5808330734,0.5965105779,0.7919081347
FAM134A,0.2999263705,1.0338913481,1.2746085346,-0.2999263705,-1.4294412077,-0.3583531529
FAM134C,1.0109025074,0.5140156562,1.6799591877,-0.6063981037,-0.5140156562,-0.7468949382
FAM13A,0.3307676183,-0.5470483063,-0.8236837374,1.5358021791,-0.3307676183,1.3522092878
FAM13AOS,1.0042907767,0.5157627841,1.5892394268,-0.5157627841,-0.803982848,-0.6972510527
FAM13C1,-1.0778935737,-1.2311295459,-0.486349809,1.2099855933,0.6475365596,0.486349809
FAM160B2,1.166788448,0.3638344617,1.7296951375,-0.8344218849,-0.3897110125,-0.3638344617
FAM174A,1.3932479801,0.3901121322,0.9003776347,-0.3901121322,-1.2941685707,-0.5500812441
FAM174B,-0.1472305716,0.1468433573,-0.5236287186,1.5523181413,1.8757196187,-0.1468433573
FAM177B,0.4012563952,0.4162995909,0.3721311957,-0.3721311957,-1.0456740606,-2.0373157696
FAM181B,1.0697320563,0.6185438115,1.3408777486,-0.6364434683,-0.6185438115,-0.9943888406
FAM18A,-0.0103435346,0.8669880926,1.0793606391,-1.5300423069,-0.8821801856,0.0103435346
FAM19A4,0.704453896,1.1072373021,0.6043630916,-0.9207116489,-1.3151170821,-0.6043630916
FAM21B,0.2062877219,1.5248715453,0.849554858,-0.2062877219,-1.2299168191,-0.6317019091
FAM22B,-0.9631331234,-0.0326954236,-0.8904854366,1.3148016725,1.2807467228,0.0326954236
FAM24A,-0.4602391665,-1.3939406747,-0.6823434454,1.0789619945,0.4602391665,1.0017689091
FAM25A,0.9957420013,0.2141322686,0.4533904571,-0.2141322686,-1.5727729659,-1.2448947931
FAM38A,0.4852324998,1.0956653006,1.2411226207,-1.1501873437,-0.7094032605,-0.4852324998
FAM39DP,1.153742532,0.4879954496,1.3610008249,-0.4879954496,-0.7158509215,-0.9706512468
FAM39E,1.3895192524,0.1348687622,1.326633414,-0.1348687622,-0.6625943233,-1.0080018341
FAM3A,1.2789039995,0.3781359935,1.3859979462,-0.3781359935,-0.9386013818,-0.6779646528
FAM40B,0.4161987401,0.3987762354,1.675234097,-0.3987762354,-0.7909915123,-1.0429326769
FAM45B,-1.0116045721,-0.7654088425,-0.8086699742,1.2247794384,0.8116077307,0.7654088425
FAM46A,-0.2726475466,-1.7301488042,-0.9983708263,0.8591930789,0.2726475466,0.6192093356
FAM49A,0.124826834,0.6585163424,1.2177703401,-0.124826834,-1.6208770807,-0.6739276941
FAM50A,1.1865770005,-0.1631002584,1.0686823359,0.1631002584,-1.5442449583,-0.2263057339
FAM54B,0.7546690373,0.4776194075,1.05542257,-0.8939915451,-1.4522411072,-0.4776194075
FAM60A,-0.0647482483,2.0568163365,0.9479124983,-0.7587817016,-0.1464847963,0.0647482483
FAM62B,0.1898179124,0.6994399934,0.7290231158,-1.2494329568,-1.6443992992,-0.1898179124
