Gene,Adult cDC2 ,Adult CD14 DC,Adult cDC1,Fetal cDC2,Fetal CD14 DC,Fetal cDC1
C14ORF43,8.7173937123,8.413898624,9.1876991832,9.2977193827,9.6407589298,10.2884004307
C15ORF21,8.4366610758,8.3036643959,7.1793775684,6.9452060198,7.1196524841,6.683055603
C15ORF29,8.2944979949,8.3097063008,8.5924786113,7.65679986,7.4920312543,7.6406865766
C15ORF42,6.7233138426,6.9447489419,6.8305452195,7.5067430961,7.1391631098,7.243219757
C15ORF48,12.7691948653,12.7650963159,11.4293648054,10.9349629043,10.7187580172,10.4405142707
C16ORF13,7.5236381499,7.5934347442,7.4110072818,7.1500825982,7.2309654289,7.2436439627
C16ORF45,7.6392680469,7.2483125979,7.2616154016,6.9559220148,6.9861222273,7.035320321
C16ORF48,9.3165231762,10.0759156128,9.2334139329,8.6074107511,8.6887702267,8.6262329148
C16ORF79,8.0612447505,7.6721497049,7.919727925,7.0918335586,7.0247739301,7.371647377
C16ORF86,7.1877793166,7.1089006763,7.3193634581,6.7600022849,6.7355869361,6.7203767091
C16ORF87,8.5481663555,8.8666494411,8.9503799638,9.6051934451,9.4165271453,9.9697750537
C16ORF88,6.7776605483,6.6987752435,6.8593907599,6.9544540983,6.9862050133,6.9860845512
C17ORF45,12.2293191165,12.0013320041,12.5406030958,13.5657396552,13.2327893521,13.3653305896
C17ORF47,6.8089779278,6.9570756005,6.8810924211,7.1828921178,6.982404013,7.030023521
C17ORF49,13.1528838406,12.4270969888,12.7927024734,12.3885104857,11.8897163237,11.89681209
C17ORF51,7.1773077916,7.1213527751,7.2424880007,7.3726433436,7.5006181804,7.4358103162
C17ORF54,6.8567564046,6.8516218342,6.7494884531,6.615303795,6.5771983709,6.6597556476
C17ORF62,9.7652989466,9.5186322146,9.1949672725,8.2397191478,8.8681415251,8.5920123174
C17ORF76,6.9244922477,6.8611420547,6.9042877345,7.0650581442,7.0608050493,7.1916121587
C17ORF81,8.194672995,8.1489942324,8.5771683029,7.8687240539,7.6399365505,7.9791590256
C17ORF90,9.7443003862,9.9556009765,9.5324294928,8.3736395219,9.303867537,8.3631080309
C18ORF55,7.7099888578,8.0241182151,7.6682687957,8.2945194598,8.5706001254,8.7834230472
C19ORF12,7.6886723566,7.5014724084,7.5213359049,7.0096965172,6.9433877579,6.829926608
C19ORF25,7.8416619678,7.7920071191,7.3491010117,7.2036955622,7.2590267948,7.1590641374
C19ORF28,8.9756915264,8.6912982058,8.0700425887,8.0501194037,7.8875976379,7.603909988
C19ORF29OS,6.8728614275,6.9826247864,6.8158095813,7.0210204426,7.0899947395,7.0529251828
C19ORF34,6.7796122875,6.786393155,6.6699337991,6.6003291191,6.5786289557,6.4621949401
C19ORF36,7.0189780981,7.0097732788,7.1363360612,6.9024757747,6.9098896027,6.9046125015
C19ORF43,8.8756842812,8.5559930356,9.2653159643,8.1217589334,7.8654269069,8.336701784
C19ORF6,11.6160384579,10.9625460105,10.949322617,10.1351007075,9.9071627463,10.0611665168
C19ORF66,9.3456004364,9.4546761585,9.392491291,8.717214853,8.9508426086,8.3490179549
C1ORF112,7.1615762584,7.2793287092,7.4211599466,7.7176235846,8.1750267021,7.9478101773
C1ORF201,7.2234956982,7.1608931308,7.1347818948,7.3851297405,7.3843952891,7.395184706
C1ORF204,6.8606875671,6.8567302111,6.963442098,7.0782648472,7.3162134429,7.0388885809
C1ORF21,7.6933963881,7.6696520668,8.3596488259,6.8278450952,7.0773255988,7.202582147
C1ORF210,6.6253573019,6.6009851193,6.541740535,6.8292310393,6.8184482239,6.6912079543
C1ORF38,9.0436082172,8.7334365054,8.1529949198,7.4638105114,7.8626636005,7.3884827013
C1ORF62,6.6524334876,6.6322535072,6.6549479937,6.7839212314,6.7566582727,6.8404262416
C1ORF63,10.5157153164,10.1750090936,10.6104447171,9.7822483309,9.7917977421,9.9645134868
C1ORF84,6.852357343,6.9160537174,6.8168019015,7.0999467559,6.9651227082,7.0715966022
C1ORF87,6.800141695,6.8217371368,6.7612250849,6.9745398014,6.9740877509,7.02216817
C1ORF95,6.9868096184,6.9966285707,6.8190881703,7.335952791,7.222381985,7.2653468064
C1QTNF1,9.4318355607,10.3923815369,7.5637423088,7.2671194732,7.7217801162,7.1969617554
C1QTNF4,6.6820359153,6.6960776843,6.6422672363,6.6044796979,6.5322367773,6.6067858787
C1QTNF7,6.8433226247,6.9384226785,6.9172047472,7.0334240593,7.0289193196,7.1118029132
C1R,6.825367695,6.9272023462,6.8308251744,7.0146416164,7.0296711971,6.9540435226
C20ORF127,8.4339844576,8.5992172763,7.5424290408,7.3175281218,7.4593388019,7.2727396675
C20ORF195,7.5856375693,7.0995663297,6.7715663426,6.66808394,6.6288880678,6.6614777723
C20ORF3,11.8998049651,11.8413932471,11.4223416088,11.031182606,9.7337291232,10.91675125
C20ORF30,10.7589154464,10.8213773532,10.8587309196,11.4567300254,11.5891024455,11.601723601
C21ORF129,6.5179862354,6.5966647005,6.5845783981,6.4312022293,6.4544852937,6.4557087598
C21ORF2,9.9810905108,10.2725604146,9.1637107796,8.4706084103,9.4411333853,7.7898358796
C21ORF34,6.9613542123,6.9971500687,6.8909093987,7.2798136509,7.4036161292,7.2901570021
C21ORF66,7.2599710995,7.1835823701,7.1899896562,7.4323964924,7.4092887619,7.6328720469
C21ORF87,6.8179051282,6.8305876346,6.763007081,6.6418192164,6.6276533005,6.6503098457
C22ORF24,6.879942857,6.8587902047,6.7239203873,7.0277585113,6.9157159324,7.1042228521
C22ORF25,9.1379083264,9.2409652529,8.1047660357,7.8720404241,8.3957461359,7.0115950944
C22ORF29,7.3404345759,7.164701518,7.0215061561,6.8815043462,6.9003575944,6.9590728159
C22ORF33,7.2401742628,7.2480312496,7.1842310996,7.6350840542,7.6743280059,7.6070087965
C2CD2L,6.8437991762,6.7235357239,6.7046356107,6.6594913973,6.5408834413,6.5294090601
C2ORF25,9.3429002598,9.5071513476,9.99723524,10.0153102917,10.0501352143,10.6389743813
C2ORF48,6.7373551694,6.8112813902,6.7837145092,7.3269214691,6.9636282539,7.0086637814
C2ORF73,6.8575654707,6.6985115351,6.8167868578,7.0313383889,6.869486985,6.9879501672
C2ORF89,9.0023549033,7.6223380951,7.2829197038,7.7135458108,7.1190824953,6.9878149734
C3ORF1,8.5141847513,7.8605408061,8.4267129309,7.4727102347,7.3663154824,7.652838948
C3ORF10,9.8987593833,10.098894798,10.1614066555,10.8831839439,11.1039524731,10.3367730844
C3ORF26,8.6113814128,8.3440904708,8.5388037362,9.6073546827,8.7259640697,9.5871272346
C3ORF35,7.0780164498,6.985347628,7.0229831894,6.8580914054,6.7043112229,6.8041453664
C3ORF58,6.8041680525,7.1049643778,7.1530312239,7.6737862605,7.7136091826,8.3113213947
C3ORF59,12.0754488969,11.8765364708,10.9155900181,10.0393405399,9.2745274354,9.4998782515
C3ORF64,7.8461552152,7.4002433521,7.887971205,7.2233893037,7.1600007806,7.3844566388
C4ORF14,9.5455977918,9.0603789458,9.8658059221,10.5725304201,9.9154406186,10.0223484709
C4ORF18,6.6781779188,7.575861816,6.6589726931,7.4453404596,8.0891091915,7.6927479617
C4ORF38,6.8825290879,7.0852180931,6.8835008948,6.7843279056,6.7169467569,6.651515479
C4ORF41,10.2438626904,10.1361007658,9.9709472818,9.1757171808,9.0216350064,9.3148482021
C4ORF48,7.1085670457,7.0062179538,7.0256943632,6.7353089061,6.8699282791,6.8823743473
C5ORF13,8.88917291,8.7878528671,9.0365000497,10.8403841155,10.2866739352,11.1862472466
C5ORF15,13.4505197012,12.982698706,12.9249398689,12.5792662566,12.1396230419,12.4606940696
C5ORF32,10.018320295,10.2830531393,10.0825344976,8.7695296814,9.2759518262,9.1157604848
C5ORF53,8.0833996232,8.3386025601,7.1677869831,7.3142424143,7.399179648,6.7494048735
C5ORF62,9.5230693545,9.1775694149,7.83382298,7.7837251058,8.5349142314,7.5756237228
C6ORF1,6.7409407125,6.7503156487,6.6823907958,6.562772585,6.6631084734,6.5149490904
C6ORF106,10.8268892282,10.2109564212,10.1559749765,9.3829797584,8.9013414031,8.7103995804
C6ORF160,11.6972832355,11.3286787498,12.2098627805,12.2377464187,11.9393633074,12.4693374596
C6ORF167,7.1599303601,7.0779143247,7.2043172352,7.6132760772,7.260085555,8.0491370628
C6ORF173,7.014220968,6.7022227547,7.2289751318,7.9221092052,7.5024310255,8.391285093
C6ORF208,6.7718243298,6.6857823394,6.7446916305,6.8125961535,6.8726811279,6.8860581113
C6ORF223,8.7525115553,8.2769203258,8.0145245666,7.5694883885,7.00635967,6.8541008076
C6ORF225,7.6022587512,7.9211594413,8.0271707141,7.0874814229,7.0111218069,7.1427703763
C6ORF25,6.8506378369,6.9179291661,6.826827276,6.6770338469,6.6991341023,6.7254065917
C6ORF57,7.1932954335,7.2280535362,7.2663170603,6.9883316993,7.0553825267,7.047572533
C6ORF62,6.9200269663,6.8088938471,6.7778748557,6.6736835979,6.7149229877,6.6427860802
C6ORF66,7.0077162752,7.019595293,7.1019546091,7.1925343203,7.3156860728,7.3275631183
C6ORF85,9.4246786129,8.2307626619,9.8817847263,7.5884773623,7.6988803932,8.4454013053
C7ORF23,7.8825589087,7.6793806636,8.1103253281,9.0997127154,8.0685933968,8.8033373196
C7ORF26,10.2206674092,10.1552737777,9.3495652661,8.9170833033,9.3410173045,9.2015878243
C7ORF47,9.4568406113,9.5520509358,9.3086861093,8.4729773204,8.4271021023,8.8041194395
C7ORF50,12.3680791364,11.7710485026,11.7632674987,11.5320674916,10.9065608216,11.0188295805
C8ORF83,6.998188763,7.1188569219,7.0190870895,7.3976692209,7.2991776293,7.2678267591
C9ORF11,6.7794147399,6.6379228078,6.6199640739,6.5802665047,6.5549130277,6.5612348189
C9ORF23,7.1562127306,7.1553182648,7.1165890994,6.8011899537,6.8251391997,6.7338855359
C9ORF25,7.495572211,7.6305032504,7.7527454072,7.2949117353,7.288090197,7.3332335351
C9ORF37,8.1721238081,8.1662527136,7.8173136468,7.416336981,6.8416803038,7.286490704
C9ORF4,6.733440469,6.727751373,6.730528725,6.5828147393,6.5865066906,6.600816484
C9ORF53,6.8784767346,6.8917323716,6.8384555339,6.9175784634,6.997831512,7.0510391493
C9ORF62,7.0961724455,7.0578481228,7.0068749998,6.8063894628,6.8910931744,6.9877301125
C9ORF66,7.1270770922,7.2246843784,7.0575223209,7.9709775017,8.1678847766,7.2401488157
C9ORF78,10.4858240477,10.2373928614,10.8451079793,11.2942039343,10.8632248295,11.5038589967
C9ORF85,6.6943708556,6.6992226933,6.7776649563,6.8242316042,6.890624332,7.0287243957
C9ORF86,8.3147085075,8.0976695456,8.6877225588,7.8636913428,7.4419691264,7.7571879781
C9ORF89,9.8691850228,10.8267180627,9.7706389154,9.2142877593,9.3460017504,8.5016333524
CA12,7.5865855583,8.8873453721,7.1833427321,7.0605200807,6.9710903633,7.2531519143
CA2,8.0375427824,7.6353311846,6.8205091969,9.3182925341,8.5307550234,8.2470968011
CA6,7.1072451803,7.1433085675,6.9949557943,6.8527105134,6.8672565706,6.8413640406
CABLES1,7.0443349785,7.5543578549,7.3770352843,9.4769701287,9.732356166,9.2818477936
CACNA1H,6.7945025265,6.8742634879,6.7839994581,6.5984014214,6.6480104956,6.6161781062
CACNB4,6.8975192461,7.0249120427,6.935499467,6.7774762674,6.7350719433,6.8675583543
CACNG7,6.6575761934,6.5508957423,6.5512322771,6.4130238367,6.4079200136,6.4868113307
CACYBP,6.9604782283,7.0591645718,7.0257775406,7.4231245599,7.324922168,7.5149853208
CADM4,6.7765793153,6.923969158,6.8615010762,6.6643619894,6.5397381874,6.586971467
CALB2,7.2081409057,7.128178501,7.3843164541,7.0662238085,7.0019160517,6.8218150225
CALHM1,6.7722791776,6.9019932809,6.926471641,6.9719382793,7.0314566033,6.97351441
CALM3,11.3301630997,11.2974551921,11.6139124613,11.8293457465,12.1901391025,12.0567667819
CALML4,7.3981292573,7.7314364626,7.4501073519,7.7121377307,8.3947915206,8.1185858465
CALML6,6.9514816874,6.8814342969,6.873023024,6.6548389738,6.7154514088,6.6845484099
CAMK1G,8.0725557485,7.449290586,7.6418485029,7.0189068978,7.0527089077,6.9434539298
CAMK2G,8.1134912835,8.0312323283,8.243277393,8.9025310144,8.7686942258,9.276415866
CAMTA1,10.2551352757,9.4722642576,10.5011519184,8.5208884826,7.9124759661,9.3383552449
CAMTA2,7.2455371775,7.3555259907,7.6570564234,6.7237826421,6.9310945052,6.8052191623
CAPN10,7.0360670576,7.0219625884,6.9349956651,6.854222271,6.8715714991,6.8013821928
CAPZA1,8.4312340731,8.3288572851,8.8205179561,8.0087397634,8.123533006,7.9523273153
CAPZA2,9.0884213048,10.0992303793,9.3068286755,11.0108790916,11.1352694021,10.5759831896
CARD14,6.9425610013,6.9127228037,6.9676862837,7.1944151347,7.3944868362,7.2404116578
CASC2,6.5700797202,6.5619631004,6.6630008498,6.4821068145,6.4402180823,6.5064115209
CASC3,10.4643713937,10.835202984,10.803507492,9.6568271104,9.9301259803,9.9983558255
CASC5,6.9106217891,6.9506049049,7.2440698672,7.7865261234,7.0682619778,8.0643202383
CASKIN1,6.6028230288,6.7033622841,6.7024912652,6.8525836188,6.8599462386,6.8155244268
CASP10,7.156165656,7.2339941678,7.0905865052,6.9488945531,6.9835132906,6.9055402126
CASP4,6.4738859125,6.4828476121,6.4461026895,6.3136533998,6.3543976639,6.2968111352
CBLN3,7.7659428542,8.027827163,8.2576699173,7.2337319195,7.2163368413,7.4262892572
CBR3,9.0571848196,7.9020146731,8.2450374946,7.4653833864,7.1406432268,7.6843313321
CBX2,6.7271046436,6.7789540069,6.7459195972,8.026497445,7.0605886109,7.6473315247
CBX3,6.6368410104,6.7256959797,6.5944700183,6.5370704608,6.5746272347,6.5294103667
CBX7,9.6880205604,9.1163202586,8.9560682716,7.6226336981,7.8217169158,7.7326702199
CBY3,7.1428399863,6.9815742118,7.0826233324,7.3575014624,7.1935137246,7.2719945646
CCDC104,7.5712093352,7.3883507146,7.4985172326,6.9355300002,6.8726759609,6.8969877016
CCDC109B,9.841775307,10.6004669667,9.55208234,11.2946117347,11.1915912457,10.6725870973
CCDC112,7.2536979528,7.2801400366,7.1424177908,7.6457380684,7.975979926,7.6449358401
CCDC115,8.4472004312,8.3756742355,8.0629796723,8.9971500961,9.250908301,8.7648924516
CCDC117,7.1094917974,7.0843155779,7.0517286043,6.9165081885,6.8153024483,6.8463055922
CCDC124,7.21405414,7.0668795687,7.0410490471,6.90506871,6.7570215777,6.6632520742
CCDC129,6.9312827495,6.9673238702,6.8120828717,6.7074403118,6.7391159639,6.7939265416
CCDC130,12.499669204,12.5544145562,11.9889001965,11.4661445667,11.6030463346,11.2171424166
CCDC135,7.0720946593,7.0357754247,7.2418006501,7.5845532153,7.4987805348,7.4689899064
CCDC34,6.6257828411,6.7897334373,6.5847814295,8.0162198168,8.3065933063,7.2250036992
CCDC43,8.0249439714,8.0806109615,8.1094409295,8.5412992845,8.3486669222,8.5191799112
CCDC45,9.6239248746,9.5067792263,9.5135521914,10.129128708,9.8850462972,10.0192615006
CCDC59,9.3553336483,9.2267563682,9.7103477099,10.1166825486,10.2047817452,9.8270815141
CCDC68,8.2181555182,7.7346236001,7.3831675094,7.3132958257,7.1410238299,7.1872529155
CCDC75,6.9541858258,6.9870935241,6.9103825332,6.82283189,6.8333309289,6.7718866183
CCDC82,6.7311698206,6.7513934452,6.6887698331,6.529417906,6.6097632894,6.650450047
CCDC88C,7.3736923691,7.6394832785,7.6818506042,8.5624473781,8.2746186602,7.9911381678
CCDC9,7.0331950621,6.9533581242,6.937369396,6.7114323638,6.7455353939,6.6556823162
CCDC90A,8.545230324,8.4948220403,9.1129182815,9.484269396,9.1349325699,9.8046218664
CCDC94,7.8196295334,7.5361575674,7.4665853369,7.1351586831,6.9617069978,7.3138926325
CCL14,7.0044174853,7.1173902715,7.0210145419,6.8536667134,6.9509478235,7.0194981818
CCL17,8.011528155,7.6145126083,6.9599063928,6.5659356858,6.5107957482,6.5609350507
CCL19,10.1156141818,10.4056309224,10.501055393,8.4390392013,7.4333647243,8.1603284815
CCM2,12.5182258944,11.8046321258,12.0324396621,10.9257533884,11.0850459722,10.4406344668
CCNA2,7.2438863893,7.1885022729,7.2004152123,9.2798051972,8.3522079311,8.7611097239
CCNB1IP1,9.0069414429,9.078559643,10.0290897741,10.7298899829,9.4452448126,11.1111395795
CCNB2,7.4837690737,6.7779362227,7.9128286592,10.5467817594,9.0434858519,10.2683734465
CCNG1,9.4404525726,9.5452593644,10.0067150854,10.4843863437,10.1924547918,10.0109898574
CCNH,7.6685864906,7.5741327293,7.7958572738,8.2207253228,8.2193720066,8.3582567785
CCNL1,10.2957597766,10.1656746897,10.3723093448,11.2187186632,11.5406893516,11.616969203
CCNYL2,6.7680543263,6.7506768272,6.7727985774,6.8383039913,6.8647212458,6.8453232308
CCR6,8.5936159504,8.0606564398,7.9525900123,7.8408254009,7.2306565326,7.4133955215
CCRL1,6.7972379851,6.8379630861,6.8232111211,6.6107171163,6.6396592962,6.6609245293
CCS,9.7685715218,9.5446934105,9.3894390795,8.7020608684,8.8485647966,8.8001404747
CCT6A,7.2044748449,7.0991175974,7.2361138853,8.202538955,7.5314896313,7.7674002277
CCT8,11.1844717731,11.0632719549,11.4657847416,12.0291567927,11.3464898042,12.1687593274
CD151,11.7779387941,12.2921628862,11.7364251317,10.3852519065,11.3104821767,10.6121119769
CD200R1,6.8442617719,6.9024307996,6.940315397,7.0418036903,7.2024140663,7.0369346981
CD247,9.1567721451,9.9499795598,7.7787918451,6.7412740361,7.8574816533,6.571868113
CD248,6.8798589079,6.8898538213,6.8270953259,7.0412086388,7.211489256,7.7853978051
CD2AP,6.830972794,6.8729578137,6.8777363976,7.0748281215,7.1813417395,7.5742747589
CD300C,10.4168794803,11.2221437,10.0631877622,9.5865050333,9.667741343,7.4367095654
CD36,8.0978018539,9.3235772879,7.0964499887,9.9211281546,10.9542560855,10.1868565125
CD3D,7.1010694302,7.0503875382,7.6728282562,6.4138580225,6.4887448397,6.4860195992
CD40,9.1901936578,8.5430033202,9.6227994826,7.723741054,7.629863085,8.0603801447
CD48,9.9238966046,10.9208135499,11.3586749721,12.4152343695,12.1669212205,12.2607804401
CD69,8.2970169861,7.5913247642,8.7519755993,10.2056316013,8.2252492871,10.0103655065
CD74,8.8283637975,7.8535011409,9.2416521105,7.4950583242,7.0642148498,7.4778445497
CD82,7.7399066154,7.6805065307,7.835267384,7.4145127623,7.6384035732,7.6019237315
CD8A,8.3412510941,7.3650373916,9.3915762376,6.3652392652,6.4123086576,7.2573173783
CD9,7.7638290125,8.1061757154,8.1061211691,7.2951963695,7.3030823715,7.2273797141
CD97,8.4724266423,8.254872567,7.6286447683,7.5414826274,7.7831101901,6.9624773509
CD99L2,9.2855820239,9.3146486993,9.2851448974,7.8751419213,8.4638012415,8.184038301
CDC123,9.2680978203,9.0330222242,9.0106077789,10.0638393674,9.5285827538,9.7542251779
CDC16,11.7774225797,11.6189066631,11.5777406166,11.0226048733,11.0284275061,10.8454734365
CDC2,7.4748287353,7.2855899941,7.4667692015,8.6666789055,8.4061086182,8.3249882683
CDC20,7.8747441484,6.961233551,9.3074212074,10.8742477238,9.187517314,10.8357574205
CDC25A,6.403503361,6.5635048306,6.5624717787,7.4127360559,6.6048966941,7.1621460555
CDC37,14.3578424313,14.4056171511,14.2144937413,14.0306760062,13.791942566,13.9152677217
CDC37L1,6.787269116,6.6933401131,6.5832205281,6.4883409182,6.4710482931,6.6071217609
CDC42BPB,7.754501806,7.4639430458,7.6121871726,7.0519129039,6.9326967038,6.901712025
CDC7,7.0300824222,7.1492929204,6.9720488023,7.5796376487,7.5155920797,7.6280270018
CDCA5,8.2450562047,7.6647993271,8.4755420703,10.5801335617,9.4746626197,10.2322851588
CDCA7,7.5175760833,7.5368092857,8.2052703773,9.8229710976,8.2526399904,10.7699860501
CDCA7L,6.538190649,6.5742685737,6.7090203412,7.4325235327,7.1892922495,6.6423581001
CDCA8,7.4594330625,7.3405889107,8.5059783897,9.6778524169,7.9774832438,9.3438434038
CDH22,6.9596686672,6.908011531,6.8734644001,6.7921332351,6.724620961,6.7044635533
CDIPT,7.1027675167,7.0851921775,7.129304801,6.8745146959,6.9524745329,7.0180645795
CDK2,7.5745661178,7.1692007201,7.6504864364,7.1284658496,7.0054182931,6.9894141195
CDK5R2,6.922716515,6.9212154286,6.7840867012,7.2302363084,7.0751050222,7.1616632558
CDKN2AIP,7.8217469682,8.0209380003,7.6143726029,8.5052512092,9.2346460562,8.3715863776
CDKN2B,7.0103438918,7.026574712,7.0050286586,6.8704207895,6.827742677,6.9318229635
CDKN2C,6.7291919352,6.7124963687,6.745830173,6.5608694136,6.6147451076,6.5346764611
CDS1,6.8376870374,6.5038414868,7.0315275739,8.189778479,7.7350417862,8.7029982166
CDT1,7.2914643993,6.591880735,7.2789088286,8.2671178199,7.3047573361,8.3233681608
CDYL,9.3964459235,8.8667480262,8.8912245644,8.3061794924,7.8128063783,8.2561871323
CEBPZ,10.0369768767,9.828025111,10.3268439313,11.0240822098,10.7985961863,11.4047688014
CENPE,7.5613467166,7.3290140127,7.3460873049,8.6655045366,8.1040998602,8.7755416812
CENPF,7.0511873753,7.0519316388,7.5109256246,9.6303688078,8.1825073398,8.4749408041
CENPK,6.8733241152,6.8912167973,6.9410776665,7.2319100447,7.0013606053,7.0005947432
CEP110,8.2161370046,7.8668878596,8.5502539208,8.8585861018,8.5905707772,9.3107101158
CEP55,7.3046325467,6.986747753,7.5288761342,9.8214026719,8.6284794239,10.0396039455
CEP68,8.1346103524,7.6562994176,8.6806566524,7.1036791555,6.6422403827,7.3551078032
CEP78,7.5727253267,7.1004256572,7.2392407724,8.6603704583,7.418981545,8.1022387693
CES1,6.5437003081,6.5744914665,6.4281164084,6.7283408227,6.707398212,6.678948027
CFB,10.3088903409,10.2077360542,10.5022362292,7.0941386949,8.6256015801,7.4980387317
CFH,6.5883525925,6.6766156995,6.61249496,6.5084915114,6.4972675115,6.4967632051
CGB5,6.695528624,6.7669237896,6.673504162,6.5839601302,6.5829642127,6.5314340223
CGGBP1,10.5824209665,10.2580626646,10.7577792954,11.030601733,11.0869388926,11.2297673944
CHD1,9.5370222285,9.171812371,9.8354816306,10.7197924596,10.7668459246,10.4873083647
