Gene stable ID	HGNC symbol
ENSG00000066933	MYO9A
ENSG00000229412	OR10C1
ENSG00000125734	GPR108
ENSG00000170190	SLC16A5
ENSG00000114455	HHLA2
ENSG00000065135	GNAI3
ENSG00000164099	PRSS12
ENSG00000275525	LILRA1
ENSG00000145757	SPATA9
ENSG00000108561	C1QBP
ENSG00000171827	ZNF570
ENSG00000073146	MOV10L1
ENSG00000163795	ZNF513
ENSG00000005100	DHX33
ENSG00000143641	GALNT2
ENSG00000205302	SNX2
ENSG00000019505	SYT13
ENSG00000133048	CHI3L1
ENSG00000050767	COL23A1
ENSG00000178028	DMAP1
ENSG00000165553	NGB
ENSG00000182774	RPS17
ENSG00000235750	KIAA0040
ENSG00000136213	CHST12
ENSG00000204599	TRIM39
ENSG00000272602	ZNF595
ENSG00000174796	THAP6
ENSG00000136404	TM6SF1
ENSG00000162444	RBP7
ENSG00000206402	LY6G6D
ENSG00000205327	OR6C68
ENSG00000162383	SLC1A7
ENSG00000188324	OR6C6
ENSG00000010310	GIPR
ENSG00000103199	ZNF500
ENSG00000278114	MUC20
ENSG00000162614	NEXN
ENSG00000057019	DCBLD2
ENSG00000205060	SLC35B4
ENSG00000175183	CSRP2
ENSG00000154007	ASB17
ENSG00000163541	SUCLG1
ENSG00000118785	SPP1
ENSG00000152952	PLOD2
ENSG00000115665	SLC5A7
ENSG00000175040	CHST2
ENSG00000168384	HLA-DPA1
ENSG00000066405	CLDN18
ENSG00000256294	ZNF225
ENSG00000131183	SLC34A1
ENSG00000159433	STARD9
ENSG00000169860	P2RY1
ENSG00000168264	IRF2BP2
ENSG00000100417	PMM1
ENSG00000175215	CTDSP2
ENSG00000054219	LY75
ENSG00000229328	OR2W1
ENSG00000147687	TATDN1
ENSG00000233412	OR5H15
ENSG00000062485	CS
ENSG00000166526	ZNF3
ENSG00000130477	UNC13A
ENSG00000050628	PTGER3
ENSG00000136111	TBC1D4
ENSG00000244038	DDOST
ENSG00000196099	OR6M1
ENSG00000161791	FMNL3
ENSG00000186104	CYP2R1
ENSG00000124233	SEMG1
ENSG00000143793	C1orf35
ENSG00000121749	TBC1D15
ENSG00000278444	CDC42EP5
ENSG00000168703	WFDC12
ENSG00000163217	BMP10
ENSG00000137831	UACA
ENSG00000110171	TRIM3
ENSG00000197283	SYNGAP1
ENSG00000204610	TRIM15
ENSG00000149798	CDC42EP2
ENSG00000074201	CLNS1A
ENSG00000278174	NSF
ENSG00000154545	MAGED4
ENSG00000187559	FOXD4L3
ENSG00000134283	PPHLN1
ENSG00000131375	CAPN7
ENSG00000197056	ZMYM1
ENSG00000165283	STOML2
ENSG00000183574	RNF5
ENSG00000228254	HLA-DQB2
ENSG00000226000	OR2J2
ENSG00000064692	SNCAIP
ENSG00000141497	ZMYND15
ENSG00000143355	LHX9
ENSG00000197150	ABCB8
ENSG00000182040	USH1G
ENSG00000143756	FBXO28
ENSG00000121067	SPOP
ENSG00000143248	RGS5
ENSG00000130558	OLFM1
ENSG00000153896	ZNF599
ENSG00000236515	ZBTB9
ENSG00000117143	UAP1
ENSG00000168995	SIGLEC7
ENSG00000180113	TDRD6
ENSG00000154025	SLC5A10
ENSG00000184492	FOXD4L1
ENSG00000081386	ZNF510
ENSG00000149600	COMMD7
ENSG00000136167	LCP1
ENSG00000163497	FEV
ENSG00000132004	FBXW9
ENSG00000164068	RNF123
ENSG00000128268	MGAT3
ENSG00000164816	DEFA5
ENSG00000159648	TEPP
ENSG00000242485	MRPL20
ENSG00000119969	HELLS
ENSG00000139269	INHBE
ENSG00000164822	DEFA6
ENSG00000205143	ARID3C
ENSG00000124194	GDAP1L1
ENSG00000185739	SRL
ENSG00000211460	TSN
ENSG00000122585	NPY
ENSG00000145216	FIP1L1
ENSG00000243130	PSG11
ENSG00000135838	NPL
ENSG00000170549	IRX1
ENSG00000163528	CHCHD4
ENSG00000103064	SLC7A6
ENSG00000280236	OR12D2
ENSG00000107021	TBC1D13
ENSG00000156009	MAGEA8
ENSG00000206474	OR10C1
ENSG00000204694	OR11A1
ENSG00000112462	OR12D3
ENSG00000135821	GLUL
ENSG00000276044	KIR2DL4
ENSG00000243729	OR5V1
ENSG00000223654	FLOT1
ENSG00000161905	ALOX15
ENSG00000111962	UST
ENSG00000145826	LECT2
ENSG00000131409	LRRC4B
ENSG00000188157	AGRN
ENSG00000103089	FA2H
ENSG00000162736	NCSTN
ENSG00000153303	FRMD1
ENSG00000183640	KRTAP8-1
ENSG00000163793	DNAJC5G
ENSG00000189043	NDUFA4
ENSG00000275659	KIR3DL1
ENSG00000166405	RIC3
ENSG00000161057	PSMC2
ENSG00000105879	CBLL1
ENSG00000274972	FRG2
ENSG00000142449	FBN3
ENSG00000132561	MATN2
ENSG00000182591	KRTAP11-1
ENSG00000168903	BTNL3
ENSG00000187714	SLC18A3
ENSG00000185972	CCIN
ENSG00000182968	SOX1
ENSG00000170385	SLC30A1
ENSG00000162738	VANGL2
ENSG00000179562	GCC1
ENSG00000121446	RGSL1
ENSG00000204316	MRPL38
ENSG00000278427	KIR3DL1
ENSG00000108654	DDX5
ENSG00000104964	AES
ENSG00000186334	SLC36A3
ENSG00000185009	AP3M1
ENSG00000203624	MRPS18B
ENSG00000204688	OR2H1
ENSG00000188878	FBF1
ENSG00000102271	KLHL4
ENSG00000130856	ZNF236
ENSG00000165810	BTNL9
ENSG00000177494	ZBED2
ENSG00000101346	POFUT1
ENSG00000153283	CD96
ENSG00000185774	KCNIP4
ENSG00000177688	SUMO4
ENSG00000104371	DKK4
ENSG00000213023	SYT3
ENSG00000141750	STAC2
ENSG00000278271	KIR2DL4
ENSG00000136874	STX17
ENSG00000143333	RGS16
ENSG00000172354	GNB2
ENSG00000026751	SLAMF7
ENSG00000049618	ARID1B
ENSG00000135824	RGS8
ENSG00000146192	FGD2
ENSG00000101928	MOSPD1
ENSG00000204687	MAS1L
ENSG00000171522	PTGER4
ENSG00000206379	FLOT1
ENSG00000167757	KLK11
ENSG00000107863	ARHGAP21
ENSG00000115902	SLC1A4
ENSG00000146411	SLC2A12
ENSG00000136868	SLC31A1
ENSG00000186930	KRTAP6-2
ENSG00000196705	ZNF431
ENSG00000121797	CCRL2
ENSG00000196184	OR10J1
ENSG00000142230	SAE1
ENSG00000204700	OR2J2
ENSG00000107890	ANKRD26
ENSG00000278870	OR51G1
ENSG00000136152	COG3
ENSG00000173578	XCR1
ENSG00000167397	VKORC1
ENSG00000180708	OR10K2
ENSG00000040341	STAU2
ENSG00000050165	DKK3
ENSG00000174957	OR5J2
ENSG00000177138	FAM9B
ENSG00000105281	SLC1A5
ENSG00000095485	CWF19L1
ENSG00000175662	TOM1L2
ENSG00000137251	TINAG
ENSG00000167981	ZNF597
ENSG00000171448	ZBTB26
ENSG00000126067	PSMB2
ENSG00000124900	TRIM51
ENSG00000100883	SRP54
ENSG00000186532	SMYD4
ENSG00000145029	NICN1
ENSG00000130270	ATP8B3
ENSG00000161381	PLXDC1
ENSG00000134538	SLCO1B1
ENSG00000181927	OR4P4
ENSG00000181939	OR4C15
ENSG00000183258	DDX41
ENSG00000139865	TTC6
ENSG00000164879	CA3
ENSG00000049246	PER3
ENSG00000249709	ZNF564
ENSG00000235715	PSMB8
ENSG00000164398	ACSL6
ENSG00000112309	B3GAT2
ENSG00000182613	OR2V2
ENSG00000077454	LRCH4
ENSG00000183798	EMILIN3
ENSG00000005700	IBTK
ENSG00000109771	LRP2BP
ENSG00000258484	SPESP1
ENSG00000143570	SLC39A1
ENSG00000145194	ECE2
ENSG00000161133	USP41
ENSG00000144895	EIF2A
ENSG00000114812	VIPR1
ENSG00000182223	ZAR1
ENSG00000115808	STRN
ENSG00000205221	VIT
ENSG00000145431	PDGFC
ENSG00000225550	OR2J2
ENSG00000170373	CST1
ENSG00000163681	SLMAP
ENSG00000165689	SDCCAG3
ENSG00000104055	TGM5
ENSG00000162385	MAGOH
ENSG00000182054	IDH2
ENSG00000146963	LUC7L2
ENSG00000143401	ANP32E
ENSG00000104760	FGL1
ENSG00000125831	CST11
ENSG00000105483	CARD8
ENSG00000237112	GABBR1
ENSG00000103423	DNAJA3
ENSG00000168395	ING5
ENSG00000156414	TDRD9
ENSG00000111432	FZD10
ENSG00000139304	PTPRQ
ENSG00000168875	SOX14
ENSG00000166704	ZNF606
ENSG00000197429	IPP
ENSG00000165379	LRFN5
ENSG00000206470	MAS1L
ENSG00000151276	MAGI1
ENSG00000187109	NAP1L1
ENSG00000130988	RGN
ENSG00000036828	CASR
ENSG00000135916	ITM2C
ENSG00000154165	GPR15
ENSG00000160460	SPTBN4
ENSG00000150967	ABCB9
ENSG00000172023	REG1B
ENSG00000176946	THAP4
ENSG00000007038	PRSS21
ENSG00000114439	BBX
ENSG00000180929	GPR62
ENSG00000149516	MS4A3
ENSG00000169605	GKN1
ENSG00000254550	OMP
ENSG00000149260	CAPN5
ENSG00000145332	KLHL8
ENSG00000148248	SURF4
ENSG00000129103	SUMF2
ENSG00000179626	OR6C4
ENSG00000180914	OXTR
ENSG00000171109	MFN1
ENSG00000205328	OR6C65
ENSG00000165684	SNAPC4
ENSG00000101435	CST9L
ENSG00000100241	SBF1
ENSG00000261678	SCRT1
ENSG00000119125	GDA
ENSG00000241863	RPP21
ENSG00000132671	SSTR4
ENSG00000205929	C21orf62
ENSG00000155816	FMN2
ENSG00000189144	ZNF573
ENSG00000221977	OR4E2
ENSG00000149124	GLYAT
ENSG00000147905	ZCCHC7
ENSG00000171102	OBP2B
ENSG00000170801	HTRA3
ENSG00000124490	CRISP2
ENSG00000176979	TRIM60
ENSG00000167380	ZNF226
ENSG00000120805	ARL1
ENSG00000144867	SRPRB
ENSG00000101220	C20orf27
ENSG00000244067	GSTA2
ENSG00000090686	USP48
ENSG00000163093	BBS5
ENSG00000232382	OR5K1
ENSG00000163440	PDCL2
ENSG00000198182	ZNF607
ENSG00000101098	RIMS4
ENSG00000077420	APBB1IP
ENSG00000157423	HYDIN
ENSG00000241644	INMT
ENSG00000064652	SNX24
ENSG00000163630	SYNPR
ENSG00000176783	RUFY1
ENSG00000175264	CHST1
ENSG00000135773	CAPN9
ENSG00000125447	GGA3
ENSG00000176101	SSNA1
ENSG00000181666	HKR1
ENSG00000182747	SLC35D3
ENSG00000120333	MRPS14
ENSG00000080189	SLC35C2
ENSG00000196290	NIF3L1
ENSG00000176281	OR4K5
ENSG00000119927	GPAM
ENSG00000172380	GNG12
ENSG00000140807	NKD1
ENSG00000178187	ZNF454
ENSG00000134827	TCN1
ENSG00000152932	RAB3C
ENSG00000171067	C11orf24
ENSG00000184697	CLDN6
ENSG00000112530	PACRG
ENSG00000123472	ATPAF1
ENSG00000139211	AMIGO2
ENSG00000177192	PUS1
ENSG00000067798	NAV3
ENSG00000121853	GHSR
ENSG00000119421	NDUFA8
ENSG00000135577	NMBR
ENSG00000214415	GNAT3
ENSG00000113758	DBN1
ENSG00000174156	GSTA3
ENSG00000082684	SEMA5B
ENSG00000134294	SLC38A2
ENSG00000075151	EIF4G3
ENSG00000116996	ZP4
ENSG00000169359	SLC33A1
ENSG00000206511	GABBR1
ENSG00000188647	PTAR1
ENSG00000138759	FRAS1
ENSG00000196277	GRM7
ENSG00000112406	HECA
ENSG00000255582	OR10G2
ENSG00000072080	SPP2
ENSG00000106078	COBL
ENSG00000170516	COX7B2
ENSG00000165953	SERPINA12
ENSG00000161217	PCYT1A
ENSG00000277816	LILRB3
ENSG00000266028	SRGAP2
ENSG00000142937	RPS8
ENSG00000204690	OR12D2
ENSG00000123415	SMUG1
ENSG00000134183	GNAT2
ENSG00000109606	DHX15
ENSG00000205560	CPT1B
ENSG00000121671	CRY2
ENSG00000236032	OR5H14
ENSG00000108559	NUP88
ENSG00000170502	NUDT9
ENSG00000185518	SV2B
ENSG00000135775	COG2
ENSG00000134243	SORT1
ENSG00000168159	RNF187
ENSG00000115616	SLC9A2
ENSG00000115084	SLC35F5
ENSG00000113966	ARL6
ENSG00000129028	THAP10
ENSG00000125885	MCM8
ENSG00000170043	TRAPPC1
ENSG00000132205	EMILIN2
ENSG00000122824	NUDT10
ENSG00000137802	MAPKBP1
ENSG00000141338	ABCA8
ENSG00000131389	SLC6A6
ENSG00000182247	UBE2E2
ENSG00000241132	LY6G5B
ENSG00000132953	XPO4
ENSG00000125870	SNRPB2
ENSG00000100109	TFIP11
ENSG00000017483	SLC38A5
ENSG00000278606	KIR2DL4
ENSG00000137394	TRIM10
ENSG00000095587	TLL2
ENSG00000235863	B3GALT4
ENSG00000181192	DHTKD1
ENSG00000197446	CYP2F1
ENSG00000197838	CYP2A13
ENSG00000100804	PSMB5
ENSG00000115365	LANCL1
ENSG00000133313	CNDP2
ENSG00000113569	NUP155
ENSG00000189042	ZNF567
ENSG00000166398	KIAA0355
ENSG00000100505	TRIM9
ENSG00000145040	UCN2
ENSG00000121377	TAS2R7
ENSG00000274665	PVALB
ENSG00000132972	RNF17
ENSG00000165502	RPL36AL
ENSG00000198822	GRM3
ENSG00000182601	HS3ST4
ENSG00000137133	HINT2
ENSG00000182263	FIGN
ENSG00000005206	SPPL2B
ENSG00000177103	DSCAML1
ENSG00000256812	CAPNS2
ENSG00000120727	PAIP2
ENSG00000141376	BCAS3
ENSG00000114993	RTKN
ENSG00000130876	SLC7A10
ENSG00000188818	ZDHHC11
ENSG00000124602	UNC5CL
ENSG00000169564	PCBP1
ENSG00000079819	EPB41L2
ENSG00000166171	DPCD
ENSG00000112799	LY86
ENSG00000164379	FOXQ1
ENSG00000185985	SLITRK2
ENSG00000147124	ZNF41
ENSG00000105198	LGALS13
ENSG00000170144	HNRNPA3
ENSG00000196152	ZNF79
ENSG00000184811	TUSC5
ENSG00000196843	ARID5A
ENSG00000169093	ASMTL
ENSG00000204564	C6orf136
ENSG00000169385	RNASE2
ENSG00000198873	GRK5
ENSG00000036448	MYOM2
ENSG00000102870	ZNF629
ENSG00000123989	CHPF
ENSG00000127084	FGD3
ENSG00000149742	SLC22A9
ENSG00000149313	AASDHPPT
ENSG00000182359	KBTBD3
ENSG00000113763	UNC5A
ENSG00000136816	TOR1B
ENSG00000228883	LY6G5C
ENSG00000158717	RNF166
ENSG00000151353	TMEM18
ENSG00000178623	GPR35
ENSG00000278758	KIR3DL2
ENSG00000242038	EGFL8
ENSG00000166401	SERPINB8
ENSG00000164615	CAMLG
ENSG00000159069	FBXW5
ENSG00000125304	TM9SF2
ENSG00000186047	DLEU7
ENSG00000275663	HIST1H4G
ENSG00000277775	HIST1H3F
ENSG00000275713	HIST1H2BH
ENSG00000099385	BCL7C
ENSG00000273983	HIST1H3G
ENSG00000130383	FUT5
ENSG00000174886	NDUFA11
ENSG00000123594	ATXN3L
ENSG00000165434	PGM2L1
ENSG00000118276	B4GALT6
ENSG00000161594	KLHL10
ENSG00000213626	LBH
ENSG00000161551	ZNF577
ENSG00000107862	GBF1
ENSG00000125970	RALY
ENSG00000273722	TMC4
ENSG00000074755	ZZEF1
ENSG00000078596	ITM2A
ENSG00000278588	HIST1H2BI
ENSG00000158406	HIST1H4H
ENSG00000171051	FPR1
ENSG00000055955	ITIH4
ENSG00000151376	ME3
ENSG00000146285	SCML4
ENSG00000128271	ADORA2A
ENSG00000279012	OR51B2
ENSG00000276004	KIR3DL2
ENSG00000117152	RGS4
ENSG00000118160	SLC8A2
ENSG00000240592	EGFL8
ENSG00000227460	SYNGAP1
ENSG00000188283	ZNF383
ENSG00000104219	ZDHHC2
ENSG00000136108	CKAP2
ENSG00000102970	CCL17
ENSG00000136197	C7orf25
ENSG00000107864	CPEB3
ENSG00000090520	DNAJB11
ENSG00000089335	ZNF302
ENSG00000110697	PITPNM1
ENSG00000115641	FHL2
ENSG00000183251	OR51B4
ENSG00000198028	ZNF560
ENSG00000123352	SPATS2
ENSG00000134531	EMP1
ENSG00000068650	ATP11A
ENSG00000198369	SPRED2
ENSG00000123643	SLC36A1
ENSG00000275511	KIR3DL2
ENSG00000258713	C20orf141
ENSG00000170445	HARS
ENSG00000278856	KIR3DL1
ENSG00000138821	SLC39A8
ENSG00000170324	FRMPD2
ENSG00000273775	KIR3DL1
ENSG00000100934	SEC23A
ENSG00000278850	KIR3DL2
ENSG00000214013	GANC
ENSG00000167136	ENDOG
ENSG00000103091	WDR59
ENSG00000242221	PSG2
ENSG00000137166	FOXP4
ENSG00000213015	ZNF580
ENSG00000277111	PLEKHM1
ENSG00000123584	MAGEA9
ENSG00000230124	ACBD6
ENSG00000123505	AMD1
ENSG00000281763	DHX36
ENSG00000230308	TRIM39
ENSG00000014824	SLC30A9
ENSG00000105707	HPN
ENSG00000174788	PCP2
ENSG00000277398	LILRA1
ENSG00000275190	UGT2B10
ENSG00000101152	DNAJC5
ENSG00000181958	OR4A15
ENSG00000237703	TRIM10
ENSG00000228163	HLA-DPA1
ENSG00000138303	ASCC1
ENSG00000137648	TMPRSS4
ENSG00000118482	PHF3
ENSG00000138587	MNS1
ENSG00000234616	JRK
ENSG00000221944	TIGD1
ENSG00000226832	OR2B3
ENSG00000172594	SMPDL3A
ENSG00000075856	SART3
ENSG00000178982	EIF3K
ENSG00000221970	OR2A1
ENSG00000274193	KIR2DL4
ENSG00000128512	DOCK4
ENSG00000273735	KIR3DL2
ENSG00000231618	PPT2
ENSG00000225845	BTNL2
ENSG00000081154	PCNP
ENSG00000100024	UPB1
ENSG00000178695	KCTD12
ENSG00000147669	POLR2K
ENSG00000234243	GPSM3
ENSG00000092096	SLC22A17
ENSG00000125676	THOC2
ENSG00000206047	DEFA1
ENSG00000184140	OR4F6
ENSG00000244444	EGFL8
ENSG00000168757	TSPY2
ENSG00000141429	GALNT1
ENSG00000165966	PDZRN4
ENSG00000121898	CPXM2
ENSG00000154620	TMSB4Y
ENSG00000013583	HEBP1
ENSG00000166136	NDUFB8
ENSG00000165209	STRBP
ENSG00000184956	MUC6
ENSG00000171443	ZNF524
ENSG00000197935	ZNF311
ENSG00000179133	C10orf67
ENSG00000119723	COQ6
ENSG00000118004	COLEC11
ENSG00000188243	COMMD6
ENSG00000168481	LGI3
ENSG00000164035	EMCN
ENSG00000096080	MRPS18A
ENSG00000166682	TMPRSS5
ENSG00000198915	RASGEF1A
ENSG00000171873	ADRA1D
ENSG00000166507	NDST2
ENSG00000206491	PRR3
ENSG00000185728	YTHDF3
ENSG00000133704	IPO8
ENSG00000167749	KLK4
ENSG00000196950	SLC39A10
ENSG00000198919	DZIP3
ENSG00000132692	BCAN
ENSG00000144674	GOLGA4
ENSG00000143157	POGK
ENSG00000115526	CHST10
ENSG00000139192	TAPBPL
ENSG00000139190	VAMP1
ENSG00000223775	MRPS18B
ENSG00000185261	KIAA0825
ENSG00000116675	DNAJC6
ENSG00000145192	AHSG
ENSG00000163738	MTHFD2L
ENSG00000215305	VPS16
ENSG00000099721	AMELY
ENSG00000149305	HTR3B
ENSG00000116741	RGS2
ENSG00000089327	FXYD5
ENSG00000163734	CXCL3
ENSG00000272674	PCDHB16
ENSG00000120322	PCDHB8
ENSG00000236271	FLOT1
ENSG00000162267	ITIH3
ENSG00000011114	BTBD7
ENSG00000082482	KCNK2
ENSG00000114638	UPK1B
ENSG00000188677	PARVB
ENSG00000177239	MAN1B1
ENSG00000115474	KCNJ13
ENSG00000144015	TRIM43
ENSG00000112855	HARS2
ENSG00000099994	SUSD2
ENSG00000144824	PHLDB2
ENSG00000165280	VCP
ENSG00000148204	CRB2
ENSG00000117625	RCOR3
ENSG00000149970	CNKSR2
ENSG00000164609	SLU7
ENSG00000178078	STAP2
ENSG00000226936	B3GALT4
ENSG00000100201	DDX17
ENSG00000227500	SCAMP4
ENSG00000105819	PMPCB
ENSG00000162723	SLAMF9
ENSG00000149735	GPHA2
ENSG00000186970	KRTAP15-1
ENSG00000274161	DLGAP2
ENSG00000214022	REPIN1
ENSG00000101310	SEC23B
ENSG00000204704	OR2W1
ENSG00000162881	OXER1
ENSG00000188171	ZNF626
ENSG00000265763	ZNF488
ENSG00000182379	NXPH4
ENSG00000226634	DDAH2
ENSG00000166831	RBPMS2
ENSG00000277175	KIR3DL1
ENSG00000197555	SIPA1L1
ENSG00000222047	C10orf55
ENSG00000134940	ACRV1
ENSG00000196074	SYCP2
ENSG00000198604	BAZ1A
ENSG00000224305	HLA-DQB2
ENSG00000182568	SATB1
ENSG00000076716	GPC4
ENSG00000237495	LY6G5C
ENSG00000165202	OR1Q1
ENSG00000109519	GRPEL1
ENSG00000165516	KLHDC2
ENSG00000184786	TCTE3
ENSG00000146376	ARHGAP18
ENSG00000223493	SKIV2L
ENSG00000109911	ELP4
ENSG00000081665	ZNF506
ENSG00000147251	DOCK11
ENSG00000099377	HSD3B7
ENSG00000213593	TMX2
ENSG00000186469	GNG2
ENSG00000215421	ZNF407
ENSG00000161956	SENP3
ENSG00000160888	IER2
ENSG00000102738	MRPS31
ENSG00000168438	CDC40
ENSG00000185674	LYG2
ENSG00000273045	C2orf15
ENSG00000165246	NLGN4Y
ENSG00000133027	PEMT
ENSG00000104290	FZD3
ENSG00000157214	STEAP2
ENSG00000100568	VTI1B
ENSG00000183617	MRPL54
ENSG00000203690	TCP10
ENSG00000172164	SNTB1
ENSG00000275083	KIR3DL2
ENSG00000170412	GPRC5C
ENSG00000115648	MLPH
ENSG00000235443	ZNRD1
ENSG00000228405	RNF5
ENSG00000107562	CXCL12
ENSG00000166685	COG1
ENSG00000215397	SCRT2
ENSG00000212127	TAS2R14
ENSG00000121314	TAS2R8
ENSG00000118245	TNP1
ENSG00000226651	CLIC1
ENSG00000176533	GNG7
ENSG00000132589	FLOT2
ENSG00000150783	TEX12
ENSG00000231129	ABCF1
ENSG00000224395	OR2H1
ENSG00000159212	CLIC6
ENSG00000061794	MRPS35
ENSG00000077232	DNAJC10
ENSG00000135643	KCNMB4
ENSG00000099256	PRTFDC1
ENSG00000274189	KIR2DL4
ENSG00000276329	KIR3DL1
ENSG00000276424	KIR3DL2
ENSG00000130956	HABP4
ENSG00000101746	NOL4
ENSG00000177693	OR4F4
ENSG00000124749	COL21A1
ENSG00000153786	ZDHHC7
ENSG00000120697	ALG5
ENSG00000206329	PPT2
ENSG00000147140	NONO
ENSG00000071889	FAM3A
ENSG00000129009	ISLR
ENSG00000010270	STARD3NL
ENSG00000226417	CLIC1
ENSG00000243137	PSG4
ENSG00000054179	ENTPD2
ENSG00000146151	HMGCLL1
ENSG00000152670	DDX4
ENSG00000244362	KRTAP19-7
ENSG00000186925	KRTAP19-6
ENSG00000277495	OR13A1
ENSG00000172464	OR5AP2
ENSG00000136811	ODF2
ENSG00000136718	IMP4
ENSG00000165312	OTUD1
ENSG00000164985	PSIP1
ENSG00000213782	DDX47
ENSG00000198643	FAM3D
ENSG00000203757	OR6K3
ENSG00000162188	GNG3
ENSG00000140297	GCNT3
ENSG00000173285	OR10K1
ENSG00000136867	SLC31A2
ENSG00000228250	LY6G6C
ENSG00000145780	FEM1C
ENSG00000116199	FAM20B
ENSG00000062282	DGAT2
ENSG00000129824	RPS4Y1
ENSG00000115339	GALNT3
ENSG00000280165	PCDH20
ENSG00000186283	TOR3A
ENSG00000165533	TTC8
ENSG00000150261	OR8K1
ENSG00000278845	MRPL45
ENSG00000067191	CACNB1
ENSG00000172487	OR8J1
ENSG00000160221	C21orf33
ENSG00000152822	GRM1
ENSG00000158488	CD1E
ENSG00000084774	CAD
ENSG00000011454	RABGAP1
ENSG00000169180	XPO6
ENSG00000225781	OR6V1
ENSG00000110944	IL23A
ENSG00000124562	SNRPC
ENSG00000086967	MYBPC2
ENSG00000134684	YARS
ENSG00000111796	KLRB1
ENSG00000240053	LY6G5B
ENSG00000204577	LILRB3
ENSG00000188394	GPR21
ENSG00000099977	DDT
ENSG00000037241	RPL26L1
ENSG00000177383	MAGEF1
ENSG00000101751	POLI
ENSG00000278079	KIR3DL1
ENSG00000163520	FBLN2
ENSG00000277982	KIR3DL2
ENSG00000169635	HIC2
ENSG00000163820	FYCO1
ENSG00000137501	SYTL2
ENSG00000167094	TTC16
ENSG00000234668	ATP6V1G2
ENSG00000159763	PIP
ENSG00000163162	RNF149
ENSG00000236398	TAS2R39
ENSG00000083844	ZNF264
ENSG00000221937	TAS2R40
ENSG00000160404	TOR2A
ENSG00000168993	CPLX1
ENSG00000124215	CDH26
ENSG00000263328	OR8K1
ENSG00000184434	LRRC19
ENSG00000172215	CXCR6
ENSG00000170965	PLAC1
ENSG00000110169	HPX
ENSG00000182827	ACBD3
ENSG00000277540	KIR2DL4
ENSG00000134900	TPP2
ENSG00000162631	NTNG1
ENSG00000189120	SP6
ENSG00000278403	KIR3DL2
ENSG00000079689	SCGN
ENSG00000131480	AOC2
ENSG00000165416	SUGT1
ENSG00000115353	TACR1
ENSG00000187855	ASCL4
ENSG00000121871	SLITRK3
ENSG00000090263	MRPS33
ENSG00000042813	ZPBP
ENSG00000005810	MYCBP2
ENSG00000108826	MRPL27
ENSG00000015532	XYLT2
ENSG00000089876	DHX32
ENSG00000221963	APOL6
ENSG00000168906	MAT2A
ENSG00000162415	ZSWIM5
ENSG00000114019	AMOTL2
ENSG00000096006	CRISP3
ENSG00000011083	SLC6A7
ENSG00000118434	SPACA1
ENSG00000171502	COL24A1
ENSG00000159063	ALG8
ENSG00000188000	OR7D2
ENSG00000144677	CTDSPL
ENSG00000174948	GPR149
ENSG00000182872	RBM10
ENSG00000157152	SYN2
ENSG00000164296	TIGD6
ENSG00000196231	OR2J2
ENSG00000156574	NODAL
ENSG00000163281	GNPDA2
ENSG00000037965	HOXC8
ENSG00000235178	ZNF311
ENSG00000156097	GPR61
ENSG00000233439	PSORS1C1
ENSG00000230301	OR5H6
ENSG00000100814	CCNB1IP1
ENSG00000231192	OR5H1
ENSG00000082153	BZW1
ENSG00000123407	HOXC12
ENSG00000131019	ULBP3
ENSG00000239463	HLA-DMA
ENSG00000205439	KRTAP12-3
ENSG00000166482	MFAP4
ENSG00000187033	SAMD7
ENSG00000163995	ABLIM2
ENSG00000147439	BIN3
ENSG00000072657	TRHDE
ENSG00000051620	HEBP2
ENSG00000139445	FOXN4
ENSG00000113262	GRM6
ENSG00000135502	SLC26A10
ENSG00000185220	PGBD2
ENSG00000135476	ESPL1
ENSG00000206487	C6orf136
ENSG00000203663	OR2L2
ENSG00000126890	CTAG2
ENSG00000124102	PI3
ENSG00000065308	TRAM2
ENSG00000228001	TRIM40
ENSG00000173825	TIGD3
ENSG00000062598	ELMO2
ENSG00000212933	KRTAP12-4
ENSG00000172943	PHF8
ENSG00000172731	LRRC20
ENSG00000142748	FCN3
ENSG00000116954	RRAGC
ENSG00000115762	PLEKHB2
ENSG00000180626	ZNF594
ENSG00000172890	NADSYN1
ENSG00000147533	GOLGA7
ENSG00000131748	STARD3
ENSG00000163618	CADPS
ENSG00000117407	ARTN
ENSG00000153130	SCOC
ENSG00000197437	OR13G1
ENSG00000226941	RBMY1J
ENSG00000186075	ZPBP2
ENSG00000128595	CALU
ENSG00000109390	NDUFC1
ENSG00000142484	TM4SF5
ENSG00000174808	BTC
ENSG00000105576	TNPO2
ENSG00000277163	KIR2DS3
ENSG00000154065	ANKRD29
ENSG00000225932	CTAGE4
ENSG00000114391	RPL24
ENSG00000171466	ZNF562
ENSG00000166736	HTR3A
ENSG00000272573	MUSTN1
ENSG00000166321	NUDT13
ENSG00000119403	PHF19
ENSG00000258588	TRIM6-TRIM34
ENSG00000172318	B3GALT1
ENSG00000173210	ABLIM3
ENSG00000166987	MBD6
ENSG00000244355	LY6G6D
ENSG00000178921	PFAS
ENSG00000165244	ZNF367
ENSG00000185899	TAS2R60
ENSG00000093167	LRRFIP2
ENSG00000091640	SPAG7
ENSG00000178804	H1FOO
ENSG00000112562	SMOC2
ENSG00000178645	C10orf53
ENSG00000174326	SLC16A11
ENSG00000167720	SRR
ENSG00000221878	PSG7
