Ensembl_Id,Domains
ENSG00000162946,
ENSG00000162949,PF00648|PF01067
ENSG00000162951,PF13855
ENSG00000162959,PF01875
ENSG00000162961,PF05186
ENSG00000162971,PF13621
ENSG00000162972,
ENSG00000162975,PF00520|PF02214
ENSG00000162976,PF04193
ENSG00000162980,PF00025
ENSG00000162981,PF04970
ENSG00000162989,PF01007
ENSG00000162992,PF00010|PF12533
ENSG00000162994,PF13838|PF15739
ENSG00000162998,PF01392|PF01759
ENSG00000162999,PF00782
ENSG00000163001,PF11527
ENSG00000163002,PF05172
ENSG00000163006,
ENSG00000163012,PF00569|PF04434|PF13639
ENSG00000163013,PF12937
ENSG00000163017,PF00022
ENSG00000163026,PF15390
ENSG00000163029,PF02463
ENSG00000163032,PF00036|PF13202|PF13499
ENSG00000163040,PF14916|PF14917
ENSG00000163041,PF00125
ENSG00000163046,PF12796
ENSG00000163050,PF03109
ENSG00000163053,PF07690
ENSG00000163060,PF03148
ENSG00000163064,PF00046|PF10525
ENSG00000163069,PF04790
ENSG00000163071,PF16026
ENSG00000163072,PF00611|PF14604
ENSG00000163075,
ENSG00000163081,
ENSG00000163082,PF01569
ENSG00000163083,PF00019|PF00688
ENSG00000163092,PF00412|PF08043
ENSG00000163093,PF07289
ENSG00000163098,PF00653|PF13920
ENSG00000163104,PF00176|PF00271
ENSG00000163106,PF02798|PF14497
ENSG00000163110,PF00412|PF00595|PF15936
ENSG00000163114,PF00676
ENSG00000163116,PF07004
ENSG00000163121,PF07177|PF13920
ENSG00000163125,PF04818|PF16566
ENSG00000163126,PF12796|PF13606
ENSG00000163131,PF00112|PF08246
ENSG00000163132,PF00046
ENSG00000163138,PF10274
ENSG00000163141,PF12496|PF13716
ENSG00000163145,PF00386|PF01391
ENSG00000163154,PF05527
ENSG00000163155,PF01476
ENSG00000163156,PF15803|PF15805
ENSG00000163157,PF03250
ENSG00000163159,PF05764|PF08265
ENSG00000163161,PF04851|PF13625|PF16203
ENSG00000163162,PF02225|PF13639
ENSG00000163166,PF08711
ENSG00000163170,PF01722
ENSG00000163171,PF00786|PF14957
ENSG00000163191,PF00036|PF01023
ENSG00000163202,PF14672
ENSG00000163206,
ENSG00000163207,PF00904|PF10583
ENSG00000163209,PF02389
ENSG00000163214,PF00270|PF00271|PF00642|PF04408|PF05773|PF07717
ENSG00000163216,PF14820
ENSG00000163217,PF00019|PF00688
ENSG00000163218,PF01510
ENSG00000163219,PF00169|PF00620
ENSG00000163220,PF01023
ENSG00000163221,PF01023
ENSG00000163235,
ENSG00000163239,PF00076|PF00567
ENSG00000163249,PF00134
ENSG00000163251,PF01392|PF01534
ENSG00000163254,PF00030
ENSG00000163257,PF15349
ENSG00000163263,PF15104
ENSG00000163273,PF00212
ENSG00000163281,PF01182
ENSG00000163283,PF00245
ENSG00000163285,PF02931|PF02932
ENSG00000163286,PF00245
ENSG00000163288,PF02931|PF02932
ENSG00000163291,PF03006
ENSG00000163293,PF05653
ENSG00000163295,PF00245
ENSG00000163297,PF00092|PF05586|PF05587
ENSG00000163312,PF00270|PF00271
ENSG00000163319,PF01084
ENSG00000163320,
ENSG00000163322,
ENSG00000163328,PF00610|PF03547
ENSG00000163331,PF13853|PF15228
ENSG00000163344,PF04275
ENSG00000163346,
ENSG00000163347,PF00822
ENSG00000163348,PF00628
ENSG00000163349,PF00069
ENSG00000163352,PF15221
ENSG00000163354,PF07782
ENSG00000163357,PF07782
ENSG00000163359,PF00014|PF00092|PF01391
ENSG00000163362,PF11819
ENSG00000163374,
ENSG00000163376,PF00651|PF01344|PF07707
ENSG00000163377,PF12020
ENSG00000163378,PF04577
ENSG00000163380,PF03250
ENSG00000163382,PF03853
ENSG00000163389,PF05686
ENSG00000163393,PF00083|PF07690
ENSG00000163394,PF00001|PF09193
ENSG00000163395,PF00041|PF07679
ENSG00000163399,PF00122|PF00689|PF00690|PF00702|PF13246
ENSG00000163406,PF00854
ENSG00000163412,PF01652
ENSG00000163421,PF06607
ENSG00000163424,
ENSG00000163428,PF13855
ENSG00000163430,PF07648|PF09289
ENSG00000163431,PF02205|PF03250
ENSG00000163435,PF00178|PF02198
ENSG00000163440,PF02114
ENSG00000163444,
ENSG00000163449,PF15052
ENSG00000163453,PF00219|PF07648|PF07679
ENSG00000163462,PF00643|PF13445
ENSG00000163463,PF09775
ENSG00000163464,PF00001
ENSG00000163466,PF04045
ENSG00000163467,PF15836
ENSG00000163468,PF00118
ENSG00000163472,
ENSG00000163479,PF05753
ENSG00000163481,PF05773
ENSG00000163482,PF00069|PF13646
ENSG00000163485,PF00001
ENSG00000163491,PF00069
ENSG00000163492,PF00435
ENSG00000163497,PF00178
ENSG00000163499,PF00030
ENSG00000163501,PF01079|PF01085
ENSG00000163507,
ENSG00000163508,PF00907|PF16176
ENSG00000163510,PF02847|PF02854
ENSG00000163512,PF12845
ENSG00000163513,PF07714|PF08917
ENSG00000163515,PF06954
ENSG00000163516,PF13857
ENSG00000163517,PF00850
ENSG00000163518,PF00047|PF13895
ENSG00000163519,PF15330
ENSG00000163520,PF01821|PF07645|PF12662|PF14670
ENSG00000163521,PF01301
ENSG00000163527,PF02516
ENSG00000163528,PF06747
ENSG00000163530,PF14047|PF14049
ENSG00000163531,PF00041|PF00047|PF07679|PF13882|PF13927
ENSG00000163534,PF13895|PF13927
ENSG00000163535,
ENSG00000163536,PF00079
ENSG00000163539,PF12348
ENSG00000163541,PF00549|PF02629
ENSG00000163545,PF00069
ENSG00000163554,PF00018|PF00435|PF08726
ENSG00000163558,PF00069|PF00130|PF00433|PF00564
ENSG00000163563,PF02758|PF02760
ENSG00000163564,PF02758|PF02760
ENSG00000163565,PF02758|PF02760
ENSG00000163568,PF02758|PF02760
ENSG00000163576,PF13499
ENSG00000163577,PF01287
ENSG00000163581,PF00083
ENSG00000163584,PF01776
ENSG00000163586,PF14651
ENSG00000163590,PF00481
ENSG00000163596,PF04629|PF06456
ENSG00000163599,PF07686
ENSG00000163600,PF15910
ENSG00000163602,PF00641|PF17219
ENSG00000163605,PF09184
ENSG00000163606,PF08205
ENSG00000163607,PF00009|PF01926
ENSG00000163608,PF14780
ENSG00000163611,PF15678
ENSG00000163617,
ENSG00000163618,PF00169|PF06292
ENSG00000163623,PF00046
ENSG00000163624,PF01148
ENSG00000163625,PF01363|PF02138|PF14844|PF15787
ENSG00000163626,PF02096
ENSG00000163629,PF00102|PF00373|PF00595|PF09379|PF09380|PF16474|PF16599
ENSG00000163630,PF01284
ENSG00000163631,PF00273
ENSG00000163632,
ENSG00000163633,PF15022
ENSG00000163634,PF05615
ENSG00000163635,PF08313
ENSG00000163636,PF01399|PF10602
ENSG00000163637,PF00412|PF06297
ENSG00000163638,PF00090|PF01421|PF01562|PF05986|PF08685
ENSG00000163644,PF00481
ENSG00000163645,PF14977
ENSG00000163646,
ENSG00000163655,PF00117|PF00958|PF02540
ENSG00000163659,PF00644
ENSG00000163660,PF00134|PF02984
ENSG00000163661,PF00354
ENSG00000163666,PF00046
ENSG00000163673,PF00069|PF03607
ENSG00000163681,PF00498
ENSG00000163682,PF00347
ENSG00000163683,PF11027
ENSG00000163684,PF01900
ENSG00000163686,PF00561
ENSG00000163687,PF03372
ENSG00000163689,PF05018
ENSG00000163694,PF00076
ENSG00000163697,PF00397|PF00640
ENSG00000163701,PF08357|PF15037
ENSG00000163702,PF08357|PF15037
ENSG00000163703,PF07645|PF11938
ENSG00000163704,
ENSG00000163705,PF15124
ENSG00000163710,PF00431|PF01759
ENSG00000163714,PF00076|PF01805|PF08312
ENSG00000163719,
ENSG00000163728,PF13414
ENSG00000163734,PF00048
ENSG00000163735,PF00048
ENSG00000163736,PF00048
ENSG00000163737,PF00048
ENSG00000163738,PF00763|PF02882
ENSG00000163739,PF00048
ENSG00000163743,PF05495|PF13639|PF14599
ENSG00000163746,PF03803
ENSG00000163749,PF15921
ENSG00000163751,PF00246|PF02244
ENSG00000163754,PF01501
ENSG00000163755,PF14761|PF14762|PF14763
ENSG00000163762,PF05805
ENSG00000163781,PF00533|PF12738
ENSG00000163785,PF02019|PF07714
ENSG00000163788,PF00069
ENSG00000163792,PF00010
ENSG00000163793,PF00226
ENSG00000163794,PF00473
ENSG00000163795,
ENSG00000163798,PF00035|PF00498
ENSG00000163803,PF00657
ENSG00000163806,PF11357
ENSG00000163807,PF15377
ENSG00000163808,PF00225|PF15908
ENSG00000163810,PF00868|PF00927|PF01841
ENSG00000163811,PF00400|PF04003
ENSG00000163812,PF01529
ENSG00000163814,
ENSG00000163815,PF00059
ENSG00000163817,PF00209
ENSG00000163818,PF15294
ENSG00000163820,PF01363|PF02759|PF13897
ENSG00000163823,PF00001
ENSG00000163825,PF13695
ENSG00000163827,PF13855
ENSG00000163832,PF09807
ENSG00000163833,PF15965|PF15966
ENSG00000163840,PF13923
ENSG00000163848,
ENSG00000163864,PF01467
ENSG00000163866,PF15990
ENSG00000163867,PF06467|PF14291
ENSG00000163870,PF10160
ENSG00000163872,PF03366
ENSG00000163873,PF00060|PF01094|PF10613
ENSG00000163874,PF11977
ENSG00000163875,PF09340
ENSG00000163877,PF00498
ENSG00000163879,PF10211
ENSG00000163882,PF03870
ENSG00000163884,PF00096
ENSG00000163885,PF13863
ENSG00000163888,PF15170
ENSG00000163898,PF00151
ENSG00000163900,PF09335
ENSG00000163902,PF04597
ENSG00000163904,PF02902
ENSG00000163909,PF00010|PF07527
ENSG00000163913,PF00400
ENSG00000163914,PF00001|PF10413
ENSG00000163918,PF00004|PF03215|PF08542
ENSG00000163923,PF00832
ENSG00000163930,PF01088
ENSG00000163931,PF00456|PF02779|PF02780
ENSG00000163932,PF00069|PF00130|PF00433
ENSG00000163933,PF04506
ENSG00000163935,PF00536|PF02820|PF12140
ENSG00000163938,PF01926|PF08701
ENSG00000163939,PF00439|PF00505|PF01426
ENSG00000163945,PF09740
ENSG00000163946,PF12509
ENSG00000163947,PF00621
ENSG00000163950,PF15247
ENSG00000163956,PF06400|PF06401
ENSG00000163958,PF01529
ENSG00000163959,PF03619
ENSG00000163960,PF00789|PF13899|PF14555
ENSG00000163961,PF14447
ENSG00000163964,PF08320
ENSG00000163975,PF00405
ENSG00000163982,PF03189
ENSG00000163993,PF01023
ENSG00000163995,PF00412|PF02209|PF16182
ENSG00000164002,PF09810
ENSG00000164007,PF00822
ENSG00000164008,PF10504
ENSG00000164010,PF00622|PF07686|PF13765
ENSG00000164011,PF00096
ENSG00000164022,PF01588
ENSG00000164023,PF14360
ENSG00000164024,PF00557|PF15801
ENSG00000164031,PF00226|PF09320
ENSG00000164032,PF00125|PF16211
ENSG00000164035,PF07010
ENSG00000164037,PF00999
ENSG00000164038,PF00999|PF13561
ENSG00000164039,PF00106|PF13561
ENSG00000164040,PF00173
ENSG00000164045,PF00581|PF06617
ENSG00000164047,PF00666|PF12153
ENSG00000164048,PF00096|PF01352|PF13894
ENSG00000164049,PF12937
ENSG00000164050,PF01403|PF01437|PF01833|PF08337
ENSG00000164051,
ENSG00000164053,
ENSG00000164054,PF13908
ENSG00000164056,PF05210
ENSG00000164061,PF05715
ENSG00000164062,PF00326
ENSG00000164066,
ENSG00000164068,PF00622|PF13920
ENSG00000164070,PF00012
ENSG00000164073,PF07690
ENSG00000164074,PF09752
ENSG00000164076,PF00069
ENSG00000164077,PF03164
ENSG00000164078,PF01403|PF01833|PF07714
ENSG00000164080,PF00176|PF00271
ENSG00000164081,
ENSG00000164082,PF00003|PF01094|PF07562
ENSG00000164086,PF00581|PF00782
ENSG00000164087,PF00400
ENSG00000164088,PF00481
ENSG00000164089,PF00202
ENSG00000164091,PF00400
ENSG00000164093,PF00046|PF03826
ENSG00000164096,
ENSG00000164099,PF00051|PF00089|PF00530
ENSG00000164100,PF00685|PF12062
ENSG00000164104,PF00505|PF09011
ENSG00000164105,PF13866|PF13867
ENSG00000164106,PF15224
ENSG00000164107,PF00010
ENSG00000164109,PF02301
ENSG00000164111,PF00191
ENSG00000164112,
ENSG00000164113,PF00035|PF02137
ENSG00000164114,
ENSG00000164116,PF00211|PF07700|PF07701
ENSG00000164117,PF01369|PF12937
ENSG00000164118,PF15007
ENSG00000164120,PF00106
ENSG00000164122,PF07525|PF12796
ENSG00000164123,PF15123
ENSG00000164124,PF07857
ENSG00000164125,PF15051
ENSG00000164128,PF00001
ENSG00000164129,PF00001
ENSG00000164134,PF12569|PF13181
ENSG00000164136,PF02372
ENSG00000164142,PF10257
ENSG00000164144,PF06456
ENSG00000164151,
ENSG00000164161,PF03024|PF07995
ENSG00000164162,PF03256
ENSG00000164163,PF00005|PF00037|PF04068
ENSG00000164164,PF02338
ENSG00000164167,PF01423
ENSG00000164168,PF03619
ENSG00000164169,PF06325
ENSG00000164171,PF00092|PF01839|PF08441
ENSG00000164172,PF02391|PF02597
ENSG00000164175,PF13347
ENSG00000164176,PF00008|PF00754|PF12661
ENSG00000164180,PF10268
ENSG00000164181,PF01151
ENSG00000164182,PF05071
ENSG00000164185,PF13913
ENSG00000164187,PF04791
ENSG00000164188,PF00638
ENSG00000164190,PF12765|PF12830
ENSG00000164197,PF13920
ENSG00000164199,PF00002|PF03160|PF03736|PF13385
ENSG00000164209,PF00153
ENSG00000164211,PF01852
ENSG00000164219,PF00432
ENSG00000164220,PF00001
ENSG00000164221,
ENSG00000164236,PF12796
ENSG00000164237,PF01738
ENSG00000164241,PF05768
ENSG00000164244,PF01931
ENSG00000164251,PF00001
ENSG00000164252,PF00498|PF01585
ENSG00000164253,PF00400
ENSG00000164256,PF00096|PF00856|PF01352|PF09514|PF13912
ENSG00000164258,PF04800
ENSG00000164265,PF01099
ENSG00000164266,PF00050
ENSG00000164270,PF00001
ENSG00000164283,PF00219
ENSG00000164284,PF01025
ENSG00000164287,PF00400|PF12894
ENSG00000164291,PF00884
ENSG00000164292,PF00071|PF00651
ENSG00000164294,PF00255
ENSG00000164296,PF03184|PF03221|PF04218
ENSG00000164299,
ENSG00000164300,PF03348
ENSG00000164303,PF01663
ENSG00000164304,PF15066
ENSG00000164305,PF00656
ENSG00000164306,PF03121
ENSG00000164307,PF01433|PF11838
ENSG00000164308,PF01433|PF11838
ENSG00000164309,PF00041
ENSG00000164318,PF00008|PF00041|PF00054|PF02210
ENSG00000164323,PF13879
ENSG00000164325,PF15029
ENSG00000164326,PF06373
ENSG00000164327,PF14663|PF14664|PF14665|PF14666|PF14668
ENSG00000164329,PF03828
ENSG00000164330,PF01833|PF16422|PF16423
ENSG00000164331,PF12796|PF13857
ENSG00000164332,PF00240|PF03031
ENSG00000164334,
ENSG00000164338,PF00400|PF09384
ENSG00000164342,PF00560|PF01582|PF13306|PF13516|PF13855
ENSG00000164344,PF00024|PF00067|PF00089
ENSG00000164346,PF01201
ENSG00000164347,PF00009|PF00679|PF03144|PF03764|PF14492
ENSG00000164362,PF00078|PF12009
ENSG00000164363,PF00209
ENSG00000164366,
ENSG00000164379,PF00250
ENSG00000164393,PF00002|PF01825
ENSG00000164398,PF00501
ENSG00000164399,PF02059
ENSG00000164400,PF01109
ENSG00000164402,PF00735
ENSG00000164403,PF08687|PF08688
ENSG00000164404,PF00019
ENSG00000164405,PF02939
ENSG00000164406,PF07359
ENSG00000164411,PF00029
ENSG00000164414,PF04142
ENSG00000164418,PF00060|PF01094|PF10613
ENSG00000164430,PF03281
ENSG00000164434,PF00061
ENSG00000164438,PF00046
ENSG00000164440,PF09728
ENSG00000164442,PF04487
ENSG00000164451,PF14798
ENSG00000164458,PF00907
ENSG00000164463,
ENSG00000164465,PF00431|PF00754|PF03815
ENSG00000164466,PF03820
ENSG00000164483,PF00536
ENSG00000164484,PF10177
ENSG00000164485,PF01108|PF09294
ENSG00000164488,PF15268
ENSG00000164494,PF00348
ENSG00000164500,PF15073
ENSG00000164506,PF00400|PF08366|PF08596
ENSG00000164508,PF00125|PF16211
ENSG00000164509,PF00041|PF09240
ENSG00000164512,PF12796|PF13857
ENSG00000164520,PF00129
ENSG00000164530,PF00188
ENSG00000164532,PF00907
ENSG00000164535,PF01764
ENSG00000164542,PF08014
ENSG00000164543,PF00069
ENSG00000164548,PF00076
ENSG00000164574,PF00535|PF00652|PF02709
ENSG00000164576,PF13866|PF13867
ENSG00000164587,PF00411
ENSG00000164588,PF00027|PF00520|PF08412
ENSG00000164591,PF05556
ENSG00000164597,PF10392
ENSG00000164600,PF00010|PF12533
ENSG00000164603,PF11968
ENSG00000164604,PF00001
ENSG00000164609,PF11708
ENSG00000164610,
ENSG00000164611,PF04856
ENSG00000164615,PF14963
ENSG00000164619,PF00093|PF00094|PF01826|PF08742
ENSG00000164620,PF12606
ENSG00000164626,PF07885
ENSG00000164627,PF00225
ENSG00000164631,PF00096|PF01352|PF13912
ENSG00000164638,PF01733
ENSG00000164645,
ENSG00000164647,PF01794
ENSG00000164649,PF10497
ENSG00000164651,PF00096|PF13894
ENSG00000164654,PF17034
ENSG00000164659,
ENSG00000164663,PF00443|PF02148
ENSG00000164674,PF00168|PF02318
ENSG00000164675,PF00240
ENSG00000164683,PF00010|PF07527
ENSG00000164684,
ENSG00000164687,PF00061
ENSG00000164690,PF01079|PF01085
ENSG00000164691,PF00620
ENSG00000164692,PF01391|PF01410
ENSG00000164694,PF00041
ENSG00000164695,PF03357
ENSG00000164707,PF00939
ENSG00000164708,PF00300
ENSG00000164713,PF10164
ENSG00000164715,PF07714
ENSG00000164729,PF00892
ENSG00000164733,PF00112|PF08127
ENSG00000164736,PF00505|PF12067
ENSG00000164741,PF00620|PF01852|PF07647
ENSG00000164742,PF00211|PF16214
ENSG00000164743,PF15379
ENSG00000164744,PF07738
ENSG00000164746,
ENSG00000164749,PF00104|PF00105
ENSG00000164751,PF00097|PF04757
ENSG00000164754,PF04824|PF04825
ENSG00000164756,PF01545
ENSG00000164758,PF11315
ENSG00000164761,PF00020|PF00531
ENSG00000164764,PF00090
ENSG00000164776,PF00069
ENSG00000164778,PF00046|PF10525
ENSG00000164794,PF00520|PF02214
ENSG00000164796,PF00084|PF00431
ENSG00000164808,PF14950|PF14951
ENSG00000164815,PF13191|PF14630
ENSG00000164816,PF00323|PF00879
ENSG00000164818,PF02985|PF13646
ENSG00000164821,PF00323|PF00879
ENSG00000164822,PF00323|PF00879
ENSG00000164823,
ENSG00000164825,PF00711
ENSG00000164828,PF07738|PF09387
ENSG00000164830,PF01476|PF07534
ENSG00000164841,PF14927
ENSG00000164849,PF00001
ENSG00000164850,PF00001
ENSG00000164853,PF00046
ENSG00000164855,PF03619
ENSG00000164867,PF00175|PF00258|PF00667|PF02898
ENSG00000164871,PF00711|PF05324
ENSG00000164877,PF00307|PF00412|PF12130
ENSG00000164879,PF00194
ENSG00000164880,PF12432
ENSG00000164885,PF00069
ENSG00000164889,PF00955|PF07565
ENSG00000164893,PF13520
ENSG00000164896,PF06743|PF08368|PF08373
ENSG00000164897,PF00240
ENSG00000164898,
ENSG00000164900,PF00046
ENSG00000164902,PF10258
ENSG00000164904,PF00171
ENSG00000164916,PF00250|PF00498
ENSG00000164919,PF02937
ENSG00000164920,PF00096|PF13894|PF13912
ENSG00000164924,PF00244
ENSG00000164929,PF06989
ENSG00000164930,PF01392|PF01534
ENSG00000164932,PF01391
ENSG00000164933,PF00153
ENSG00000164934,PF00400|PF04158|PF08662
ENSG00000164935,PF07782
ENSG00000164938,PF14839
ENSG00000164941,
ENSG00000164944,PF15912
ENSG00000164946,PF00059|PF03160|PF16184
ENSG00000164949,PF00071
ENSG00000164951,PF00481
ENSG00000164953,PF09773
ENSG00000164961,PF10266
ENSG00000164967,PF01918
ENSG00000164970,PF15260
ENSG00000164972,PF15181
ENSG00000164975,PF12251
ENSG00000164976,PF01055
ENSG00000164978,PF00293
ENSG00000164983,PF10507
ENSG00000164985,PF00855|PF11467
ENSG00000164989,
ENSG00000165006,
ENSG00000165023,PF00071
ENSG00000165025,PF00017|PF07714
ENSG00000165028,PF07978
ENSG00000165029,PF00005|PF12698
ENSG00000165030,PF06529|PF07716
ENSG00000165046,PF07766
ENSG00000165055,PF13489
ENSG00000165059,PF00069
ENSG00000165060,PF01491
ENSG00000165061,PF12171|PF12874
ENSG00000165066,PF00046
ENSG00000165071,PF15121
ENSG00000165072,PF00629
ENSG00000165076,PF00089
ENSG00000165078,PF00246|PF02244
ENSG00000165084,
ENSG00000165091,PF07810
ENSG00000165092,PF00171
ENSG00000165097,PF01593|PF04433|PF07496
ENSG00000165102,PF07786|PF16401
ENSG00000165105,PF00071|PF13499
ENSG00000165113,
ENSG00000165115,PF00225
ENSG00000165118,PF10343
ENSG00000165119,PF00013|PF08067
ENSG00000165120,PF15468
ENSG00000165124,PF00008|PF00084|PF00092|PF00354|PF02494|PF07645|PF07699|PF12661
ENSG00000165125,PF00023|PF00520|PF12796
ENSG00000165131,PF15838
ENSG00000165138,PF00536|PF12796
ENSG00000165140,PF00316
ENSG00000165152,
ENSG00000165156,PF00046|PF11569
ENSG00000165164,
ENSG00000165168,PF01794|PF08022|PF08030
ENSG00000165169,PF03645
ENSG00000165171,PF13649
ENSG00000165175,PF07084
ENSG00000165181,
ENSG00000165182,
ENSG00000165185,PF12012
ENSG00000165186,PF02460
ENSG00000165188,PF13639
ENSG00000165192,PF07525|PF12796|PF13637
ENSG00000165194,PF00028|PF08266
ENSG00000165195,PF00534|PF08288
ENSG00000165197,PF00341
ENSG00000165202,PF13853
ENSG00000165204,PF13853
ENSG00000165209,PF00035|PF07528
ENSG00000165215,PF00822
ENSG00000165219,PF00616|PF02204
ENSG00000165233,
ENSG00000165238,PF00069|PF12202
ENSG00000165240,PF00122|PF00403|PF00702
ENSG00000165244,PF13912
ENSG00000165246,PF00135
ENSG00000165259,PF00046
ENSG00000165264,PF09782
ENSG00000165269,PF00230
ENSG00000165271,PF03813
ENSG00000165272,PF00230
ENSG00000165275,PF01746
ENSG00000165280,PF00004|PF02359|PF02933|PF09336
ENSG00000165282,PF01663
ENSG00000165283,PF01145|PF16200
ENSG00000165288,PF00400|PF00439
ENSG00000165300,PF13855
ENSG00000165304,PF00069|PF02149
ENSG00000165309,PF00514|PF13646|PF14381
ENSG00000165312,PF02338
ENSG00000165322,PF00169|PF00620|PF14604|PF16618
ENSG00000165323,PF00008|PF00028|PF02210
ENSG00000165325,PF17045
ENSG00000165338,PF00632
ENSG00000165349,PF13520|PF13906
ENSG00000165355,PF12937
ENSG00000165359,PF13519|PF15300
ENSG00000165370,PF00001
ENSG00000165376,PF00822
ENSG00000165379,PF07679|PF13306
ENSG00000165383,PF13855
ENSG00000165389,PF11779
ENSG00000165392,PF00270|PF00271|PF00570|PF01612|PF09382|PF14493|PF16124
ENSG00000165406,PF12906
ENSG00000165409,PF00001|PF13306
ENSG00000165410,PF00241
ENSG00000165416,PF04969|PF05002
ENSG00000165417,PF03153
ENSG00000165424,PF13696|PF17180
ENSG00000165434,PF00408|PF02878|PF02879|PF02880
ENSG00000165443,PF00041
ENSG00000165449,PF07690
ENSG00000165457,PF03024
ENSG00000165458,PF00017|PF00536|PF03372
ENSG00000165462,PF00046
ENSG00000165471,PF00059|PF01391
ENSG00000165474,PF00029
ENSG00000165475,PF00725|PF02737
ENSG00000165476,PF03134
ENSG00000165478,PF07686|PF13927
ENSG00000165480,
ENSG00000165487,PF13833
ENSG00000165490,PF08646
ENSG00000165494,PF04818
ENSG00000165495,PF05920|PF16493
ENSG00000165496,PF00252
ENSG00000165501,PF12799|PF13516
ENSG00000165502,PF00935
ENSG00000165506,PF08190
ENSG00000165507,PF15343
ENSG00000165509,PF01454
ENSG00000165512,PF00096
ENSG00000165516,PF13415|PF13418
ENSG00000165521,PF00400|PF03451|PF12894
ENSG00000165525,PF05670|PF05833|PF11923
ENSG00000165526,PF00849
ENSG00000165527,PF00025
ENSG00000165533,PF13176|PF13181|PF13429|PF13432
ENSG00000165548,PF02714|PF13967|PF14703
ENSG00000165553,PF00042
ENSG00000165555,PF03807
ENSG00000165556,PF00046|PF04731
ENSG00000165566,PF09422
ENSG00000165568,PF00248
ENSG00000165572,PF00651|PF01344|PF07707
ENSG00000165583,PF09514
ENSG00000165584,PF09514
ENSG00000165588,PF00046|PF03529
ENSG00000165591,PF01425
ENSG00000165606,PF00046|PF03826
ENSG00000165609,PF00293
ENSG00000165617,PF15268
ENSG00000165621,PF00001
ENSG00000165623,PF17085
ENSG00000165626,PF10523
ENSG00000165629,PF00231
ENSG00000165630,PF02840|PF08799
ENSG00000165632,PF00628|PF07524
ENSG00000165633,PF00047|PF07686
ENSG00000165637,PF01459
ENSG00000165643,PF00010
ENSG00000165644,PF01596
ENSG00000165646,PF07690
ENSG00000165650,PF00130|PF00595
ENSG00000165655,PF12402
ENSG00000165660,
ENSG00000165661,PF00085|PF04777
ENSG00000165669,
ENSG00000165671,PF00855|PF00856
ENSG00000165672,PF00578|PF10417
ENSG00000165675,PF00076
ENSG00000165678,PF01027
ENSG00000165682,PF00059
ENSG00000165684,PF00249|PF13921
ENSG00000165685,PF14979
ENSG00000165688,PF00675|PF05193
ENSG00000165689,
ENSG00000165694,PF00373|PF08736|PF09379|PF09380
ENSG00000165695,PF00406
ENSG00000165698,PF15120
ENSG00000165699,PF04388
ENSG00000165702,PF00096|PF13894|PF13912
ENSG00000165704,PF00156
ENSG00000165714,PF10158
ENSG00000165716,PF12260|PF14875
ENSG00000165724,PF01753|PF13392
ENSG00000165730,PF10264
ENSG00000165731,PF00028|PF07714
ENSG00000165732,PF00270|PF00271|PF08152
ENSG00000165733,PF04950|PF08142
ENSG00000165752,PF00069
ENSG00000165757,PF15351
ENSG00000165762,PF13853
ENSG00000165775,PF04930
ENSG00000165782,PF09788
ENSG00000165792,PF09243
ENSG00000165794,PF02535
ENSG00000165795,PF03096
ENSG00000165799,PF00074
ENSG00000165801,PF00621
ENSG00000165802,PF00612
ENSG00000165804,PF13894
ENSG00000165805,PF15663
ENSG00000165806,PF00656
ENSG00000165807,PF14895
ENSG00000165810,PF00622|PF07686|PF13765
ENSG00000165813,
ENSG00000165816,PF00008|PF00092
ENSG00000165819,PF05063
ENSG00000165821,PF12874|PF13912
ENSG00000165828,PF15314
ENSG00000165832,PF01509
ENSG00000165837,PF14977
ENSG00000165841,PF00067
ENSG00000165861,PF01363
ENSG00000165863,
ENSG00000165868,
ENSG00000165879,PF05350
ENSG00000165886,PF00240|PF16455
ENSG00000165887,PF00023|PF12796
ENSG00000165891,PF02319
ENSG00000165895,PF00169|PF00620|PF14604|PF16746
ENSG00000165898,PF01521
ENSG00000165899,PF00094|PF01826|PF05270|PF08742
ENSG00000165905,PF01501|PF13896
ENSG00000165912,PF00018|PF00611|PF14604
ENSG00000165914,PF12895|PF13181|PF13424
ENSG00000165915,PF02535
ENSG00000165916,PF00004
ENSG00000165917,PF10579|PF13181|PF13424|PF13639
ENSG00000165923,PF00246
ENSG00000165929,PF00168
ENSG00000165934,PF07521|PF10996|PF13299|PF16661
ENSG00000165935,PF14992
ENSG00000165943,PF14893
ENSG00000165948,PF06140
ENSG00000165949,PF06140
ENSG00000165953,PF00079
ENSG00000165959,PF00307
ENSG00000165966,PF00595|PF13923
ENSG00000165970,PF00209
ENSG00000165972,PF13863
ENSG00000165973,PF00093|PF07645|PF12947
ENSG00000165983,PF02126
ENSG00000165985,PF00386|PF01391
ENSG00000165995,PF00625|PF12052
ENSG00000165996,PF04387
ENSG00000165997,PF00025
ENSG00000166002,PF15012
ENSG00000166004,PF15309
ENSG00000166006,PF00520|PF02214
ENSG00000166012,PF15333
ENSG00000166016,PF00651|PF12796
ENSG00000166024,
ENSG00000166025,PF12240
ENSG00000166033,PF00219|PF00595|PF07648|PF13365
ENSG00000166035,PF00151|PF01477
ENSG00000166037,PF06657|PF14073
ENSG00000166046,PF05794
ENSG00000166049,
ENSG00000166068,PF00568|PF05210
ENSG00000166069,PF14992
