Gene stable ID,SMART domains ID
ENSG00000129657,SM00516
ENSG00000176256,SM00398
ENSG00000107890,
ENSG00000162928,
ENSG00000088320,SM00175
ENSG00000088320,SM00173
ENSG00000088320,SM00174
ENSG00000180383,
ENSG00000165555,
ENSG00000104205,SM00133
ENSG00000104205,SM00312
ENSG00000104205,SM00220
ENSG00000152214,SM00174
ENSG00000152214,SM00173
ENSG00000152214,SM00175
ENSG00000152214,SM00176
ENSG00000187902,
ENSG00000104205,
ENSG00000166734,
ENSG00000162928,SM00326
ENSG00000173992,
ENSG00000162992,SM00353
ENSG00000089094,
ENSG00000197140,SM00608
ENSG00000197140,SM00050
ENSG00000131876,
ENSG00000120686,
ENSG00000182791,
ENSG00000124541,
ENSG00000099365,SM00503
ENSG00000099365,SM00397
ENSG00000107890,SM00248
ENSG00000170633,SM00184
ENSG00000165899,SM00215
ENSG00000165899,SM00832
ENSG00000165899,SM00041
ENSG00000165899,SM00216
ENSG00000170633,
ENSG00000165899,
ENSG00000144040,
ENSG00000132437,
ENSG00000277060,SM01289
ENSG00000277060,SM00368
ENSG00000231925,
ENSG00000167173,
ENSG00000073670,SM00050
ENSG00000073670,SM00608
ENSG00000177414,SM00212
ENSG00000113231,SM00471
ENSG00000063241,
ENSG00000163602,SM00547
ENSG00000177414,
ENSG00000073670,
ENSG00000113231,SM00091
ENSG00000168952,SM01313
ENSG00000168952,
ENSG00000135631,SM00239
ENSG00000274580,
ENSG00000141579,
ENSG00000274580,SM00409
ENSG00000053108,SM00409
ENSG00000053108,SM00280
ENSG00000053108,SM00408
ENSG00000150201,
ENSG00000160753,SM00326
ENSG00000164181,
ENSG00000213658,
ENSG00000257057,
ENSG00000168116,
ENSG00000111331,
ENSG00000160753,SM00593
ENSG00000276043,SM00184
ENSG00000276043,SM00249
ENSG00000276043,SM00213
ENSG00000276043,SM00466
ENSG00000206403,
ENSG00000103811,SM00645
ENSG00000103811,SM00848
ENSG00000205413,SM00454
ENSG00000204120,
ENSG00000155897,SM00044
ENSG00000103811,
ENSG00000196352,SM00032
ENSG00000205758,SM00829
ENSG00000198453,SM00349
ENSG00000241863,
ENSG00000198453,
ENSG00000198453,SM00355
ENSG00000168795,SM00225
ENSG00000168795,SM00355
ENSG00000181790,SM00209
ENSG00000181790,SM00303
ENSG00000181790,SM00008
ENSG00000111335,
ENSG00000155629,SM01282
ENSG00000106128,SM00008
ENSG00000155629,
ENSG00000205758,
ENSG00000106128,
ENSG00000160753,
ENSG00000160999,
ENSG00000112164,SM00008
ENSG00000197971,
ENSG00000241863,SM00184
ENSG00000241863,SM00336
ENSG00000241863,SM00589
ENSG00000121904,SM00032
ENSG00000121904,SM00042
ENSG00000160999,SM00252
ENSG00000160999,SM00233
ENSG00000204099,
ENSG00000091651,
ENSG00000249209,
ENSG00000188010,SM00698
ENSG00000188010,
ENSG00000224994,SM00184
ENSG00000224994,SM00336
ENSG00000119535,SM00060
ENSG00000151553,
ENSG00000134627,SM00949
ENSG00000196305,
ENSG00000141854,
ENSG00000198742,SM00119
ENSG00000198742,SM00456
ENSG00000198742,SM00239
ENSG00000228267,SM00643
ENSG00000228267,SM00104
ENSG00000228267,SM01361
ENSG00000228267,SM01360
ENSG00000228267,SM01359
ENSG00000160226,SM00446
ENSG00000198157,SM00527
ENSG00000174173,
ENSG00000214694,SM00325
ENSG00000169629,SM00028
ENSG00000169629,SM00160
ENSG00000169629,SM00755
ENSG00000134627,SM00950
ENSG00000169629,
ENSG00000134627,
ENSG00000214694,
ENSG00000154252,
ENSG00000167614,
ENSG00000089127,
ENSG00000237777,
ENSG00000166025,
ENSG00000119535,
ENSG00000133816,
ENSG00000226634,
ENSG00000188032,
ENSG00000196367,
ENSG00000147996,SM00833
ENSG00000131171,
ENSG00000172890,
ENSG00000113552,
ENSG00000100526,SM00404
ENSG00000204616,SM00184
ENSG00000204616,SM00336
ENSG00000100526,
ENSG00000139697,
ENSG00000169018,SM00248
ENSG00000082701,SM00220
ENSG00000169018,
ENSG00000153044,
ENSG00000169813,SM00360
ENSG00000196371,
ENSG00000144712,
ENSG00000198576,
ENSG00000224994,SM00449
ENSG00000224994,SM00589
ENSG00000121067,SM00225
ENSG00000121067,SM00061
ENSG00000150316,
ENSG00000237046,SM00184
ENSG00000224994,
ENSG00000107957,SM00326
ENSG00000107957,SM00312
ENSG00000156521,
ENSG00000188452,
ENSG00000133816,SM00033
ENSG00000133816,SM00132
ENSG00000122254,
ENSG00000260097,
ENSG00000241563,
ENSG00000276798,SM00409
ENSG00000276798,SM00408
ENSG00000186280,SM00558
ENSG00000186280,SM00545
ENSG00000111678,
ENSG00000164253,SM00320
ENSG00000148671,
ENSG00000251503,
ENSG00000235268,SM00545
ENSG00000235268,SM00558
ENSG00000144713,SM01393
ENSG00000160752,
ENSG00000165633,SM00409
ENSG00000251258,SM00449
ENSG00000251258,SM00589
ENSG00000251258,SM00184
ENSG00000214128,
ENSG00000173267,
ENSG00000165633,
ENSG00000167653,SM00134
ENSG00000281613,
ENSG00000167653,
ENSG00000165383,SM00369
ENSG00000281613,SM00184
ENSG00000255855,SM00545
ENSG00000255855,SM00558
ENSG00000175279,
ENSG00000185046,
ENSG00000121067,
ENSG00000144713,
ENSG00000234616,SM00674
ENSG00000255804,
ENSG00000164796,SM00032
ENSG00000164796,SM00042
ENSG00000123505,
ENSG00000263465,SM00360
ENSG00000263465,
ENSG00000278355,SM00408
ENSG00000278355,SM00409
ENSG00000149218,SM00892
ENSG00000149218,SM00477
ENSG00000188100,
ENSG00000234616,
ENSG00000128815,
ENSG00000128563,
ENSG00000158125,SM01008
ENSG00000158125,SM01092
ENSG00000088836,
ENSG00000103404,
ENSG00000186160,
ENSG00000229412,
ENSG00000164736,SM00398
ENSG00000111676,
ENSG00000227446,
ENSG00000124212,
ENSG00000164253,
ENSG00000242022,
ENSG00000173269,SM00110
ENSG00000173269,
ENSG00000234347,
ENSG00000134644,SM00025
ENSG00000128815,SM01026
ENSG00000128815,SM00320
ENSG00000183955,SM00317
ENSG00000132872,SM00239
ENSG00000183955,
ENSG00000138594,
ENSG00000230685,
ENSG00000002726,
ENSG00000122778,
ENSG00000176692,SM00339
ENSG00000132872,
ENSG00000117308,
ENSG00000112167,
ENSG00000162365,
ENSG00000165046,
ENSG00000135111,SM00425
ENSG00000150977,
ENSG00000176678,SM00339
ENSG00000149212,
ENSG00000103035,SM00232
ENSG00000115232,SM00191
ENSG00000158966,
ENSG00000103035,
ENSG00000160886,
ENSG00000121211,
ENSG00000117322,SM00032
ENSG00000109107,
ENSG00000155463,
ENSG00000117322,
ENSG00000234651,SM00213
ENSG00000069956,SM00220
ENSG00000044090,SM01337
ENSG00000044090,SM00884
ENSG00000105929,
ENSG00000134644,
ENSG00000144736,
ENSG00000197329,
ENSG00000131507,
ENSG00000049167,
ENSG00000184209,SM00360
ENSG00000152475,SM00355
ENSG00000104055,SM00460
ENSG00000174429,SM01283
ENSG00000112651,SM01382
ENSG00000112651,SM01383
ENSG00000263042,SM00220
ENSG00000148483,
ENSG00000112651,
ENSG00000049167,SM00320
ENSG00000166477,
ENSG00000215301,SM00487
ENSG00000215301,SM00490
ENSG00000172016,SM00034
ENSG00000244020,
ENSG00000131378,
ENSG00000168303,
ENSG00000188026,
ENSG00000160991,
ENSG00000137054,
ENSG00000214300,
ENSG00000215301,
ENSG00000162951,SM00369
ENSG00000243660,SM00349
ENSG00000258472,
ENSG00000162951,
ENSG00000243660,
ENSG00000130193,
ENSG00000184402,
ENSG00000117305,
ENSG00000119403,SM00333
ENSG00000119403,SM00249
ENSG00000206075,SM00093
ENSG00000132294,
ENSG00000164626,
ENSG00000206075,
ENSG00000119403,
ENSG00000160993,
ENSG00000126233,
ENSG00000197353,SM00134
ENSG00000204291,SM00210
ENSG00000166037,
ENSG00000057704,
ENSG00000066230,
ENSG00000105695,
ENSG00000253117,SM00085
ENSG00000169223,
ENSG00000157764,SM00220
ENSG00000182087,
ENSG00000158470,
ENSG00000258417,SM00085
ENSG00000204120,SM00444
ENSG00000119862,SM00908
ENSG00000137171,
ENSG00000283992,
ENSG00000119862,SM00276
ENSG00000105612,
ENSG00000119862,
ENSG00000284505,
ENSG00000132297,
ENSG00000083845,
ENSG00000262771,
ENSG00000198925,
ENSG00000177508,SM00548
ENSG00000177508,SM00389
ENSG00000097021,
ENSG00000177508,
ENSG00000079332,
ENSG00000157764,SM00109
ENSG00000157764,SM00455
ENSG00000116688,
ENSG00000079332,SM00178
ENSG00000079332,SM00177
ENSG00000157764,
ENSG00000121716,SM00409
ENSG00000130475,SM00055
ENSG00000180155,SM00134
ENSG00000137101,SM00034
ENSG00000121716,
ENSG00000135968,SM00755
ENSG00000180155,
ENSG00000135968,
ENSG00000187678,
ENSG00000206486,SM00847
ENSG00000206486,SM00490
ENSG00000196367,SM00146
ENSG00000196367,SM01343
ENSG00000116032,SM00079
ENSG00000116032,SM00918
ENSG00000185046,SM00462
ENSG00000137101,
ENSG00000133983,
ENSG00000007202,SM01214
ENSG00000157119,SM00225
ENSG00000157119,SM00612
ENSG00000157119,SM00875
ENSG00000010318,SM00249
ENSG00000130475,
ENSG00000213463,SM00228
ENSG00000165272,
ENSG00000177374,
ENSG00000066032,
ENSG00000077458,
ENSG00000206486,SM00487
ENSG00000177374,SM00225
ENSG00000007202,
ENSG00000010318,
ENSG00000206486,
ENSG00000177374,SM00355
ENSG00000133424,
ENSG00000258644,SM00228
ENSG00000175600,
ENSG00000140107,
ENSG00000105695,SM00408
ENSG00000105695,SM00409
ENSG00000258644,
ENSG00000085514,SM00409
ENSG00000107140,
ENSG00000105610,SM00355
ENSG00000113578,SM00442
ENSG00000206487,
ENSG00000173809,
ENSG00000214026,
ENSG00000113578,
ENSG00000138435,
ENSG00000146966,SM00801
ENSG00000146966,SM00800
ENSG00000146966,SM00799
ENSG00000055118,SM00100
ENSG00000176845,
ENSG00000154814,
ENSG00000232984,
ENSG00000267534,SM01381
ENSG00000141858,SM00454
ENSG00000055118,SM00086
ENSG00000146966,
ENSG00000164011,
ENSG00000167524,
ENSG00000109606,SM00487
ENSG00000109606,SM00490
ENSG00000109606,SM00847
ENSG00000164011,SM00355
ENSG00000147996,
ENSG00000012124,
ENSG00000112769,SM00181
ENSG00000112769,SM00282
ENSG00000112769,SM00180
ENSG00000135549,
ENSG00000136942,
ENSG00000260314,SM00059
ENSG00000260314,SM00458
ENSG00000260314,SM00034
ENSG00000167524,SM00220
ENSG00000107960,
ENSG00000185046,SM00454
ENSG00000114480,SM00642
ENSG00000112769,
ENSG00000244411,
ENSG00000117450,
ENSG00000186994,SM00248
ENSG00000179299,
ENSG00000241233,
ENSG00000186994,
ENSG00000136918,SM00320
ENSG00000254997,
ENSG00000167774,
ENSG00000204572,
ENSG00000132763,
ENSG00000087111,
ENSG00000181939,
ENSG00000090266,
ENSG00000070366,SM00670
ENSG00000185046,SM00248
ENSG00000167658,
ENSG00000259916,
ENSG00000268009,SM00349
ENSG00000167195,
ENSG00000172188,
ENSG00000204571,
ENSG00000130816,SM01137
ENSG00000181927,
ENSG00000267855,
ENSG00000173567,
ENSG00000137171,SM00028
ENSG00000227877,
ENSG00000174982,
ENSG00000181903,
ENSG00000065809,
ENSG00000116679,SM00875
ENSG00000116679,SM00612
ENSG00000116679,SM00225
ENSG00000140478,
ENSG00000280670,
ENSG00000168481,SM00082
ENSG00000168481,SM00369
ENSG00000143842,SM00398
ENSG00000143842,
ENSG00000168481,
ENSG00000233927,
ENSG00000105607,
ENSG00000115935,
ENSG00000038427,SM00445
ENSG00000038427,SM00181
ENSG00000038427,SM00034
ENSG00000038427,SM00409
ENSG00000038427,SM00032
ENSG00000038427,SM00179
ENSG00000115935,SM00246
ENSG00000173567,SM00303
ENSG00000167775,
ENSG00000167658,SM00889
ENSG00000167658,SM00838
ENSG00000070366,
ENSG00000100890,
ENSG00000171587,SM00408
ENSG00000171587,SM00060
ENSG00000171587,SM00406
ENSG00000171587,SM00409
ENSG00000167775,SM00192
ENSG00000087053,SM00404
ENSG00000087053,SM00568
ENSG00000182963,SM01089
ENSG00000070540,
ENSG00000182963,SM00037
ENSG00000182963,
ENSG00000184939,SM00349
ENSG00000184939,
ENSG00000178460,
ENSG00000137841,
ENSG00000178460,SM00350
ENSG00000138018,
ENSG00000133597,
ENSG00000283267,
ENSG00000115525,
ENSG00000179454,SM00225
ENSG00000179454,SM00875
ENSG00000179454,SM00612
ENSG00000104237,SM00537
ENSG00000104237,SM00308
ENSG00000166634,SM00093
ENSG00000179454,
ENSG00000167720,
ENSG00000161860,
ENSG00000070540,SM00320
ENSG00000196793,SM00355
ENSG00000278619,SM00967
ENSG00000107829,SM00320
ENSG00000184156,
ENSG00000278619,
ENSG00000204614,SM00184
ENSG00000059122,
ENSG00000081277,SM00185
ENSG00000135636,SM01200
ENSG00000135636,SM00693
ENSG00000135636,SM00239
ENSG00000135636,SM00694
ENSG00000135636,SM01202
ENSG00000135636,SM01201
ENSG00000167074,SM00338
ENSG00000184384,SM01275
ENSG00000184384,
ENSG00000206557,SM00184
ENSG00000206557,SM00557
ENSG00000206557,SM00336
ENSG00000124155,
ENSG00000275793,SM00326
ENSG00000106799,
ENSG00000167074,
ENSG00000007216,
ENSG00000117394,
ENSG00000276045,
ENSG00000108932,
ENSG00000184939,SM00355
ENSG00000157168,SM00408
ENSG00000157168,SM00409
ENSG00000157168,SM00181
ENSG00000103051,
ENSG00000100156,
ENSG00000149231,
ENSG00000198718,SM01349
ENSG00000159495,SM00460
ENSG00000081154,
ENSG00000134222,
ENSG00000180817,
ENSG00000130816,SM00439
ENSG00000196171,
ENSG00000198718,
ENSG00000130816,
ENSG00000183340,SM00674
ENSG00000167721,SM01362
ENSG00000167721,SM00785
ENSG00000166226,
ENSG00000167721,
ENSG00000214534,SM00355
ENSG00000214534,SM00349
ENSG00000203757,
ENSG00000168484,SM01039
ENSG00000168484,SM00019
ENSG00000103051,SM00762
ENSG00000012124,SM00408
ENSG00000012124,SM00409
ENSG00000165832,
ENSG00000102225,SM00220
ENSG00000102225,
ENSG00000197641,
ENSG00000106799,SM00220
ENSG00000106799,SM00467
ENSG00000141258,
ENSG00000223699,SM00038
ENSG00000223699,SM00282
ENSG00000223699,SM00210
ENSG00000124780,
ENSG00000128039,
ENSG00000197641,SM00093
ENSG00000108950,
ENSG00000142655,
ENSG00000152795,SM00360
ENSG00000128298,SM00326
ENSG00000143845,
ENSG00000166333,SM00248
ENSG00000168010,SM00320
ENSG00000158483,
ENSG00000181215,
ENSG00000168010,
ENSG00000056487,SM00249
ENSG00000152795,
ENSG00000181092,SM00110
ENSG00000141258,SM00593
ENSG00000186113,
ENSG00000115657,SM00382
ENSG00000138757,SM00360
ENSG00000092020,
ENSG00000056487,
ENSG00000157168,
ENSG00000168758,SM00630
ENSG00000168758,SM00409
ENSG00000168758,SM00423
ENSG00000138757,
ENSG00000134007,SM00050
ENSG00000134007,SM00608
ENSG00000053501,
ENSG00000140795,SM00220
ENSG00000250305,
ENSG00000166333,
ENSG00000137841,SM00148
ENSG00000137841,SM00239
ENSG00000137841,SM00149
ENSG00000139985,SM00608
ENSG00000139985,SM00050
ENSG00000168758,
ENSG00000177409,
ENSG00000160049,SM00266
ENSG00000184908,SM00116
ENSG00000164434,
ENSG00000184908,
ENSG00000269791,SM00349
ENSG00000114999,
ENSG00000206579,
ENSG00000143553,
ENSG00000184752,
ENSG00000180433,
ENSG00000061492,SM00097
ENSG00000115657,
ENSG00000076382,
ENSG00000164494,
ENSG00000132275,
ENSG00000137809,SM00327
ENSG00000137809,SM00191
ENSG00000230778,SM00248
ENSG00000103671,SM01022
ENSG00000204613,SM00449
ENSG00000204613,SM00336
ENSG00000204613,SM00589
ENSG00000204613,SM00184
ENSG00000139910,
ENSG00000103671,
ENSG00000186119,
ENSG00000136950,
ENSG00000205030,
ENSG00000009950,
ENSG00000166337,
ENSG00000135390,
ENSG00000156269,
ENSG00000205029,
ENSG00000139910,SM00322
ENSG00000109101,
ENSG00000141258,SM00164
ENSG00000163817,
ENSG00000170423,SM01391
ENSG00000185989,SM00323
ENSG00000185989,SM00233
ENSG00000185989,SM00107
ENSG00000185989,SM00239
ENSG00000170423,
ENSG00000260873,
ENSG00000260873,SM00228
ENSG00000104371,
ENSG00000109101,SM00339
ENSG00000019485,
ENSG00000258790,
ENSG00000143621,SM00572
ENSG00000010319,SM00630
ENSG00000010319,SM00423
ENSG00000250067,
ENSG00000109610,
ENSG00000010319,
ENSG00000108091,
ENSG00000108946,SM00394
ENSG00000143621,
ENSG00000019485,SM00717
ENSG00000009950,SM00353
ENSG00000228515,
ENSG00000101213,SM00252
ENSG00000101213,SM00219
ENSG00000101213,SM00326
ENSG00000179163,SM00812
ENSG00000197403,
ENSG00000139304,SM00060
ENSG00000258674,
ENSG00000181652,
ENSG00000165322,SM00324
ENSG00000165322,SM00456
ENSG00000165322,SM00326
ENSG00000165322,SM00233
ENSG00000274779,
ENSG00000148153,
ENSG00000176273,
ENSG00000198298,SM00349
ENSG00000198298,SM00355
ENSG00000156381,
ENSG00000112320,
ENSG00000116754,SM00360
ENSG00000186010,
ENSG00000188822,SM01381
ENSG00000160284,
ENSG00000172594,
ENSG00000162783,
ENSG00000181982,
ENSG00000116754,
ENSG00000183813,SM01381
ENSG00000160785,
ENSG00000109103,
ENSG00000139304,SM00194
ENSG00000139304,SM00404
ENSG00000126698,
ENSG00000149972,SM00409
ENSG00000149972,SM00060
ENSG00000149972,SM00408
ENSG00000181240,
ENSG00000139304,
ENSG00000167131,
ENSG00000135451,
ENSG00000108946,SM00100
ENSG00000168806,
ENSG00000178093,SM00220
ENSG00000178093,
ENSG00000173926,SM00744
ENSG00000126698,SM00271
ENSG00000112981,SM00562
ENSG00000072062,SM00220
ENSG00000072062,SM00133
ENSG00000183864,SM00099
ENSG00000165322,
ENSG00000108946,
ENSG00000072062,
ENSG00000185519,
ENSG00000135040,
ENSG00000145592,
ENSG00000151445,
ENSG00000196663,SM00320
ENSG00000196663,SM00706
ENSG00000100902,
ENSG00000124900,SM00184
ENSG00000124900,SM00336
ENSG00000183624,
ENSG00000124900,
ENSG00000100410,
ENSG00000165349,
ENSG00000189266,
ENSG00000019505,SM00239
ENSG00000133980,
ENSG00000100902,SM00948
ENSG00000169740,SM00355
ENSG00000260456,
ENSG00000019505,
ENSG00000146352,SM01100
ENSG00000146352,SM00516
ENSG00000141337,
ENSG00000103642,
ENSG00000187612,
ENSG00000164241,
ENSG00000140941,
ENSG00000206527,
ENSG00000137478,SM00326
ENSG00000164548,SM00360
ENSG00000182979,SM00439
ENSG00000182979,SM00717
ENSG00000182979,SM01189
ENSG00000182979,SM00401
ENSG00000143702,SM00240
ENSG00000151327,
ENSG00000137478,SM00055
ENSG00000148158,SM00312
ENSG00000100591,
ENSG00000100353,
ENSG00000148158,
ENSG00000164548,
ENSG00000165895,SM00233
ENSG00000165895,SM00326
ENSG00000165895,SM00324
ENSG00000119457,
ENSG00000100591,SM01000
ENSG00000137478,
ENSG00000143702,
ENSG00000131152,
ENSG00000182979,
ENSG00000152217,
ENSG00000165895,
ENSG00000152217,SM00384
ENSG00000136542,SM00458
ENSG00000185088,
ENSG00000170647,
ENSG00000102854,
ENSG00000159450,SM01394
ENSG00000103264,SM00256
ENSG00000108039,
ENSG00000164867,
ENSG00000103264,
ENSG00000010282,
ENSG00000119844,
ENSG00000105011,
ENSG00000113583,
ENSG00000146285,SM00454
ENSG00000078668,
ENSG00000155666,SM00558
ENSG00000172986,
ENSG00000196646,
ENSG00000155666,
ENSG00000196646,SM00349
ENSG00000196646,SM00355
ENSG00000260238,
ENSG00000086598,SM01190
ENSG00000183379,
ENSG00000234433,
ENSG00000235155,
ENSG00000146285,
ENSG00000226174,
ENSG00000163605,
ENSG00000160404,
ENSG00000262788,SM00320
ENSG00000135406,SM01391
ENSG00000158122,
ENSG00000160404,SM00382
ENSG00000214944,SM00325
ENSG00000214944,SM00109
ENSG00000214944,SM00233
ENSG00000255423,
ENSG00000188340,
ENSG00000214944,
ENSG00000171794,
ENSG00000172828,
ENSG00000173914,SM00343
ENSG00000173914,SM00360
ENSG00000131236,
ENSG00000139714,SM00698
ENSG00000198960,
ENSG00000196475,
ENSG00000283567,
ENSG00000151650,SM00389
ENSG00000125740,
ENSG00000173914,
ENSG00000262788,
ENSG00000169021,
ENSG00000188175,SM00408
ENSG00000188175,SM00409
ENSG00000146909,SM00543
ENSG00000146909,SM00544
ENSG00000167825,
ENSG00000066422,SM00355
ENSG00000066422,SM00225
ENSG00000131236,SM00673
ENSG00000066422,
ENSG00000248643,SM00360
ENSG00000248643,SM00343
ENSG00000136541,
ENSG00000143228,
ENSG00000167094,SM00028
ENSG00000125740,SM00338
ENSG00000092445,SM00219
ENSG00000092445,SM00060
ENSG00000092445,SM00409
ENSG00000092445,SM00408
ENSG00000239306,SM00360
ENSG00000152969,
ENSG00000167656,SM00134
ENSG00000135999,
ENSG00000160401,
ENSG00000082175,SM00399
ENSG00000082175,SM00430
ENSG00000131095,SM01391
ENSG00000120868,SM00320
ENSG00000160781,
ENSG00000092445,
ENSG00000120868,
ENSG00000131095,
ENSG00000276163,SM00409
ENSG00000140519,
ENSG00000129295,SM00446
ENSG00000129295,SM00365
ENSG00000129295,
ENSG00000197857,SM00349
ENSG00000244617,
ENSG00000197857,SM00355
ENSG00000184897,SM00526
ENSG00000172831,
ENSG00000169564,SM00322
ENSG00000197857,
ENSG00000160285,
ENSG00000184602,
ENSG00000183347,
ENSG00000166669,
ENSG00000282705,
ENSG00000240747,SM00349
ENSG00000276879,
ENSG00000118520,
ENSG00000173933,SM00343
ENSG00000173933,SM00360
ENSG00000213585,
ENSG00000179142,
ENSG00000280571,
ENSG00000180219,
ENSG00000104499,
ENSG00000242252,SM00069
ENSG00000153066,
ENSG00000114854,SM00054
ENSG00000104499,SM00134
ENSG00000134905,
ENSG00000273291,SM00349
ENSG00000104881,SM00248
ENSG00000104881,SM00326
ENSG00000283361,
ENSG00000104881,
ENSG00000160783,
ENSG00000185022,SM00338
ENSG00000107518,
ENSG00000160882,
ENSG00000167749,SM00020
ENSG00000107518,SM00042
ENSG00000107518,SM00181
ENSG00000167749,
ENSG00000181061,
ENSG00000112208,SM00264
ENSG00000157326,
ENSG00000107518,SM00034
ENSG00000107518,SM00423
ENSG00000107518,SM00180
ENSG00000180432,
ENSG00000137672,SM00248
ENSG00000137345,SM00409
ENSG00000137345,SM00406
ENSG00000112200,
ENSG00000230549,
ENSG00000188529,SM00360
ENSG00000143248,SM00315
ENSG00000236125,
ENSG00000187135,SM00409
ENSG00000188529,
ENSG00000142627,SM01411
ENSG00000142627,SM00060
ENSG00000142627,SM00615
ENSG00000142627,SM00219
ENSG00000142627,SM00454
ENSG00000244607,
ENSG00000153487,SM01408
ENSG00000153487,SM00249
ENSG00000214447,
ENSG00000096696,SM00150
ENSG00000096696,SM00250
ENSG00000127743,
ENSG00000143248,
ENSG00000130675,
ENSG00000130675,SM00389
ENSG00000110318,
ENSG00000144649,
ENSG00000154188,SM00186
ENSG00000187630,
ENSG00000187151,SM00186
ENSG00000184381,SM00248
ENSG00000053747,SM00282
ENSG00000053747,SM00281
ENSG00000053747,SM00136
ENSG00000053747,SM00181
ENSG00000053747,SM00180
ENSG00000008282,
ENSG00000137345,
ENSG00000184381,
ENSG00000140299,SM00516
ENSG00000182983,SM00355
ENSG00000154188,
ENSG00000182983,SM00349
ENSG00000053747,
ENSG00000182983,
ENSG00000159314,SM00233
ENSG00000159314,SM00324
ENSG00000159314,SM00456
ENSG00000140299,
ENSG00000137691,
ENSG00000181135,SM00349
ENSG00000172936,SM00005
ENSG00000172936,SM00255
ENSG00000139725,SM00174
ENSG00000139725,SM00175
ENSG00000139725,SM00173
ENSG00000139725,SM00176
ENSG00000144648,
ENSG00000170456,SM00800
ENSG00000170456,SM00801
ENSG00000170456,SM00799
ENSG00000170456,SM00593
ENSG00000111057,SM01391
ENSG00000173585,
ENSG00000185104,SM00166
ENSG00000185104,SM00594
ENSG00000139725,
ENSG00000231321,SM00399
ENSG00000231321,SM00430
ENSG00000159314,
ENSG00000183889,
ENSG00000174970,
ENSG00000173611,
ENSG00000170456,
ENSG00000140297,
ENSG00000111057,
ENSG00000162771,
ENSG00000107831,
ENSG00000181852,SM00184
ENSG00000279073,
ENSG00000231321,
ENSG00000148734,SM01381
ENSG00000112200,SM00355
ENSG00000181852,
ENSG00000231945,
ENSG00000132357,SM00114
ENSG00000125885,SM00382
ENSG00000125885,SM00350
ENSG00000181135,SM00355
ENSG00000231974,
ENSG00000188735,
ENSG00000163818,
ENSG00000184206,
ENSG00000107831,SM00442
ENSG00000114391,SM00746
ENSG00000181135,
ENSG00000266472,
ENSG00000234539,SM00338
ENSG00000136935,SM00755
ENSG00000227402,
ENSG00000255181,
ENSG00000234539,
ENSG00000140307,
ENSG00000136935,
ENSG00000184465,SM00320
ENSG00000137693,SM00456
ENSG00000184276,
ENSG00000170421,SM01391
ENSG00000112210,SM00176
ENSG00000112210,SM00173
ENSG00000112210,SM00175
ENSG00000112210,SM00174
ENSG00000169717,SM00268
ENSG00000012061,
ENSG00000137770,SM00577
ENSG00000137770,
ENSG00000112357,SM00320
ENSG00000135913,SM00726
ENSG00000184465,
ENSG00000108883,SM00889
ENSG00000108883,SM00838
ENSG00000182504,SM00365
ENSG00000137693,
ENSG00000179833,
ENSG00000182504,
ENSG00000277177,SM00408
ENSG00000277177,SM00409
ENSG00000170421,
ENSG00000254469,
ENSG00000135913,
ENSG00000103647,SM00320
ENSG00000103647,SM01167
ENSG00000103647,SM01166
ENSG00000072657,
ENSG00000121864,SM00355
ENSG00000121864,
ENSG00000188782,
ENSG00000225921,
ENSG00000273706,SM00132
ENSG00000273706,SM00389
ENSG00000277177,
ENSG00000273706,
ENSG00000117877,
ENSG00000175283,
ENSG00000225805,
ENSG00000139287,
ENSG00000163060,
ENSG00000181234,
ENSG00000123685,SM00338
ENSG00000112282,
ENSG00000136866,SM00355
ENSG00000136866,SM00349
ENSG00000228760,
ENSG00000278326,
ENSG00000023445,SM00114
ENSG00000023445,SM00238
ENSG00000023445,SM00184
ENSG00000023572,
ENSG00000130545,
ENSG00000010017,SM00667
ENSG00000010017,SM00668
ENSG00000010017,SM00449
ENSG00000010017,SM00757
ENSG00000228623,SM00355
ENSG00000017483,
ENSG00000169756,SM00132
ENSG00000070882,SM00233
ENSG00000065534,SM00408
ENSG00000065534,SM00409
ENSG00000065534,SM00220
ENSG00000065534,SM00060
ENSG00000117697,
ENSG00000163563,SM01289
ENSG00000139370,
ENSG00000135052,
ENSG00000163563,
ENSG00000088854,
ENSG00000233323,SM00060
ENSG00000233323,SM00181
ENSG00000233323,SM00186
ENSG00000111046,SM00353
ENSG00000111046,SM00520
ENSG00000125508,SM00326
ENSG00000125508,SM00219
ENSG00000125508,SM00252
ENSG00000110330,SM00238
ENSG00000233323,
ENSG00000117298,
ENSG00000108883,
ENSG00000166813,SM00129
ENSG00000065534,
ENSG00000133195,
ENSG00000127831,SM00153
ENSG00000127831,SM00262
ENSG00000198626,SM00449
ENSG00000198626,SM00472
ENSG00000182747,
ENSG00000102401,
ENSG00000110330,SM00184
ENSG00000110330,SM00114
ENSG00000163832,
ENSG00000275156,SM00409
ENSG00000196436,
ENSG00000070882,
ENSG00000131097,
ENSG00000269855,SM00184
ENSG00000236895,
ENSG00000170516,
ENSG00000233151,
ENSG00000105835,
ENSG00000155115,
ENSG00000101181,
ENSG00000140534,
ENSG00000100528,SM01398
ENSG00000152558,
ENSG00000072071,SM00284
ENSG00000072071,SM00303
ENSG00000072071,SM00008
ENSG00000100528,
ENSG00000169220,SM00315
ENSG00000169220,SM00390
ENSG00000169220,SM00455
